text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Thank you for the best year of my life, 2020 lets all change the world;84779;15;14;70;Very Positive;2018
"Mr Beast: *Exists*

Literally everyone: I see this as an absolute win";1703;12;12;69;Very Positive;2018
I'd do ANYTHING just to hang out with these guys for a day!;70;14;14;59;Very Positive;2018
Is it me or is Mrbeast and his friends the physical embodiment of the “Me and the Boys” meme;490;19;14;92;Neutral;2018
this is basically a trailer for anyone who doesn’t know who mr beast is;840;15;13;71;Very Negative;2018
Jimmy we should have another fundraising for the Australian fires;380;10;10;65;Positive;2018
I absolutely love Mr. Beast! He is the most genuine, kind hearted, heart felt, most giving person! I love what your doing Jimmy keep doing what it is your doing !;42;30;22;162;Very Positive;2018
"Jake Paul: ""5 mil in 6 months, never done before""

PewDiePie and Mrbeast : hold our beers";713;16;16;89;Very Positive;2018
"“Money doesn’t cause happiness”

MrBeast: Hold my tree";2673;9;9;54;Very Negative;2018
This Editing is better than rewind 2019's editing;1208;9;8;49;Very Positive;2018
"“5 mil on YouTube in 6 months never done before”

Chris: *Hold my lotion*";4861;14;14;73;Very Positive;2018
Please do something about Australia..;175;5;5;37;Very Negative;2018
That moment when Mr. Beast recap is better than YouTube rewind;439;11;11;62;Very Positive;2018
this video is officially 5 years old, happy birthday!;3;9;9;53;Very Positive;2018
"“Money doesn’t cause happiness”


MrBeast: Bet.";3274;7;7;47;Very Negative;2018
If only everyone with money had the same personality as this man here, the world would be a much better place. Deffo best streamer out there;2338;26;25;140;Very Positive;2018
This just shows how amazing Mr. Beast is, changing lives everytime;136;11;11;66;Very Positive;2018
Thank you mrbeast for everything you do!!! You have never given me a dollar but i love watching you help so many people and thats all that matters to me.;8;30;26;153;Very Positive;2018
1500;1;1;1;4;Neutral;2018
"“What is this”

“Money”

“Why do we still have it?”";1194;10;10;51;Very Positive;2018
This man is single handedly carrying the US economy...;5535;9;9;54;Very Negative;2018
Yo Beast Australia needs your help at this point it’s gonna be a wasteland before the government even does something;235;21;21;116;Very Negative;2018
Crazy to be here 3 years later and seeing this dude over 150 million. Congrats jimmy!;2;16;16;85;Very Positive;2018
"Goverment: ""how many people did u help?""


MrBeast: Yes.";752;9;9;56;Very Negative;2018
"“I’m sorry for what we’re about to do to your car...”

“Uno reverse”";471;15;14;68;Very Negative;2018
