text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Subscribe and chandler will win one day;171442;7;7;39;Very Positive;2018
"0:57 
 ""you guys really liked him so we brought him back""
Thank you mr beast, we salute you..";3250;19;15;93;Very Negative;2018
"2:04 - 2:07
 Ty: Gushers
Chandler: what!? That's my thing.
(Aww... ma heart)";635;15;14;76;Negative;2018
Back when it was just a bunch of friends hanging out for alot of money;68;15;14;70;Very Positive;2018
He brought Ty back for the people...;5761;7;7;36;Very Negative;2018
When Mr.Beast uploads my heart rate increases by 500%;649;10;10;53;Negative;2018
I love how they brought TY back lol. Dudes a legend;398;11;11;51;Very Positive;2018
this was peak mrbeast;66;4;4;21;Very Positive;2018
If Mr Beast keeps putting Ty in his videos it will make it more challenging for Chandler and more funny so Mr Beast should do that;5479;26;22;130;Neutral;2018
Can we appreciate mr beast listening to us wanting Ty back;4437;11;11;58;Neutral;2018
"_I am speed_

-_Lightning McChris_";2365;5;5;34;Very Positive;2018
Jimmy's videos are always entertaining and never disappoint!!!;67;9;9;62;Very Positive;2018
"MrBeast: Aight now it‘s just a normal green screen.

Ty: *Turns around to see if it really is*";485;19;18;94;Neutral;2018
Ty goes from Chandler's student to Chandlers teacher;1771;9;9;52;Positive;2018
The fact that Ty is back makes me happy, that dude be chill af;561;14;13;62;Positive;2018
Imagine this challenge with David goggins;48;6;6;41;Very Positive;2018
"Me: what's your job
Chandler: I am a friend of MrBeast";769;12;12;54;Very Positive;2018
If chandler wins it would go down as one of the best anime moments in history;524;16;16;77;Very Positive;2018
TY IS BACK OMG I LOVE HIM he’s so chill and aw;387;13;13;46;Very Positive;2018
7:10 It all makes sense now;21;7;7;27;Very Positive;2018
"Mrbeast: $50,000 if you exist
Chandler: I don't feel so good....";3532;13;13;64;Very Negative;2018
"MrBeast: ""Sit down and do nothing challenge"" ""Chandler is the only contestant""

Chandler: Loses";3180;14;13;95;Very Negative;2018
Marcus and aTy are actually a great addition, man they gotta stay!!;515;12;12;67;Very Positive;2018
dope to see you behind the camera, can see you came a long way;43;14;12;62;Positive;2018
Ty should be one of the main guys on the channel especially how good his attitude is;878;17;16;84;Positive;2018
"Mr. Beast: everyone on earth gets a million dollars
Chandler: *flies to the moon*";6163;14;14;81;Very Negative;2018
"I'm always rooting for Chandler 


I know he never wins


I still root for him";870;16;13;78;Very Positive;2018
This is peak mrbeast;13;4;4;20;Very Positive;2018
The thing is.. Nobody hates mr beast he is just so nice and happy always;281;15;14;72;Very Positive;2018
I love how chill Ty is;5659;6;6;22;Very Positive;2018
"“Why are you running?”
“BECAUSE I GOT SHORT LEGGGGGSSS”";2475;9;9;55;Very Negative;2018
Algorithm is wild for this;103;5;5;26;Very Positive;2018
"my sims: sleeping peacefully 
me: purchases 4 treadmills";881;8;8;56;Very Positive;2018
Ty is a straight G  i love that guy;836;9;9;35;Very Positive;2018
Ty is actually enjoyable to watch I'd recommend brining him on more;619;13;13;67;Positive;2018
Chandela's bet today you must win to show you can, keep courage;10;13;12;63;Very Positive;2018
"MrBeast:eat a hot dog and win £50,000
Chandler:*eats a burger*";2477;13;12;62;Very Negative;2018
"“Alright guys, so I’m hiding in the bathroom...”

that’s a fkn mooddd
4:40";633;16;16;74;Positive;2018
"Beast is so nice and caring for Chandler! 
COMMMMMMME OONN CHANDLER 
";667;11;10;69;Very Positive;2018
I watched all of your videos. They are so interesting.;5;10;10;54;Very Positive;2018
Ty is the type of Guy you afraid to be friends with cause he is so cool, but in reallity, he is cool but at the same time just genuine and happy guy!;279;33;26;149;Positive;2018
