text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
"I hope you enjoyed impractical beasters.
SUBSCRIBE OR I'LL GET MAD!";64174;12;11;67;Very Negative;2018
This increases my anxiety in so many ways;605;8;8;41;Very Positive;2018
Chandler didn't lose a challenge! He's making history!;414;10;10;54;Very Positive;2018
Impractical jokers being one of my favorite shows, and mr. Beast being my favorite youtuber, this is just gold content;104;20;17;118;Very Positive;2018
Jimmy is actually so natural at approaching strangers lol;5843;9;9;57;Very Positive;2018
"Chandler: *Pulls pants down*
Guy: *Also pulls pants down*
A surprise to be sure, but a welcome one";5338;18;14;98;Positive;2018
The new season of Impractical Jokers looks great;323;8;8;48;Very Positive;2018
this one is so funny, especially when jimmy says WOOOO! ;194;10;10;56;Very Positive;2018
The guy who pulled his pants down when chandler did is a loyal one;758;14;14;66;Very Positive;2018
This is literally an episode of impractical jokers;31632;8;8;50;Very Negative;2018
Let’s all appreciate how they embarrassed themselves for us to enjoy.;5833;12;12;69;Positive;2018
The stranger was just so casual by taking his pants down too;110;12;12;60;Negative;2018
New season of impractical jokers looks pretty good so far;2142;10;10;57;Positive;2018
"Impractical Jokers much


Btw you should totally make this a series";556;11;11;67;Negative;2018
wow I love this newest episode of impractical jokers!!!;323;9;9;55;Very Positive;2018
This content is GOLD, and we miss it!;34;8;8;37;Very Positive;2018
People are literally lucky to have you in their city ;202;10;10;53;Very Positive;2018
This is legit a classic Impractical Joker Survey Challenge lol xD;779;11;11;65;Very Positive;2018
"No one:
Impractical jokers: I can’t believe you’ve done this.";2119;12;12;61;Very Negative;2018
It's amazing the way they play the roles!  They are great actors!;14;13;11;65;Very Positive;2018
4 life long friends compete to embarrass each other;9793;9;9;51;Very Positive;2018
"these guys are the off-brand Impractical Jokers

and I love it";342;12;12;62;Very Positive;2018
I love how much they enjoy themselves as they watch each other suffer;2480;13;12;69;Very Positive;2018
Jimmy's WOOO;11;3;3;12;Very Positive;2018
"_""Be the wind, you gotta blow me""_
_-Chandler_";817;11;9;46;Very Positive;2018
