text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Subscribe or I’ll punch you;213313;6;6;27;Very Negative;2018
Make a challenge planting trees in the Amazon;5302;8;8;45;Positive;2018
"4:15 I suddenly laughed so bad when i saw flashback mary

*Hi SiStErS*";1430;14;13;70;Very Negative;2018
Best era of mrbeast;98;4;4;19;Very Positive;2018
@MrBeast do more of these travel videos. Great footage.;669;9;9;55;Very Positive;2018
"Jimmy:wants to go swimming
Chandler:wants food
Chris:wants appreciation 
Maddie : wants attention";1045;14;11;97;Neutral;2018
Next, you should spend 24 hours in the Grand Canyon;438;10;10;51;Neutral;2018
Im running out of Mr. Beast videos. might have to rewatch;104;11;11;57;Very Negative;2018
"Mr beast you should plant trees for 24 hours in the Amazon 
Since it went on fire";5370;17;17;81;Very Negative;2018
I love how jimmy NEVER clickbaits;4654;6;6;33;Very Positive;2018
Anyone else realize how Mrbeast have been uploading more recently ;686;10;10;66;Very Positive;2018
We will always be here for 'em videos stop askin about the years please;79;14;14;71;Very Positive;2018
*plant 25 million trees, for your 25th million subscriber special*;5752;10;9;66;Very Positive;2018
"MrBeast: Staying on deserted island for 24hours

Morgz:Oh! i got an idea ..
it's unique!!!";1673;16;16;90;Very Positive;2018
You should do a last to stop collecting or picking up trash or plant trees challenge;1223;16;15;84;Very Negative;2018
This was one of the best Mr beast videos;7;9;9;40;Very Positive;2018
Brooo the James Charles edit was soo funny and terrifying at the same time 4:12;773;16;15;79;Positive;2018
Shutout to my boy Chris always setting up tents, fires and cooking I appreciate you bro;413;16;16;87;Very Positive;2018
"MrBeast: You cant make a fire if we're under water

Spongebob: *are you sure about that*";5050;17;16;88;Very Negative;2018
5:41 foreshadowed;127;3;3;17;Very Positive;2018
Should have made a cobblestone genorator so you could have expanded the island;6745;13;12;78;Neutral;2018
"Next Time: 24 hours in the ocean 
2020: 24 hours in space";2016;12;9;57;Very Positive;2018
"Mr.Beast: Surviving 24 Hours On A Deserted Island


Morgz: *sweats profusely*";1968;12;12;77;Very Negative;2018
Who else misses prime Mrbeast;41;5;5;29;Very Negative;2018
"“We going scuba diving we let u know if we find anything”
JAMES CHARLES AHH";1649;15;13;75;Neutral;2018
Mr beast is the type of guy to pay a fire £ 10,000 cos it is keeping him warm;574;19;18;77;Very Positive;2018
"Jimmy: Let me see what you have!
Chris: A KNIFE
Jimmy: *NO*";581;12;11;59;Very Negative;2018
"Do whoever can pick up the most garbage in 24hrs wins 10k 
You should go to the great pacific garbage patch and do it
Repost so MrBeast can see";9058;29;25;143;Very Negative;2018
Chandler asking for food is literally the most adorable thing;912;10;10;61;Very Positive;2018
"Nobody: 
I mean nobody:

Chandler: IMMA SHARK ";796;7;6;46;Very Negative;2018
"“Who said that?”
“Mother Nature.”
“What the heck mum!” Got me on the floor ";3;14;13;75;Very Negative;2018
Hey MrBeast you should plant trees to help recover the Amazon rainforest;566;12;12;72;Very Positive;2018
"""This is a deserted island with 0 inhabitants""

*Hmmm.... yes. The floor. **_This floor here is made out of floor_*";685;20;18;117;Very Negative;2018
"Mrbeast: spending 24 hours in deserted island
Me: spending 24 hours In my kitchen";678;14;10;81;Very Negative;2018
"5:41 
Now really he satisfied that seen";12;8;8;39;Very Positive;2018
Do Uber eats on the island they said they can deliver anywhere;848;12;11;62;Very Negative;2018
Next challange: get on a random bus and pay the bus driver to drive to mcdonalds and order food for everyone in the bus;1689;24;19;119;Very Positive;2018
Please make a vid spending 24 hours in the Amazon rainforest  please;567;12;11;68;Very Negative;2018
Je me suis lancé le défi de regarder toutes les vidéos de Mr beast en un été, a savoir que j'ai 4 enfants et pas un rond pour les occuper, et je suis a la recherche d'un travail qui a du sens. L'avantage de ce défi est qu'il soigne ma dépression post-partum. Merci a toutes l'équipe pour tout ce que vous faites, je me régale ;2;71;52;326;Very Positive;2018
"Mr beast: what did you bring chandler?

Chandler: heavy object.

Edit: thx for all the likes!";248;16;15;93;Very Negative;2018
"Please plant trees in the amazon save it. It has been burning for 3 weeks

Edit: Also try to put out fire";766;22;21;105;Very Negative;2018
"“The island getting small”
“Who said that?”
“Uh Mother Nature”
“What the heck mOm”";807;14;13;82;Very Negative;2018
Mr beast your the most kind person I've ever seen;1;11;11;49;Very Positive;2018
4:15 my heart stops for 2.1 seconds;211;9;9;35;Very Negative;2018
"Mr beast: *brings a chest of money*

Also mr beast: *forgets ketchup and mustard*";824;14;12;81;Very Negative;2018
The “hey sisters” had me dying and was so unexpected ;1750;10;10;53;Very Positive;2018
"وَبَشِّرِ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ أَنَّ لَهُمْ جَنَّاتٍ تَجْرِي مِنْ تَحْتِهَا الْأَنْهَارُ ۖ كُلَّمَا رُزِقُوا مِنْهَا مِنْ ثَمَرَةٍ رِزْقًا ۙ قَالُوا هَـٰذَا الَّذِي رُزِقْنَا مِنْ قَبْلُ ۖ وَأُتُوا بِهِ مُتَشَابِهًا ۖ وَلَهُمْ فِيهَا أَزْوَاجٌ مُطَهَّرَةٌ ۖ وَهُمْ فِيهَا خَالِدُونَ

البقرة-25";2;125;39;315;Very Positive;2018
"“you ever go to da grocery store wichyo mama and then gotta take all da bags at once?” 

Most relatable thing I’ve heard all day.";526;26;24;129;Very Positive;2018
Jake embraced his Viking heritage and invaded foreign land;2315;9;9;58;Very Positive;2018
"24 hours on deserted island
Mr Beast: Stays on an actual island with his friends
Morgz: Sits on a rubber floatie with his toy duckie and is 2 metres away from the dock";1609;33;28;167;Positive;2018
these guys have so much fun..i love it;0;9;9;38;Very Positive;2018
"Chris: You might as well bury me in a coffin!
Jimmy's brain: Write that down, write that down.";3097;19;16;94;Very Negative;2018
"""the island getting small""
Chandler:who said that?
Mrbeast:mother nature
Chandler:what the heck mom";236;16;14;99;Very Negative;2018
"""Don't let it burn, don't let it fade""";2;10;6;38;Very Negative;2018
