text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Sub and I’ll let you buy anything you can carry;136256;11;10;47;Very Positive;2018
"Mr. Beast: ""alright Chris, dont drop anything.""

Chris: *drops everything*";470;10;9;74;Very Negative;2018
Currently the highest paying job is being friends with MrBeast;107447;10;10;62;Very Positive;2018
Chandler the best ,always acts natural ;271;6;6;39;Very Positive;2018
"Zach: *Buys 7K worth of electronics without dropping a single item*

Garrett: *Goes in a Gas station and drops Beef Jerky*";25714;21;20;122;Very Negative;2018
I felt so bad when Garrett had to put his stuff back but when he got a second chance he was he was so happy and mrbeast is a kind person;405;31;25;136;Negative;2018
"“Anything you can carry, I’ll pay for.”

*Carries MrBeast out the door*";565;13;13;71;Very Positive;2018
10:48 foreshadowing;33;3;3;19;Very Positive;2018
2 Videos in a week?! We are blessed.;324;8;8;36;Very Positive;2018
Mr.Beast's friends are lucky to have him as a friend.;4288;12;12;53;Positive;2018
"MrBeast: This Walmart is pretty chill
10 seconds later 
Walmart Employee: I can't have you filming";644;17;16;98;Very Negative;2018
How does he go from shopping in the “Forbidden Bible store” to making family friendly content I love this man;142;20;20;109;Very Positive;2018
Zach is a vertically stretched image of Chandler.;25370;8;8;49;Neutral;2018
"I've gotten kicked out of walmart many times but this ones actually pretty chill


Immediately gets kicked out";780;19;17;110;Negative;2018
"3:32 ""This Walmart's actually pretty chill.""

4:08  **Gets kicked out**";1820;13;13;71;Very Negative;2018
10:48 foreshadowing;227;3;3;19;Very Positive;2018
"MrBeast: Anything you can carry, I'll pay for it

Garrett: "" *Drops a Beef Jerky* """;504;15;15;83;Very Negative;2018
“Shoutout to this Walmart, I’ve been kicked out of many Walmarts but this one is pretty chill” *foreshadowing*;1210;19;18;110;Very Negative;2018
"Beast: Shout out to this Walmart.
""Gets Kicked out.""";1873;9;8;52;Very Negative;2018
I keep seeing all these videos where you help people who couldn't afford some things on their own. Being someone who has successfully made it out of a life of drug addiction and homelessness I too try my best to help others I see in a hopeless situation with whatever I can spare while letting them know that if I was able to make it out then I KNOW they can. Keep it up dude. Glad to contribute;178;79;62;395;Very Positive;2018
