text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Subscribe or I’ll kick you in the knee!;71750;9;9;39;Very Negative;2018
The real legend is the person deleting and typing back in the amount earned.;33782;14;12;76;Very Negative;2018
Mad respect for the person who was changing the earned and spent scores;5739;13;12;71;Very Negative;2018
"Mr beast: whoever wins, loses

Chandler: *wins*";2036;7;6;47;Very Negative;2018
can anybody believe that its been 4 years since this came out??? its crazy how time flies!;67;17;16;90;Very Negative;2018
"Chandler: *gimmie a million gimmie a million gimmie a million*
Chandler: *$30!?*
Chandler: Close enough";863;15;7;103;Very Negative;2018
The fact that Chandler actually completed an entire competition is a win in itself.;13886;14;14;83;Very Positive;2018
The only thing Chandler’s fast at is getting out of challenges.;2605;12;12;63;Positive;2018
Chris and chandler are the best people to put in a vid, there both hilarious ;203;15;15;77;Very Positive;2018
Real quick, can we just take some time to appreciate the people behind the scenes adding on those numbers onto the TV;1444;22;20;117;Positive;2018
"Mr Beast: Whoever wins wins!
Chandler: Loses

Mr Beast: Whoever wins loses
chandler: Wins";3392;14;6;89;Very Negative;2018
These videos really expose how little a chance you have of winning;4814;12;12;66;Very Positive;2018
This brings a whole new meaning to gambling!;11;8;8;44;Very Positive;2018
"“Someone is gonna leave with nothing”
Chris: me";2216;8;8;47;Very Negative;2018
his bank statement must be a war zone: so much going in, so much going out;3680;16;13;74;Very Negative;2018
"Mr beast your vids are
Great!!!!";5;6;6;32;Very Positive;2018
"“Using scratch off tickets to help the donation of trees”


MrBeasts: S T O N K S";2333;17;16;81;Positive;2018
"Person: What do you do for a living?

Chris: I’m friends with Mr. Beast.";5846;15;14;72;Very Positive;2018
If this doesn’t prove the lottery is trash then idk what will;3379;13;13;61;Very Negative;2018
The man having to type the amount of money is so kind to do that ;9;15;13;65;Neutral;2018
"""Chris vs Chandler, who will win? Watch until the end!""
Me: Ofc Chris";3111;13;12;69;Very Positive;2018
"""Do you want a friend?""
""I tried for many years to acquire some of those""

Me: Lol, but same";1302;19;19;92;Negative;2018
"“Do you want a friend?”

Chandler: “You know I’ve tried many years to acquire some of those”

SAME";2539;19;18;98;Very Negative;2018
"""Close to my 25 I lost in a row"" I laughed so hard at 7:28";13;16;15;58;Very Negative;2018
I’m starting to see actual pain in Chandler’s eyes when he knows he’s losing again-;5100;18;16;83;Neutral;2018
Chandler has a curse put on him, he can't even win a challenge for losing.;918;16;15;74;Very Negative;2018
"Everyone: let’s save trees 

Trees: stop scratching us";3474;9;8;54;Very Negative;2018
When Chris said this is how we roll it’s so funny;2;12;12;49;Very Positive;2018
"Chris: ""Best of luck to you, love you""
Chandler: ""Love you""
Chris: ""Love you more.""
Chandler:"" 50""";291;17;10;98;Very Positive;2018
"Chris: This is how we roll

Chair: I’m about to end this mans career";773;15;14;68;Very Positive;2018
"no one:

Jimmy: *_pays to get money_*";1321;7;7;37;Very Negative;2018
10:13 ;2;2;2;6;Very Positive;2018
"“oh its taking a while to scan. it might be because it has a huge profit.”

Scanner: No Amount Due";1557;20;18;98;Neutral;2018
"Doesn't matter if chandler loses.
We love watching him.";3815;10;10;55;Very Positive;2018
"2019: *plants 20,000,000 trees*
2020: *cleans ocean*
2021: *end world’s hunger*";2338;14;13;79;Very Negative;2018
"No tengo palabras.
Simplemente... Eres grande tío.. ";13;7;7;52;Very Positive;2018
"Mr Beast: Planting 20 Million trees


Morgz: Chopping down 20 Million trees";1458;12;9;75;Very Negative;2018
"""Gimme a million
Gimme a million
Gimme a million
*30*
Close enough""";865;12;6;67;Very Negative;2018
The fact that he spent all this time for us is unbelievable thank you, MrBeast;55;15;15;78;Very Positive;2018
"""Do you want a friend?""
""No, I tried for so many years to acquire those.""

I died. ";714;17;16;83;Very Negative;2018
I'm sad for who was sitting changing the screen behind them every second;3792;14;14;72;Negative;2018
"""I need a four leaved clover, a leprechaun, a pot of gold and a rainbow.""


*Calls Jacksepticeye*";2424;17;14;97;Very Negative;2018
"A moment of silence for the guy typing the scores and retyping everytime it changes 

… the patience!!";2;17;15;102;Very Positive;2018
"* chandler loses *


the memers: our boy is back";4518;8;8;48;Very Negative;2018
"Jimmy:
“Who ever gets less money wins”

Chandler:
*gets more money";1089;11;9;66;Very Positive;2018
I feel bad for the person that has to keep changing the Earned and Spent for every ticket.;1773;18;16;90;Negative;2018
the way you were trying to help chandler the whole time  even with the ladder;2;15;13;77;Very Positive;2018
"“I’m so good at winning I could lose when it counts”
-Chris 2019";1191;14;13;64;Very Positive;2018
"MrBeast: First one to eat wins $20,000
Chandler: I’m on a diet";978;14;14;62;Very Negative;2018
"Mr beast: Who ever sits wins
Chandler: Sleeps.";1134;8;8;46;Very Positive;2018
Make a challenge who ever goes on the most rollargoasters wins 50k dollars;2;13;13;74;Very Positive;2018
"Jimmy: one of you is gonna walk away with nothing
Chris: ME! ... oh wait-";280;14;14;73;Very Negative;2018
Then there's one dude who paid $30 and won $10,000,000;638;13;12;54;Very Negative;2018
"2019: planting 20 million trees.
2020: cleaning an entire ocean.";2157;10;10;64;Very Positive;2018
I love that karl just laughs in the end;2;9;9;39;Very Positive;2018
"Chandler has achieved so much more than so many of us.

*He’s the first human ever to lose a challenge by winning it*

";324;24;23;119;Very Positive;2018
"only og fans remember 


“does chris moisturize”";3348;7;7;48;Neutral;2018
"2019: save the trees
2019: scratch the trees";2272;8;5;44;Very Negative;2018
Me gustan sus videos de mrbeas;2;6;6;30;Positive;2018
"Chandler: “being spoon fed a victory”
Also Chandler: “forgets how to eat”";278;12;11;73;Very Positive;2018
"Title: “We won”

Actually what happened: Lost 34,000 dollars";1134;10;10;60;Very Negative;2018
"Chandler: can’t win a challenge


Chris: I’m so good I can lose when it counts";424;17;15;78;Very Positive;2018
Respect to the people changing the numbers in the background ;2;10;8;61;Positive;2018
"I love that Chris was ""buddy-ing"" Chandler at the end. How sweet lol";248;14;14;68;Very Positive;2018
Why watching two grown men scaning codes and throwing object at each other is so enjoyable.;330;16;16;91;Very Positive;2018
Moral of the story: Don’t buy lottery tickets.;3022;9;9;46;Very Negative;2018
I can't stop watching Mr beast videos, mostly I will be fired if I don't finish them soon ;1;20;17;90;Negative;2018
"This just comes to show how rare it is to win the lottery

Edit: Thanks for all the likes!";194;19;17;90;Very Positive;2018
"Chandler: *loses*
Everyone: look how they massacred my boy";668;9;9;58;Very Negative;2018
I love Mrbeast's old videos;1;6;6;27;Very Positive;2018
"MrBeast: Last to stay alive wins!
Chandler: *dies immediately*";479;9;9;62;Very Negative;2018
"""I'm so good at winning I could lose when it counts""      -Chris 2019.            7:48";1085;16;15;86;Very Positive;2018
"Cashier: how many lottery tickets you want?

MrBeast: Yes";1231;9;9;57;Very Negative;2018
" وَاخْفِضْ لَهُمَا جَنَاحَ الذُّلِّ مِنَ الرَّحْمَةِ وَقُل رَّبِّ ارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا
[ الإسراء: 24]";9;44;27;120;Very Negative;2018
"2019: Planting 20,000,000 trees

2020: Lets buy Pluto to make it a planet again";522;16;15;79;Very Negative;2018
"Jimmy: Who ever loses, wins!
Chandler: *wins*
Jimmy: I tried to help you....
Time stamp to it: 7:17";558;19;16;99;Very Positive;2018
