text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Today is actually my birthday, liking/subscribing would be a dope present :);213685;12;12;76;Very Positive;2019
"When a Youtuber actually uses his fame to help people instead of flexing

*Everyone liked that*";24650;16;16;95;Very Positive;2019
This man deserves the respect of everyone in the world. He planted 20 MILLION trees, literally became santa, donated over a million dollars worth of food to the poor, gave a homeless man a house, amd now giving people thousands of dolars because they lost their job. ;4152;47;39;267;Very Positive;2019
13:43 I cried when he was telling his story. I love u guys and how you make these peoples days a million times better!;106;25;24;118;Very Positive;2019
Its unrealistic how humble MrBeast is...... He's too good for this world;671;13;13;72;Negative;2019
This man gave a homeless man a house, and planted 22,000,000 million trees, he became a Santa in Christmas to make people happy, he gave 10,000 dollars to random people, and now he gave 200,000 to people, he has done so many good works that I can't even count them. I can't explain how good and king is Mr beast.;537;66;45;312;Very Positive;2019
These aren’t even pranks or challenges anymore, this is just him being a good person;5214;16;16;84;Very Positive;2019
feeling sad?watch these videos...enough to lift your sad cloud. 2 yrs later still touching;28;16;15;90;Negative;2019
This guy can literally make anyone’s life.;2507;8;8;42;Very Positive;2019
*This guy is literally the opposite of a arrogant egostical millionaire. Instead of flexing what he has, he helps out people in need. Can we just take a moment and appreciate this man's work. Thank you Jimmy, you made us proud.*;498;42;37;228;Very Positive;2019
You real man salute for this bro ;6187;7;7;33;Very Positive;2019
"Jimmy has a heart of gold!!!
The things he does to make people happy are absolutely incredible!!!
Thank you to him for making the world a better place!!!";17;28;25;153;Very Positive;2019
That's what happen when the right person has the money ;2168;11;10;55;Very Negative;2019
Anyone notice Jimmy holds in his emotions with his mouth.  He's soft hearted, (and it's all good).  He just doesn't want to cry on camera.  God Bless Mr. Beast.  (Jimmy)  your good people.;337;36;31;188;Very Positive;2019
man, can we just applaud this dude for giving away all his money?;2736;13;13;65;Very Negative;2019
the things you do for your community jimmy is truly amazing and im positive you make major impacts on peoples lives.;125;21;20;116;Very Positive;2019
"Thanks Mr. Beast for making a lot of people's lives better

You are making everyone happy, and happy birthday";507;20;18;109;Very Positive;2019
He's giving away money on his birthday and I'm used to getting money on my birthday. True hero.;317;20;17;95;Very Positive;2019
"Government: ""heres a 1200 check""

Mr.Beast: ""you want 10k""";1474;10;10;58;Very Negative;2019
"Tu es une personne incroyable
Les personnes comme toi et ton équipe sont devenus rares par les temps qui courent tu redonne l'espoir a ceux qui ont tout perdu c'est une bouffée d'oxygène de te regarder";56;39;35;201;Very Positive;2019
Let’s just hope that he never runs out of money;7461;11;11;47;Very Negative;2019
