text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
subscribe or you'll have bad luck for a year!;112214;10;10;45;Very Negative;2019
Mr beast is one of those YouTubers who does what it actually says in the title.;30421;16;16;79;Very Positive;2019
I miss Jake so much the all-time joyful smile the bat tattoo the jokes and everything;3497;17;15;85;Very Positive;2019
"MrBeast: **uploads**

Morgz: hey mom, we got some fresh content";610;10;10;63;Neutral;2019
Herebeforevideogetstakendown;545;1;1;28;Very Negative;2019
Mr beast the type of person to tip a treadmill $10,000 for helping him work out;2689;17;17;79;Very Negative;2019
just added 'MrBeast damage' to my insurance plan;1504;8;8;48;Neutral;2019
"2019: destroying friends car with meteor and replacing it with a new one

*2020: destroying friends meteor with a car and replacing it with a new meteor*";1015;27;13;153;Very Negative;2019
Whoshereafterthedogpackvideo;413;1;1;28;Very Negative;2019
"Everybody: lets raid area 51
mrbeast:Lets Buy Area 51";1383;10;7;53;Very Negative;2019
"* Meteorite falling from the sky millions of years ago*

Dinosaurs: “Mr.Beast, that you?”";721;14;14;89;Very Negative;2019
And Marcus started out as a random guy on the street from a challenge. Doing that challenge was probably the best decision of his life.;254;25;22;135;Positive;2019
"Someone: What is your dream job? 

Me: *being friends with Mr Beast*";549;12;12;68;Very Negative;2019
"Teacher: “What do you want to be when you grow up?”

Me: “Mr.Beast’s Friend.”";7511;16;15;77;Very Positive;2019
Its official, being mr beasts friend is the highest paying job;760;11;11;62;Very Positive;2019
Whosehereafterthedogpackvideo?;905;1;1;30;Very Negative;2019
"""Little car for a little person."" I love Marcus omg mood ";181;11;10;57;Very Positive;2019
"Mr beast: shows up at any shop

The employees: why do I hear boss music";570;15;15;71;Very Negative;2019
"*Finds Car Destroyed*

All of Mr.Beast’s Friends: *YES!*";712;10;10;56;Very Negative;2019
‼FEASTONTHEBEAST‼;22;1;1;17;Very Positive;2019
I need Mr. Beast to smash my life with a huge blessing and turn my life around.;424;17;15;79;Very Positive;2019
"""JACOB, I'M ON VACATION. DO YOU UNDERSTAND THAT??""

*best line ever*";397;12;12;68;Very Positive;2019
"you should do a ""last to survive in Minecraft hardcore survival mode wins $10,000""";748;15;15;82;Very Negative;2019
10:53  subtle foreshadowing;6;4;4;27;Very Positive;2019
"Mom: get a job

Chris: no I am Mrbeasts friend";936;10;10;46;Neutral;2019
"Chris: **rides lawnmower and does trick**
Wettle: iT dOeS hAvE HYdrAUliCs!!!";209;11;10;76;Neutral;2019
MrBeast 2050 : destroying Earth's moon and surprising it with a new MOON;666;13;12;72;Very Positive;2019
JusticeForJakeWeddle;54;1;1;20;Very Positive;2019
"Teacher: What do u wanna become in future?
Student: Mr. Beast's friend";250;13;13;70;Positive;2019
2034: destroying all human life and earth and suprising them with a new one;623;14;13;75;Very Positive;2019
MrBeast: Destroying a car dealership and surprising them with a new one;1085;12;11;71;Very Positive;2019
Jimmy and his team are very hard working and Very  awesome ;12;11;9;59;Very Positive;2019
"Next time on mr.beast:-

Destroying a planet and suprising humanity with a new one";543;15;14;82;Very Positive;2019
"MrBeast: destroying friends car with a meteor

Morgz: *destroying 7 year olds toy car using a pebble*";1400;17;14;101;Very Negative;2019
"Teacher: what is your dream job Steve?

Steve:becoming mr beasts friend";444;12;11;71;Very Positive;2019
Weddles face at 10:13 got my dying;9;8;8;34;Very Negative;2019
"Morgz: WRITE THAT DOWN
Morgz's mom: But you don't have friends 
Morgz: *_TRIGGERED_*";452;15;13;84;Very Negative;2019
Shoutouttoweddlesmom,greatactor;33;2;2;31;Very Positive;2019
"2019: *destroys friends cars and replacing it*

2069: *breathing air and replacing it*";377;13;10;86;Very Negative;2019
"“Your car only weighs 2000 pounds.”
“You weighed it?”
“Yep.”
*”O H”*";677;12;12;68;Very Negative;2019
JustWatchingThisAfterDogpacksVideo;39;1;1;34;Neutral;2019
"After that boys raid area51
Mr beast: destroying an alien's spaceship and surprising with a new one";372;18;18;99;Positive;2019
"Nobody: 

Mr. Beast: “I blew up the world and bought my friends a new one”";180;15;15;74;Very Negative;2019
MrBeast 10 years later: Destroying Nasa's Saturn and surprising them with a new one.;1859;15;15;84;Very Positive;2019
hey mrbeast it’s probably some of my last days here i just wanted to thank you for making me happy.;4;21;21;99;Very Positive;2019
I love that the just adopted Markus as their son;244;10;10;48;Very Positive;2019
"“I was gonna do laundry with my change”

-weddle";494;9;9;48;Very Positive;2019
Is no one gonna talk about how the car salesman deserves a raise;538;13;13;64;Very Negative;2019
Destroying my friends childhood and surprising them with new ones;17;10;10;65;Very Positive;2019
"“what is that beeping??”

just put your damn seatbelt on jimmy";3168;11;11;62;Very Negative;2019
"""Oh no, is he calling the cops?”

No, even worse

His 'mom'";3807;12;11;59;Very Negative;2019
"Car sales man: “I can see all your friends in here!” 

Someone: “all four of them”";697;16;15;82;Very Positive;2019
One week from now, destroying my friend's family and buying him a new one.;1729;15;14;74;Very Positive;2019
"2019: Destroying my friends car and suprising him with a new one
2050: Destroying  Mars and suprising the universe with a new planet";742;23;17;132;Very Positive;2019
"Only Og fans remember 


“Does Chris Moisturize”";1107;7;7;48;Neutral;2019
8:20 forshadowing;15;3;3;17;Very Negative;2019
Jakes reaction when he gets the small hammer XD;171;9;9;47;Positive;2019
"2019: Destroying my friend’s car and surprising him with a new one
3019: Destroying the country and surprising the president with a planet";2884;24;18;138;Very Positive;2019
I can see already see Morgz attempting this. By hiring friends;231;11;10;62;Positive;2019
YouTuber who is a master at destroying cars;2;8;8;43;Very Positive;2019
"Chris : “I love you” 

MrBeast : * hangs up * 

Chris : “he didn’t say ‘I love you’ back” 

I felt that...";270;19;14;106;Very Negative;2019
The car industry survives thanks to Mr Beast and his friends buying cars all the time hehe;524;17;16;90;Very Positive;2019
"“what do u wanna be when u grow up?”






...friends with mr beast";282;13;12;67;Very Positive;2019
Mr Beast es como la serie de Malcolm el del medio.... Ya lo vi como 5 veces y ahun no me aburre ;2;22;21;96;Very Positive;2019
"Mr Beast: smashes car


Chandler: “U got a lowrider now” 9:52";417;12;12;61;Very Negative;2019
"Weddle: “yOu WeIgHeD iT?”
Jimmy: “yep..”
Weddle: “oH.”";467;8;7;54;Very Negative;2019
Justiceforjakeweddle;16;1;1;20;Very Positive;2019
"2019: *Destroy cars for a new one*


2050: *Destroying a entire city with a new one.*";755;16;12;85;Very Negative;2019
My dream job: Being Friends with Mr. Beast;445;8;8;42;Very Positive;2019
"MrBeast: destroys friends cars and buys them all knew ones

Morgz: Say sike right now";614;15;15;85;Very Negative;2019
thefactmrbeastusedtofakevideosforover4yearsorevenmoremakesmetrustnobody.;57;1;1;72;Very Negative;2019
Next vid: *taking my friend's liver and placing a new one*;228;12;12;58;Very Positive;2019
"""I AM ON VACATION DO YOU KNOW WHAT THAT MEANS?"" that mom has seen some things.";255;16;15;78;Neutral;2019
I love how Marcus is now just a member of Mr beast now.;188;13;12;55;Very Positive;2019
MrBeast : destroying AREA 51 and giving people a new AREA to storm;315;12;11;66;Very Negative;2019
"2019: Destroying my friends car with a meteor and buying him a new one

2029: Replacing my friends";558;18;15;98;Very Negative;2019
You should have put 10,000 pickles in chandler car;451;10;10;50;Neutral;2019
Respect to you, beast;2;4;4;21;Very Positive;2019
Finally an idea Morgz can’t copy because he doesn’t have friends;8950;13;12;64;Positive;2019
Destroying my friends and surprising their cars with a new one;770;11;11;62;Very Positive;2019
"Mr beast: destroying all my friends

*But getting new ones* ";249;10;10;60;Positive;2019
herebeforevideogetstakendown;60;1;1;28;Very Negative;2019
"Marcus: Nah they just destroyed my car so i can get a new one
His mom: Ok
";1504;17;17;74;Neutral;2019
*stealing aliens from area 51 and buying the goverment new ones*;630;11;11;64;Very Positive;2019
Current highest paying job is being friends with Mr Beast;7634;10;10;57;Very Positive;2019
уважаю , он купил 370z , я в нем не разочарован , я рад за этого бро;2;14;13;68;Very Positive;2019
"Mr beast on September 20th 

*Destroying Area 51 and buying them a new one*";285;14;14;75;Very Negative;2019
"2019: Mom santa got me presents!!!
2020: Mom mr beast got me presents!!";209;13;9;71;Very Positive;2019
MrBeast Insurance: the only policy that covers meteors;268;8;8;54;Very Negative;2019
"“Did you have anything valuable in your car?”
“Yea, Speakers, They Sounded Really Good” ";580;14;14;88;Very Positive;2019
When u realize being mr beasts friend is more paying then being a doctor;3325;14;13;72;Neutral;2019
"2019: destroying my friends car and buying him a new one 


2050: destroying jupiter and making a new one";241;19;14;105;Very Positive;2019
jimmyyouarecooked;60;1;1;17;Very Negative;2019
"Me: I wonder if MrBeast could change the world

MrBeast: *Smashes the government and replaces it with a better one*";438;20;18;115;Very Negative;2019
"Mr.Beast on september 21
Last to stay area 51 wins $50,000";506;13;13;58;Very Negative;2019
"2019: Destroying my friends car and getting him a new one

2029: *Killing my friends mom and adopting him*";3081;19;15;106;Very Positive;2019
mrbeastgotexposed;173;1;1;17;Very Positive;2019
"2019: destroying my friends car and replacing it

2020: destroying my friends and replacing them";307;15;10;96;Very Positive;2019
