text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
subscribe or you'll have 10 years of bad luck;139460;10;10;45;Very Negative;2019
"Chandler's yeet was actually pretty sick. I didn't expect him to actually get it into the loop. lol

Gg Chandler.";3615;22;20;113;Negative;2019
"I’m glad to see chandler winning many prizes :)

My life is complete";257;13;13;68;Very Positive;2019
"people: chandler never wins.
chandler:yeet";816;6;5;42;Very Negative;2019
8:27 is prob chandler's best moment in life damn hes a pro shooter;52;15;15;66;Very Positive;2019
"Mr Beast: *tries to win every prize*
Ladder climb: *Im about to end this mans whole career*";932;17;16;91;Very Positive;2019
Is no one gonna talk about the shot that Chandler made? That was crazy!;519;14;13;71;Very Negative;2019
That crowd reaction though. love it;77;6;6;35;Very Positive;2019
"8:29 And they said Chandler couldn’t win anything. 

*I think I shed a tear at how glorious that was.*";1360;21;20;102;Very Negative;2019
"Most profitable occasions for theme parks:
Christmas Eve
Halloween
But most of all....


When Mr Beast comes";681;17;16;108;Neutral;2019
"MrBeast: winning every prizes at the theme park!

Also MrBeast: *Giving every prizes we won back to the theme park*";550;20;14;115;Very Positive;2019
Realmente admirable lo que haces .. ojalá pudieras venir a Argentina....Ayudarías a muchas personas... Mi país no la está pasando nada bien .. ! Mis saludos y respetos... Desde Argentina...;86;28;26;189;Very Positive;2019
"Mr. Beast: ""Chris I'm depending on you""
Chris with a plunger hat: ""iM a HEliCoPtER""";910;16;14;83;Neutral;2019
Chandler: plays a game where “there’s a winner every time”..... still loses;749;13;12;75;Neutral;2019
8:25 I didn’t know that CHANDLER was a Trickshots master!;644;12;12;57;Very Negative;2019
12:16 It's Circus Baby From FNAF In The Background!;12;11;11;51;Positive;2019
"Yeet confirmed magic word by lazer beam and Chandler 




*respect*";235;10;10;67;Very Positive;2019
"MrBeast: I Dont Copy a Youtuber's Ideas for my Entire Lifetime
Morgz: *Sweats nervously*";573;15;15;88;Very Negative;2019
"Employees: No one has won this game


Mr beast: Say sike right now";889;13;13;66;Very Negative;2019
mrbeasts old videos are just so casual (anyone here 27 july);79;11;11;60;Very Negative;2019
This is legit everyone's dream when there at a theme park;688;12;12;57;Very Positive;2019
"Six flags: **sees mr. beast**
Six flags: “Everybody is getting a raise!”";2322;12;10;72;Very Positive;2019
"Employees when they see MrBeast walk through the gate
*HEAVYSWEATING*";696;10;10;69;Very Negative;2019
"4:52 
Mr.beast: win evrithing son.
Candler: yes daddy ";25;10;10;54;Very Positive;2019
Mr beast is going to single handedly throw off the course of the US economy.;847;15;14;76;Very Negative;2019
"Mr Beast: Does this challenge
*Morgz: Mum, we have to practice our carnival game skills*";417;15;15;88;Very Positive;2019
If you think about it, anywhere Beast goes, he sponsors THEM.;3359;11;11;61;Very Positive;2019
Watching Jimmy clap at wack a mole after every game regardless of if he wins or not tells you so much about this dude.;5;24;24;118;Very Negative;2019
Imagine being a kid on a field trip hoping to play games and you see mr beast winning every single prize;30240;21;20;104;Very Positive;2019
Can we just agree that long shot that was played by chandler was so damn cool;1585;16;14;77;Negative;2019
HE'S THE GUY WE LEARN ABOUT IN MATH TEXTBOOKS;3357;10;10;45;Very Positive;2019
thank you for being such a reliable source of fun and learning!;5;12;12;63;Very Positive;2019
Chandler looking all happy and excited when he wins is officially my favorite thing;176;14;14;83;Very Positive;2019
You guys should win every prize in an arcade (if that's possible);358;13;13;65;Very Positive;2019
"Mr Beast: Wins every prize in one day

Me: wastes all money on a game and only manages to win a ball";757;22;21;100;Very Negative;2019
The song in the end is insane;5;7;6;29;Very Negative;2019
"""Ty, play with me""
""Yeah I shall play with you""

So glad you guys added him to your group...";1373;19;16;92;Very Positive;2019
"Mark rober: science behind carnival scam

Mrbeast: I’m gonna pretend I didn’t see that";1067;16;15;86;Very Negative;2019
8:26 seeing Chandler do that mmakes up for him losing every challenge;294;13;13;69;Very Negative;2019
They won so much prizes;2;5;5;23;Very Positive;2019
"2019: *Winning every games*

2029: *Winning all of the lottery in the world*";451;13;11;76;Very Positive;2019
Chandler can't win a challenge but somehow can win one of the hardest games in the park by just casually tossing the ball...the power of YEET;8885;28;22;141;Positive;2019
"Me. Beast: “Did you guys win?” 
Chandler: “I did.” 
Everyone: *impossible*";311;11;10;74;Very Negative;2019
Que genial;4;2;2;10;Very Positive;2019
"Chandler went from never winning to winning everything.

That shot was insane";4014;12;11;77;Very Negative;2019
I love how they picked up ty from off the street and now he works for mr beast;375;18;18;78;Very Positive;2019
"Mr.Beast: YEET
Staff: Damn we have to hit up our suppliers again";121;13;13;64;Very Negative;2019
Ilove you CHALLENGE SPIRIT;3;4;4;26;Very Positive;2019
"Mr. Beast: *enters theme park*

Everyone at the theme park: *_stonks_*";368;11;9;70;Very Negative;2019
I love how you found Tye by driveing up to him on the street;359;14;14;60;Very Positive;2019
Мистер бист ты очень старательный Ты очень много для нас пытаешься сделать Это очень Статен;2;15;12;91;Very Positive;2019
"My dad: Don't play carnival games its a scam.


Mr. Beast:";2088;12;12;58;Very Negative;2019
who else here are having a lock down on their place because of covid and literally watchig mr. beast's videos all day?;1825;23;23;118;Very Negative;2019
"chandler: misses shot from normal range
also chandler: makes shot from a further distance while saying *Y E E T*";4756;20;16;112;Very Negative;2019
He really called Shiggy a turtle ;5;6;6;33;Very Negative;2019
"2019: Winning every prize in a theme park
 2025: Buying every theme park";4205;13;10;72;Very Positive;2019
Chandler finally got his Ostrich 0:43;357;7;7;37;Very Negative;2019
The chance of winning the ring toss game is LITERALLY one in a thousand;899;14;13;71;Very Negative;2019
Omg mr beast is a good guy ;3;7;7;27;Positive;2019
"Dude Perfect: We do trick shots. . . 
Chandler: Hold my chicken tenders!";926;11;11;72;Very Positive;2019
You guys are single handedly paying this months salary of every employee there;1010;13;13;78;Very Negative;2019
Chandler finally got the Ostrich he wanted.;1884;7;7;43;Very Positive;2019
"Джимми набрал за 4 с половиной года, аж 200 лямов помещиков  

Я в шоке ";1;14;14;72;Very Negative;2019
"8:27
Chandler made a hook shot from far and said yeet ";226;12;12;54;Very Negative;2019
"Mark Rober: Exposes theme park

MrBeast: I’m gonna end this mans whole career";815;14;14;77;Very Positive;2019
