text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Subscribe or I’ll kick your face;167660;7;7;32;Very Negative;2019
mad props to the camera men who did this with them;17674;11;11;50;Very Negative;2019
I just watched grown men ride a rollercoaster numerous times and loved every bit of it;1800;16;16;86;Very Positive;2019
Blue and white team “talking nice” about each other was everything;975;11;11;66;Very Positive;2019
Shoutout to both the camera persons who recorded all the laps while being inside the roller coster;493;17;15;98;Very Negative;2019
I love how they just found Ty on the street and now he’s just an honorary member of the group just because of how chill the guy is.;3462;29;23;131;Very Positive;2019
You should do a furthest distance away from a point on foot in 24 hours wins challenge and they all go in different directions;1386;24;22;126;Very Positive;2019
Wow I’m at the peak of my life watching 8 grown men riding a roller coaster;2641;17;17;75;Very Positive;2019
I love how Tareq went on there just to film he tries so hard;64;14;14;60;Very Positive;2019
"Visitors: what do you mean this ride is CLOSED
Manager: *the beast is here*";5472;14;13;75;Very Negative;2019
The one that truly won is the camera man bc he stayed there filming the whole time;5794;17;15;82;Very Negative;2019
"I saw a comment saying 'Mr. Beast, try going to a hospital to pay for someone else's medical fees.'. I totally recommend this one.

(GONE EMOTIONAL)";4244;27;24;148;Very Positive;2019
camera man never loses;396;4;4;22;Very Positive;2019
"Chandler: I get Motion sick 


Also chandler winning last to leave revolving door wins $50 000";3345;16;15;94;Very Negative;2019
Lets appreciate the camera men who also endured the pain and actually deserve the prize money;3718;16;14;93;Very Positive;2019
"Next challenge, whoever cleans the most off of a polluted beach wins 20,000$

Edit : Compare it by weight - says the comments";49487;22;21;125;Very Negative;2019
я обожаю смотреть видео Мистера Биста, Мистер Бист выпускайте видео почаще;7;11;10;74;Very Negative;2019
"I love how Ty got involved in the channel

They just found him and invited him for a challenge

Now he's apart of the channel.";1452;26;23;126;Very Positive;2019
"mr. Beast - pays for everything
chris - wins everything
chandler - eats everything";2270;11;9;82;Very Positive;2019
All these challenges they do, MrBeast has actually been training them to raid Area 51 for years;504;17;17;95;Very Positive;2019
In Mexico it was done in 2006. A contestant did 1333 trips without stopping.;12;14;13;76;Very Negative;2019
"Teacher: what do you wanna be when you grow up?

Me: Mr beast friend.";3052;14;13;69;Very Positive;2019
"Mrbeast: Uploads two days in a row.
Everyone: Very Nice";641;10;10;55;Very Positive;2019
Salute to the cameraman for recording it while riding on a coaster without throwing up;2045;15;15;86;Very Positive;2019
Camera man is a goat in this challenge cool how he stayed there for the whole challenge;2;17;16;87;Very Positive;2019
I wanna see this on a really intense roller coaster;581;10;10;51;Very Positive;2019
You guys should look into see if you are breaking any Guinness World records ;1050;14;13;77;Very Negative;2019
"Chandler: *never won a challenge except once before.*
Chandler: *wins because of rock paper sissors.*";484;15;14;101;Neutral;2019
Jimmy's videos are always entertaining and never disappoint!!!;103;9;9;62;Very Positive;2019
"Do a picking up trash from the ocean for 24 hours challenge
(Repost so Mr. Beast sees this)";298;18;18;91;Very Negative;2019
"Mr beast “ Chandler never wins”
Next moment  everyone cheers chandler for winning!";496;12;11;82;Very Negative;2019
Chandlers responses are always hilarious !!!!!!;50;5;5;47;Very Positive;2019
chandler is literally only picked on but he’s everyone’s favorite;3795;12;11;65;Very Positive;2019
"Everybody: Chandler will 
quit


Chandler:quits


Also Chandler: *ends up winning for his team*.";1377;14;12;96;Very Negative;2019
I feel bad for the cameraman and every challenge he's only one recording with them he's the real winner;3441;21;18;103;Very Negative;2019
Camera man never dies;3;4;4;21;Very Positive;2019
"MrBeast: Hey Chandler are you gonna win?
Chandler: Go team.

MrBeast: What's your strategy?
Chandler: Yes.";171;17;14;106;Very Negative;2019
The camera crew team should have won the 20000 cuz they were in it just as long if longer recording them;1297;21;20;104;Neutral;2019
So something tells me when they went to area 51 Chandler was replaced by an alien;941;16;16;81;Neutral;2019
"Я В РИЛЕ:ОБЫЧНАЯ
В ДУШЕ:МИСТЕР БИСТ КОТОРЫЙ ЛЮБИТ ЗЕРКАЛО";3;11;10;57;Neutral;2019
"MrBeast 2019: Last one to leave the roller coaster gets $20,000
MrBeast 2029: Last one the return to Earth gets $20 million";1436;23;16;123;Very Negative;2019
The camera man is an absolute clutch he stuck it out after everybody left he deserves the cash;524;18;16;94;Very Negative;2019
Do picking up trash in the beach or ocean challenge!!;1198;10;10;53;Very Negative;2019
Merry Christmas and Happy Hollidays ;3;5;5;36;Very Positive;2019
"Mr beast: last to leave roller coaster wins $20k 
Chandler: *gets out of the roller coaster
Also chandler, in a plot twist: wins rock paper scissors and wins $20k";281;29;23;162;Very Negative;2019
"2019 - Last to leave rollercoaster wins 
2050 - Last to leave the Earth wins";3583;13;9;76;Very Negative;2019
"Chandler had 2 disadvantages:
-He was sitting next to Viking
-He’s Chandler";703;13;11;75;Neutral;2019
i miss these old videos;5;5;5;23;Negative;2019
""" *Whoever* *cleans* *the* *most* *trash* *from* *the* *ocean* *wins* *$20,000* ""
(Repost)
Or off of a polluted beach";1708;18;17;117;Very Negative;2019
"The camera man should also get 20,000 dollars
He sat on the rollercoaster whole time";594;16;15;84;Very Negative;2019
"For real, next challenge do the ""whoever picks the most trash from the ocean wins"" challenge. Be nice if you'd all actually contribute something.";382;25;22;145;Neutral;2019
Чендлев в своём репертуаре ;4;4;4;27;Very Positive;2019
"We found Chandler's talent
It's rock, paper, scissors";1204;10;9;53;Very Positive;2019
"Do Picking Up Trash From The Ocean For 24 Hours!!!
-Originally From Weep Gaming";797;14;13;79;Very Negative;2019
"Chandler: first person to leave the ride
Also Chandler: wins";833;10;9;60;Very Negative;2019
Your videos are amazing dude  well done;20;7;7;39;Very Positive;2019
