text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
"Chandler protecc 
Chandler attac
But most importantly 
Chandler eat all of snac";26362;12;10;79;Neutral;2019
"Chris: the brains
Jimmy: the funds
Chandler:
Viking: the muscle
Tareq: the camera man";5854;14;11;85;Positive;2019
"everyone's commenting about chris, so here's mine:

everyone else: making the content fun
Chris: making the content possible";2232;20;14;124;Positive;2019
mrbeast crew will never look the same;229;7;7;37;Very Negative;2019
"Chris: Jimmy, this meal is for you
*spills water*";1996;9;9;49;Very Positive;2019
"Jimmy: Adventurous 
Chris: professional
Jake: Viking 
Tereq: camera man
Chandler: eater / pooper";4529;12;12;100;Positive;2019
"Recommend: *24 hours in the desert challenge*
Mr.beast and everyone in there: *wears a winter out fit*";536;18;17;102;Very Positive;2019
I miss these videos;441;4;4;19;Negative;2019
"*Chris-dad*
*Jimmy-Boss*
*Jake-Viking*
*Chandler-Eater*
*Tareq-camera man*";320;11;11;74;Positive;2019
"Jimmy : gives buys everything
Chris : makes everything
Chandler : eats everything";768;10;8;81;Very Positive;2019
chris deserves a thank you every once and a while;6360;10;9;49;Very Positive;2019
Miss the old days;57;4;4;17;Neutral;2019
"How many times did you eat, Chandler?

Chandler: *_yes_*";7556;9;8;56;Very Negative;2019
"No one:
Mr Beast: Wears sweatpants in the desert and complains about the heat";957;14;13;77;Very Negative;2019
"Chris: does literally everything
Everyone else: hEs bEing SelFish";2116;9;9;65;Very Positive;2019
nothing beats OG MrBeast;15;4;4;24;Very Negative;2019
"Nobody:
Mr Beast: LETS SPEND 24 HOURS IN THE DESERT";855;10;10;51;Very Negative;2019
"Chris: I did everything! What did you guys do!?
Others: We ate your food!";4716;14;13;73;Very Positive;2019
"Chris: does everything

Chandler: eats everything";1660;6;5;49;Very Positive;2019
Wish we could turn back time...;142;6;6;31;Very Negative;2019
Chandler radiates “youngest of the group” energy.;4824;7;7;49;Very Positive;2019
"Honestly every time jake spoke I laughed


He’s hilarious";544;10;10;57;Very Positive;2019
"C : I am hungry 
J : we got to set up camp first
C : bUT iM hUnGRY";730;16;14;66;Neutral;2019
Crazy how much Mr beast has progressed;4;7;7;38;Very Positive;2019
"*CHANDLER SEES FIRE*
“Oh my gosh. Stop. Put it out. Help!”";321;11;11;58;Very Negative;2019
When chandler is hungry, they immediately make him food. Yall, I need this kind of gesture.;532;16;16;91;Positive;2019
"survival episode :
desert
ice
jungle
rocky mountain
small island
and modern jungle for trolling";591;14;13;95;Positive;2019
"Chris: What did you do?
Chandler: I came.";1013;8;8;41;Very Positive;2019
"“iS cHaNdLeR eAtInG aGAIn?” 

*nods head*

“ChAnDlEr!?”";5344;7;6;55;Very Negative;2019
"Chandler: *sees coyote tracks*




 iTs A dOg";2931;7;7;45;Neutral;2019
I miss the old Chis;19;5;5;19;Neutral;2019
"Chris: does everything
Chandler: eats everything
Mrbeast: buys everything

Viking: Chris tried to poison me!!!!!";4501;15;12;112;Very Positive;2019
Chris is the bear grylls of the channel as he knows everything about camping;158;14;13;76;Positive;2019
"Teacher: what are the most important things used for survival?
Me: *chris*";4080;12;12;74;Very Positive;2019
2:40 the funniest part of the video;3;8;7;35;Very Positive;2019
Chris literally in every survival challenge: *so im the main character huh*;4665;12;12;75;Very Positive;2019
"Chris:
I should eat the breakfast
Chandler:
Eats all the food";630;11;10;61;Very Positive;2019
"Nobody:
Chandler: lets run away because I am getting bullied.";230;10;10;61;Very Negative;2019
Congratulations on 300 million subscriber jimy Greetings from Indonesia ;1;9;9;72;Very Negative;2019
"Chandler: *breathes
Everyone: CHANDLER";808;4;3;38;Very Positive;2019
Always take your portable Chris when u go camping lol;136;10;10;53;Very Positive;2019
What about 24 hours in a lotion tub, so everyone can get as moisturized as chris??;166;16;15;82;Very Negative;2019
I watched this 5 years ago but I didn’t realize it was that long ago;4;16;14;68;Neutral;2019
"Jimmy: *argues about Chris* 
Jake: *argues about Chris* 
Chandler: I’m taking over this kingdom";531;15;12;95;Positive;2019
I’ve never seen such a cloudy day in a desert;185;11;10;45;Very Negative;2019
"everyone else: *walks around shirtless*
mr beast : *has to explain himself when he takes off his pants*";775;17;17;103;Very Negative;2019
Prime Mrbeast ;21;2;2;14;Very Positive;2019
*MrBeast has more subscribers than AliA now, what a legend*;385;10;10;59;Very Positive;2019
"“I’m hungry”
“We have to build a camp first”
“But I’m hungry”";249;14;11;61;Positive;2019
"Chris: the prodigy
Jimmy: the content
Jake: the muscle
Chandler: The loud pooper";569;13;10;80;Positive;2019
These videos should come back button;8;6;6;36;Very Negative;2019
"7:17 Black sweater in the middle of the desert?  

Classic Chadler stuff";414;13;12;72;Neutral;2019
Chandler wearing a t-shirt with Chandler from Friends on it gives me life;217;14;13;73;Very Positive;2019
"Tariq: filming
Jake: tenting
Jimmy: speaking
Chandler: sat there
Chris: I CEEP BOIS ALIVE";731;14;14;89;Neutral;2019
This is nicer then some of the more recent stuff;0;10;10;48;Positive;2019
"Jimmy: spends money 
Chris: keeps everyone from dying 
me: watches an excessive amount of YouTube";562;15;15;97;Very Negative;2019
i keep rewatching all the “surviving 24 hours in ____” videos and im just getting a bunch of nostalgia for whatever reason;2426;22;22;122;Very Positive;2019
"Nobody:

Mr. Beast: I bought the moon";907;7;7;37;Very Negative;2019
old but gold video;3;4;4;18;Positive;2019
"me: oh wow they are surviving 24 hours in the desert
also me: oh they just went camping";219;18;15;87;Very Negative;2019
I love Chris….he deserves it;717;6;6;28;Very Positive;2019
"Kid: *Pet fish dies*
Mr. Beast: *Buys him a Great white shark*";378;12;12;62;Very Positive;2019
"Chandler's got Chandler on his T-Shirt.

Edit: Thanks for the likes guys!";463;14;13;73;Very Positive;2019
