text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Subscribe or you will have bad luck;163078;7;7;35;Very Negative;2019
Dude this guy is the nicest person in the world.;19913;10;9;48;Very Positive;2019
That is a good and noble thing you guys are doing.;6937;11;11;50;Positive;2019
"So he’s spent millions for homeless people, given away millions of dollars worth of stuff, gave a house away to a pizza delivery guy and has helped so many people 
God bless him

Wow thx for the likes mind blown never thought I would get this many";833;48;40;247;Very Negative;2019
Mr beast is a blessing to this world;198;8;8;36;Very Positive;2019
"Mrbeast is the only one who can say
*""ILL TAKE YOUR ENTIRE STOCK""*
Line and actually do it";571;18;18;90;Very Positive;2019
"VOTE MR. BEAST FOR PRESIDENT


HE HAS A VEEEEEEEEEEEEEEEEEEEEEEEEERY LARGE HEART!";812;11;11;81;Very Negative;2019
He has such a good soul. He just left those toys and didnt even record the reactions. I feel proud as a fan and more importantly as a human being.;285;30;25;146;Very Positive;2019
i'm now feeling so happy that i'm able to help others by just watching ur videos and u donate,  love u mr.beast and team;77;27;23;120;Very Positive;2019
My man is carrying our world to be a better place;21828;11;11;49;Very Positive;2019
When you do this, I actually get some level of hope to humanity;294;13;13;63;Positive;2019
Mr. Beast gives way more than any other politician, imagine him being the president, the entire country would be happy and thankful to this man.;642;25;24;144;Very Positive;2019
I'm happy when you're helping people;14;8;8;36;Very Positive;2019
"“The food will last until monday” 
MrBeast: “is that a challenge?”";470;11;11;66;Neutral;2019
Am I the only one who's crying here? Jimmy and his squad are totally gifts from heaven ;247;18;18;87;Very Positive;2019
Mr.Beast is too pure. He needs to be kept in this world forever.;359;14;14;64;Negative;2019
son is entertaining asf ;34;4;4;24;Positive;2019
This is why he has so many friends. His friends probably enjoy helping him and many other people out. Making people happy & dreams come true is what Mr. Beast is amazing at. This is why everyone likes him.;307;38;29;205;Very Positive;2019
All he wants to do is make people happy and make the world a better place.;4027;16;15;74;Very Positive;2019
Got to respect the fact he keeps children off the camera were others would seek for their reaction;4259;18;17;98;Positive;2019
Я хоть и из России но должна сказать, вы делаете так много пользы для всего мира! ;15;16;16;82;Very Positive;2019
"“We helped hundreds, maybe *thousands* of people”

Me: *you probably helped millions*";811;12;11;85;Very Negative;2019
This is incredible. Bringing such joy to so many. The world needs more of you;824;15;15;77;Very Positive;2019
