text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Unsubscribing and resubscribing doesn’t do anything. My total sub count stays the same lol;244099;15;15;90;Very Negative;2019
the teacher has a sense of humor;39844;7;7;32;Positive;2019
imagine the people living in that other apartment building watching this ;18466;11;11;73;Very Positive;2019
Who else wishes they were in that class?;70956;8;8;40;Neutral;2019
to this man, donating money to other is his idea of progress than making money for himself. truly one of the nicest people i know.;66;25;22;130;Very Positive;2019
The way the last guy said “thankyou,” was so heartfelt.;613;10;9;55;Very Positive;2019
Lets just take a moment to appreciate how good of a person MrBeast actually is;16211;15;14;78;Positive;2019
Brought tears to my eyes, when he received the money. You can tell he was fighting back tears, and was so grateful. MrBeast, changing peoples lives for the best!;447;29;25;161;Very Positive;2019
Helping that man pretty much hit the spot I almost teared up hopefully his son pulls threw;25;17;17;90;Positive;2019
Mr.Beast - life saver.;3114;4;4;22;Very Positive;2019
I'm Glad He Gave 30,000 Dollars To The Guy For His Son, Mad Respects To Him;190;18;17;75;Very Positive;2019
The first one was the best, he literally saved a small business in the span of 10 seconds;1431;18;16;89;Very Positive;2019
Wow! You’re doing such an amazing job. We need more people helping out in the community.;816;17;17;88;Very Positive;2019
Awesome Jim;476;2;2;11;Very Positive;2019
your videos are just on another level, keep it up;2658;10;10;49;Very Positive;2019
Mr. Beast changing people's life, touching their hearts.;9;9;9;56;Very Positive;2019
His parents must be so proud... I still remember him giving his mom a 100grand... Such a good son...;415;19;17;100;Very Positive;2019
MrBeast is about to hit 100M in no time!! ;11697;9;9;42;Very Negative;2019
Man got a good heart to help people in need ;34;10;10;44;Positive;2019
This man doesn't deserve to be on this world, he's too wholesome!;512;14;13;65;Very Negative;2019
I love his smile;964;4;4;16;Very Positive;2019
In 39 seconds this man saves someone’s career. Doesn’t drag it on or anything. He just does it and goes on to helping the next person. What a role model.;435;32;30;153;Very Positive;2019
What an amazing act of care, kindness and compassion!!!!;3;9;9;56;Very Positive;2019
the gentleman that got $30k and with a shaky voice said “thank you” and nothing else, i felt that in my soul;560;22;20;108;Very Positive;2019
man this man.. brings a tear to my eye ;529;9;8;39;Very Positive;2019
This man is truly amazing, using his money to help other people.;265;12;12;64;Very Positive;2019
Glad to have subscribed to help donate 0.1 to people who need the money;10;15;13;71;Very Negative;2019
"Mr Beast: Buys every PS5 in the store
Me: Can't even find a single PS5 in any store to buy";12173;21;18;90;Very Negative;2019
Jimmy never fails to find a way to spend all of his money;722;13;12;57;Very Negative;2019
2:48 the legendary reverse-Karen;560;6;6;32;Very Positive;2019
Man.... Love you... U doing great... Am jealous that you get the blessings of all these people;5;17;16;94;Very Positive;2019
Can we just take a moment and admire that Mr Beast actually donates people real money and helps out people in hard situations;690;23;21;125;Very Positive;2019
You have a great heart Jimmy. Sending more success towards your way;403;12;12;67;Very Positive;2019
