text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
I was able to afford this because you guys bought the 40 mil merch! Thank you so much!!!;221525;18;17;88;Very Positive;2019
Imagine being the 40,000,001st subscriber...;91043;7;7;44;Very Negative;2019
spongebob car is lit!;4447;4;4;21;Very Positive;2019
MrBeast is the Oprah of Youtube;3352;6;6;31;Very Positive;2019
The Jurassic Park jeep was the best one!;37;8;7;40;Very Positive;2019
This guy takes “spend money to make money” to an extreme.;2828;11;9;57;Very Negative;2019
The only thing that Morgz doesn’t copy off Mr Beast is giving away money;810;15;15;72;Very Negative;2019
Mr Beast in 2070: Destroying countries and helping them rebuild it.;3348;11;11;67;Very Positive;2019
I’m glad that Maddie took the truck filled with play stations;29;12;12;61;Very Positive;2019
I guess all his relatives have a new favourite now;1926;10;10;50;Positive;2019
Half a year later he has almost 20 Million more. That is insane;1225;13;13;63;Very Negative;2019
I love the last thing on screen;8;7;7;31;Very Positive;2019
"Mr beast two months ago: hitting 40mil on yt
Mr beast two months later: hitting 47mil on yt.
Bruh how this is insane";526;23;16;116;Very Negative;2019
imagine being og fan subscribed for years and sum kid who hasn’t even been subbed for a month gets 40 cars;2796;22;21;106;Very Negative;2019
From 40M to 80M in just a year. Mind boggling but well deserved ;8187;13;13;64;Very Positive;2019
Sidekick;2;1;1;8;Very Positive;2019
"people who subbed before..

the problem with being faster than light is that you can only see darkness.";972;18;18;103;Neutral;2019
"“Give away all 40 cars”

Me with a Hispanic family: *easy*";1347;11;11;58;Very Negative;2019
No one's talking about how perfectly matched that guy was with the jurassic park car;1862;16;16;84;Very Positive;2019
We were the best for having ninety seven million dollars mister beast;4;12;12;69;Very Positive;2019
"Mr Beast: giving 40 cars to his 40 millionth subscriber
Me: trying to be the 50 millionth subscriber to get 50 houses";1122;22;16;117;Very Negative;2019
"Mom: Dont ever go into stranger cars

Me: But its MrBeast";897;11;11;57;Very Negative;2019
MrBeast in 2079: Destroying the Statue of Liberty and surprising New York with a new one;2130;16;15;88;Very Positive;2019
;4;0;0;0;Positive;2019
"Everyone: go to the children’s hospital and pay their bills. 
Me: Im just looking for the sauce";567;18;17;95;Very Negative;2019
"Imagine your just chilling at home and you hear.
""Hey man, want a car?""

""No""";318;15;15;77;Very Negative;2019
"Imagine being this guys friend and he just texts you ""Hey bud want a car?""";791;15;15;74;Very Negative;2019
Sehat selalu  @MrBeast semoga Tuhan melindungiMu, Aku suka semua vidioMu, Salam dari indonesia;9;13;13;94;Very Positive;2019
He about to be the favorite cousin at every family reunion;465;11;11;58;Positive;2019
Imagine being the 40 millionth subscriber and having no contact info on your page.. ;14523;14;14;84;Very Negative;2019
I love watching your videos ;7;5;5;28;Very Positive;2019
the fact that this was 3 months ago and beast has now got 50million ;715;14;14;68;Very Negative;2019
"Nothing is free in this world.
Unless MrBeast is your friend.";1205;11;10;61;Very Negative;2019
Imagine at his funeral and the amount of people just saying he gave me a car when I was 17;459;20;20;90;Very Positive;2019
A l’heure ou je regarde cette vidéo MrBeast a 300 000 000 d’abonnés en plus;4;17;15;75;Very Negative;2019
"“Go to the Children’s Hospital and pay random people's medical bills"" some genius commented this and I want it to gain more attention, so Mr.Beast can see";1032;30;27;154;Positive;2019
"People saying ""Go to the children’s hospital and pay everyone’s bills."" But that may be too expensive even for him";535;22;21;115;Negative;2019
"Imagine being this guys friend and he just texts you ""hey Sant a car?";1;14;14;69;Very Negative;2019
"""You could be next""
me: *laughs in Australian*";990;8;8;46;Very Negative;2019
"""I just found three new people""
""Who?""
""Cheerleaders""
""Whoaaaaaa are you single?""";469;12;12;81;Very Negative;2019
There’s no way she’s a cheer leader 7:11;34;11;10;40;Very Negative;2019
MrBeast randomly: stealing a child and buying the parents a new one;372;12;11;67;Very Negative;2019
Imagine how many people they hade to explain to why they can’t have the Tesla;1351;16;14;77;Very Positive;2019
How lucky that guy have a huge lawn . Imagine if he was living in a building.;621;16;15;77;Very Positive;2019
Love you all;0;3;3;12;Very Positive;2019
"Luke's Dad: what have you done with your life?
_wins 40 cars_
Luke: I subscribed to MrBeast";635;18;17;91;Very Negative;2019
"Mr.Beast: ""DO YOU HAVE ANYMORE FRIENDS""
Him: ""I'm running out quick but I got a few""";137;18;17;84;Neutral;2019
Your welcome ;3;2;2;13;Very Positive;2019
MrBeast 2070: I killed all of humanity and suprised them with resurrecting;295;12;12;74;Very Positive;2019
Reality struck hard with those cheerleaders except one;2;8;8;54;Very Negative;2019
"“I’m glad it ended up with everybody happy” 
Karl’s face: ...";907;12;12;61;Very Positive;2019
Mr beast in 2070:destroying america and surprising them with a new america;318;13;12;74;Very Positive;2019
