text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
"Buy Feastables! It’s available in every Walmart in america :) 

https://feastables.com";7416;13;11;86;Very Positive;2019
Mr. Beast should be awarded Forbes best marketer of the year;68633;11;11;60;Very Positive;2019
Mrbeast doesnt go to the bank to get money. The bank goes to Mrbeast to withdraw money..;212209;17;10;88;Very Negative;2019
Up next: Opening a college that pays you to attend;222893;10;10;50;Very Positive;2019
I just wanna say how awesome it is someone as awesome and young as jimmy is able to do all this, Mr beast is in every way a true businessman;189;30;26;140;Very Positive;2019
That was the longest fast-food commercial I've ever seen.;57494;11;11;57;Very Negative;2019
I still don’t understand how it is possible for a man this kind and generous to exist…;5324;18;18;86;Neutral;2019
up next: I Opened an Amusement Park that Pays You To Enter;10553;12;12;58;Very Positive;2019
Omg Jimmy is a angel for doing this... I love mr beast ;54;12;12;55;Very Positive;2019
Its warming my heart to see how many people they make happy.;3191;12;12;60;Very Positive;2019
There aren't enough words to describe how amazing MrBeast is;7881;11;11;60;Very Positive;2019
This guys literally is doing the impossible many people love him that's incredible;217;14;14;82;Very Positive;2019
Thank you MrBeast, you are the best, I will support you forever;47;12;10;63;Very Positive;2019
He is truly so wholesome. He does everything for his fans and his friends it's honestly motivating and cheering;213;20;17;111;Very Positive;2019
That lady who got the car touched my heart. thank you so much for being a light in these people's lives Mr. Beast. Love all the way from Jamaica.;1574;30;29;145;Very Positive;2019
This man can do anything ;1885;5;5;25;Very Positive;2019
Mrbeast is verry generous god should bless him;13;8;8;46;Very Negative;2019
This guy will never run out of ideas, that's for sure.;822;12;12;54;Very Positive;2019
Can we all just appreciate how kind mr beast is literally liVes on helping people and giving away his money I’m actually seriously he is so kind;316;28;26;144;Very Negative;2019
It's insane how entertaining his videos are, I always watch til the end!;1070;14;14;72;Very Positive;2019
Vous êtes la meilleure du monde vous êtes trop gentils même bien les gens comme vous vous êtes trop bien bon courage à vous merci beaucoup;15;26;18;138;Very Positive;2019
At one point in time, Mr.Beast will solve world Hunger, global warming, and poverty.;4669;15;15;84;Very Positive;2019
"Mr. Beast should be awarded ""most bestselling restaurant""";185;8;8;57;Very Positive;2019
Очень жаль, что у нас нет таких крутых блогеров как Бист ( Вы реально клёвые и помогаете людям!;959;17;17;95;Very Negative;2019
MrBeast should be awarded for the best choclate ever;9;9;9;52;Very Positive;2019
Hey MR Beast I am Shem From Nigeria,  Great Work you doing,;588;12;12;59;Very Positive;2019
I know several youtubers with millions of followers, but Mr Beast is the only one who perfectly understands what it means to help others. He has a heart that is worth much more than he has given. Greetings from Mexico;1271;40;37;217;Very Positive;2019
I'd do ANYTHING just to hang out with these guys for a day.;5545;14;14;59;Negative;2019
Mason is a very good actor;11;6;6;26;Very Positive;2019
This guy’s heart is bigger than the world;5100;9;9;41;Very Positive;2019
actually historical;2074;2;2;19;Neutral;2019
Man, I would love to attend at one of your brainstorming meetings for these videos..they are great!;467;18;18;99;Very Positive;2019
Legends watching after 3 years;7;5;5;30;Very Positive;2019
The people who lives in his town ARE blessed;472;9;9;44;Very Positive;2019
I have no words.;359;4;4;16;Very Negative;2019
The fact that the line was 20 miles long is impressive!;1446;11;10;55;Very Positive;2019
Thank you for helping people in need;2;7;7;36;Very Positive;2019
"""I'm sorry international fans""
Cries in British whilst eating crumpets.";930;11;11;71;Very Negative;2019
I cant even imagine how long the planning for one of these videos would take.. Great job you guys!;410;19;19;98;Very Positive;2019
Imagine how many lives they've changed, its actually so impressive.;1386;11;11;67;Very Positive;2019
Bought some feastables just waiting on delivery tomorrow. your killing it;9;11;11;73;Very Negative;2019
"I love how when Mr Beast calls for ""some"" backup, a whole town of people come in to help.";142;19;19;89;Very Positive;2019
"- Gets given a bag of money instead of a burger.

“Can I still have the burger though?” ";649;17;14;88;Very Negative;2019
The fact that Jimmy's being so random on giving money and stuff that many people who really need it are always emotional;586;23;22;120;Very Positive;2019
Mrbeast for President;13;3;3;21;Very Positive;2019
I'm waiting for MrBeast Burger in our country. ;2445;9;9;47;Very Positive;2019
Probably the most entertaining marketing strategy of all time;558;9;9;61;Very Positive;2019
"""This is a cash register."" wise words from a wise man";472;11;9;53;Very Positive;2019
5:35  Bro was startled ;15;5;5;23;Very Negative;2019
"Come and open one in the uk Beast  


I’d love ya foreverrrrrr";3515;13;13;62;Very Positive;2019
We need one of these restaurants in Spain Señor Bestia;270;10;10;54;Very Negative;2019
Gotta love him bro this man deserves the most respect as a YouTuber (edit damn I’ve never gotten so many likes on a comment thx guys );141;27;26;134;Very Positive;2019
Literally your work is unique in world;3;7;7;38;Very Positive;2019
"Jimmy: ""only available in the US""
Me: **sad Egyptian noises**";263;10;10;62;Very Negative;2019
Me: getting 20 dollars for working 8 hours at McDonalds. People who got to eat at Beasts Burgers: *Chills In New Mansion*;448;22;21;121;Very Negative;2019
Imagine being able to open a restaurant and being chill;155;10;9;55;Very Positive;2019
This was the most generous video I’ve ever seen. This must of been such chaos to set up and work through all day. All of this while giving away money . Holy moly. What a great you tuber;7;38;34;185;Very Negative;2019
literally almost every one of his videos someone cries out of joy;549;12;11;65;Very Negative;2019
"people putting shop mr beast on their car with a marker
mrbeast: stack o’ money";1117;15;15;79;Very Negative;2019
Everyone: “When will MrBeast run out of money?” MrBeast: “I don’t run out of money. money runs out of me”;464;21;13;105;Very Negative;2019
Bless you Mr Jimmy the Beast  and your team.;3;9;9;44;Very Positive;2019
I love how Chris just casually gives away the cash register.;4008;11;11;60;Very Positive;2019
You should got a world record for the longest restaurant line in history;2353;13;13;72;Very Positive;2019
I am still stunned how a person just entered in his 20s is so generous  kind and at the same time surprising;1382;22;22;108;Very Positive;2019
Mr Beast showing how it's done. Hope to see you in Australia when the world travel returns;313;18;18;90;Very Positive;2019
"“I’m sorry international fans” 



Cries in Astronaut";488;8;8;53;Very Negative;2019
"Tyler: we could just charge people 

Jimmy: “visual disgust”";600;9;9;60;Very Negative;2019
" Dear Jimmy, your work continues to inspire and bring hope to so many. Watching “I Opened A Restaurant That Pays You To Eat At It” was incredibly touching. I want to offer a prayer for you and your team:

“Lord, thank You for Jimmy and his team at Beast Philanthropy. Bless them with strength, wisdom, and compassion as they continue to spread kindness and joy. May their efforts inspire others to act selflessly and bring about positive change in the world. Amen.”

Keep shining your light and making the world a better place! ";4;93;67;528;Very Positive;2019
Bonkers! Just Bonkers!;491;3;2;22;Very Negative;2019
I didn’t even know he opened his own restaurant, I barley found out yesterday. Thats really cool that he opened over 300 restaurants. Congrats Mr. Beast!;294;27;24;153;Very Positive;2019
"MrBeast: “Sorry to the international fans, I couldn’t find locations across the world” 
Me in Sweden: “ We’re used to it, but thank you for thinking of us”";319;29;27;155;Very Negative;2019
This man, is so SOO importent for our world storyam litterly crying everytime I,ll Watch his video;2;18;18;98;Very Positive;2019
"“Sorry our international fans”

Me: crying in African and petting my lion.";455;12;12;74;Very Negative;2019
Mr Beast 2021: Creating a own country that pays the residents.;323;11;11;62;Very Positive;2019
"MrBeast Burger: *Serves Karl Style Burger*
Gordon Ramsay: ""My Time Has Come.""";211;12;11;77;Very Positive;2019
Your video always fantastic, The more I watch your videos, the more I want to watch them.;1;17;12;89;Very Positive;2019
"Me: sees him say it’s only in America 


My mom: where are you going";579;15;15;68;Very Negative;2019
"""there is too many people, we need to make more burgers"" me: ""there is too many people we need to make more money""";571;23;13;114;Negative;2019
"“I’m sorry international fans”

Cries in Australian while riding my kangaroo to work";748;14;14;84;Very Negative;2019
awsome job at the resteroront i loved it!!!;4;8;8;43;Very Positive;2019
He's got a literal restaurant chain now. He's never running out of money...;279;15;13;75;Very Negative;2019
"Mrbeast burger: ""opens and have tons of customers""

Burger King: *Intense sweating*";156;12;11;83;Very Negative;2019
"""Sorry to our international fans""

me: *crying in alien langage*";765;10;10;64;Very Negative;2019
