text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
The final job is the craziest thing I’ve ever done, I still can’t believe they let us do that lol;154581;22;20;97;Very Positive;2023
Jimmy being constantly confused on why people are letting him do things is hilarious.;12261;14;14;85;Positive;2023
I've got to hand it to you, from gold panning to training with NASA, every step was a wild ride. Joining the NFL, though? That was on a whole different level! You've got a lot of courage and enthusiasm to dive into these adventures.;4716;46;37;232;Very Positive;2023
that part at 2:40 though where Nolan's coat's just flying and dramatic opening doors XD;149;18;17;87;Neutral;2023
How crazy he made a contract with the NFL ;12453;9;9;42;Very Negative;2023
mr beast side missions getting out of hand ;10494;8;8;43;Very Negative;2023
This is how you know you've made it. As if anyone else didn't already say it, this guy deserves every bit of it for his generosity and philanthropy.;597;30;26;148;Very Positive;2023
1:02 that was brutal but true;31;7;7;29;Very Negative;2023
This just proves, if your name is Mr beast you can do nearly anything you wanted and people will let you. Absolutely love the impact you've made on the world.;307;31;27;158;Very Positive;2023
"1:20
"" Bro is 3'9"" "" Nah bro i cant ";7;10;9;36;Very Negative;2023
the addition of Lazar is always a W;1820;8;8;35;Positive;2023
so good to see lazar having fun in both Mr beast and sidemen channels ;3803;14;14;70;Very Positive;2023
This man has literally done everything possible;5637;7;7;47;Very Positive;2023
Wow that was great to get a 48 hour Contract….Yes this is a publicity stunt was so funny;17;19;17;88;Very Positive;2023
the fact that this channel exists and shows things that seemed impossible to me beyond my nightly thoughts amazes me;1255;20;18;116;Very Positive;2023
"The fact that jimmy can do anything to entertain his viewers is incredible 
RESPECT";1086;14;14;83;Very Positive;2023
6:29 LOLL haha, this Nolan ;165;6;6;27;Very Positive;2023
10:31 for a sec i thought blood was on karl’s wrist;5;13;13;51;Very Negative;2023
You gotta respect this man. He randomly donates to people and charities and he puts himself through suffering just for our entertainment.;572;22;20;137;Very Positive;2023
Anybody who's watched Lazarbeam for a decent amount of time, knows how HUGE him getting to speak to Tom Brady was. So happy for bro.;133;26;24;132;Very Positive;2023
Omg you guys are ALWAYS so crazy and hilarious!!;14;9;9;48;Very Positive;2023
Jimmy truly deserves our respect for this amazing content.;3013;9;9;58;Very Positive;2023
The fact that they let them do this is honestly a testement to just how far they have come, jesus.;556;20;19;98;Very Positive;2023
The fact that Jimmy can do anything to entertain their audience is incredible. RESPECT JIMMY;1470;15;14;92;Very Positive;2023
Every cycle has its top meme coin, and Wurmp Inu is aiming for the top spot!;2;16;15;76;Very Positive;2023
6:32 ;306;2;2;5;Very Positive;2023
2:39 Well duh! Because you paid them ;202;8;8;37;Very Negative;2023
4:24 Looking at Mr Beast, he will probably go for a space walk next year;246;16;16;72;Positive;2023
J'aimerais bien participer à vos jeux un jour  merci à toute l'équipe ;17;14;13;70;Very Positive;2023
7:26 Yoshikage Kira’s her biggest fan;174;8;8;37;Very Positive;2023
The way bros smile fades away at 1:46;645;9;9;37;Very Negative;2023
"BRO THAT VOICE OF THAT SCORPION GUY WAS FREAKING DEEP CAN YOU PLEASE MAKE HIM SAY ""EA SPORTS"" 9:39";129;20;19;98;Very Negative;2023
7:04 butter landing;7;4;4;19;Very Positive;2023
Congratulations on 200M, truly well deserved.;1216;6;6;45;Very Positive;2023
1:40 The face of the dude just dropping is heartbreaking;99;11;10;56;Very Negative;2023
2:37 THE GOAT IS BACK;1;6;6;21;Very Negative;2023
This guy could change people's entire lives in seconds;228;10;10;54;Very Positive;2023
Queremos o Duio de volta como dublador do Mr Beast!;51;10;10;51;Very Negative;2023
a perfect combination, professional, I admire it very much;13;9;9;58;Very Positive;2023
As a student pilot, that landing that Nolan did in the Cessna was actually insanely smooth. Especially for your first time!!;884;21;20;124;Very Positive;2023
Just a YTuber casually getting accepted on the best paid jobs. One of a kind ;3129;15;14;77;Very Positive;2023
"Jimmy's reaction in most of the jobs are basically ""WHY ARE THEY LETTING ME DO THIS"" and it is hilarious.";107;21;20;105;Positive;2023
The actual time of going into space would actually take about three or two days people think it will take seconds but it’s actually will take days;2;28;22;146;Neutral;2023
1:45 The man’s look of pure fear after jimmy said “what if we messed it up?” was everything;37;20;20;91;Very Negative;2023
7:12 Nolan’s first butter landing;165;7;7;33;Very Positive;2023
6:13 YOUR LIFE IS IN MY HANDS (dang bro this scary);75;12;12;51;Very Positive;2023
Being Jimmy's friend is better than being ambani . Because we can do crazy challenges ;6;15;14;86;Positive;2023
7:07 He gets messed with all the time, but Nolan is a fucking boss for doing that.;101;18;18;82;Neutral;2023
the guys face at 1:45 was priceless;336;8;8;35;Very Negative;2023
You've outdone yourself Jimmy, you're truly amazing.;93;9;8;52;Very Positive;2023
And also happy New Year’s. I love you MrBeast  goat;1;11;11;51;Very Positive;2023
