text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
I hope you all enjoy how much we’ve been leveling up the videos :D;92835;15;15;66;Very Positive;2023
MrBeast's concern about his workers being up is so wholesome. What an amazing guy.;17568;15;15;82;Very Positive;2023
Having Mr Beast as a friend is literally better than winning the lottery.;44347;13;13;73;Very Positive;2023
9:34 of course Karl would get distracted by a turtle;154;11;11;52;Neutral;2023
Jimmy and the team enjoying themselves and having fun with the employees makes it 100x better;9806;16;14;93;Very Positive;2023
Esperando la voz de FEDE;5735;5;5;24;Very Positive;2023
Estoy orgulloso de lo que Fede logro grande Mr Beast por hacer ese sueño (para escuchar la voz cambien la pista a Klingon);3515;23;22;122;Very Positive;2023
"""I'M A FISH NOW,"" the best quote ever 5:05";10;11;11;42;Very Positive;2023
Love that jimmy is always considerate to the employees, asking them to take a seat and also enjoy the islands.;4962;20;18;110;Very Positive;2023
The fact every island he went to he let the staff relax with then says alot about Jimmy's character he's so genuine;1025;24;20;115;Very Positive;2023
Jimmy and the gang genuinely enjoying themselves and having fun with the employees too makes it 10x better;815;18;16;106;Very Positive;2023
2:24 that’s really cool;10;6;6;23;Very Positive;2023
Love that jimmy is always considerate to the employees, asking them to take a seat and also enjoy the islands.;3206;20;18;110;Very Positive;2023
5:11 I can’t with Karl’s scream;9;9;9;31;Very Positive;2023
Justo lo q necesitaba.;951;4;4;22;Very Positive;2023
Amazing Island   ;1713;2;2;17;Very Positive;2023
Whoever said money doesn’t buy happiness didn’t have enough;48;11;10;59;Very Negative;2023
Nunca vi a mis hijos mas felices y orgullosos por escuchar solo la voz de fede ;455;16;16;79;Very Positive;2023
"Jimmy is literally the definition of ""money can buy happiness""";1453;10;10;62;Very Positive;2023
Muchas gracias Jimmy por hacer feliz a Fede y gracias por cumplir sus sueños te amamos ;641;16;14;87;Very Positive;2023
10:45  ’Wow-wo-wow that’s a dinosaur!’ -Karl ;12;10;9;45;Very Positive;2023
Jimmy is really living his best life.;792;7;7;37;Very Positive;2023
ANOTHER W FOR MR BEAST;471;5;5;22;Very Positive;2023
Jimmy's concern about the employees being on their feet is admirable. You're an incredible guy, congratulations;1497;18;18;111;Very Positive;2023
10:59 can’t wait to be on Madagascar;6;9;9;36;Very Negative;2023
"As someone who's finnish, I'll to try translate the finnish.  ""perinteinen suomalainen"" is "" traditional finnish"". He was most likely talking about the food! 
Im really glad he visited here too!";361;32;28;194;Very Positive;2023
Estamos muy orgullosos de fede por poder cumplir su sueño y también gracias a Jimmy por dar esta gran oportunidad para fede te amamos Jimmy y a fede igual;857;29;23;154;Very Positive;2023
Estoy feliz de ver a Fede cumplir sus sueños !!;622;9;9;47;Very Positive;2023
"i love the ""Tämä on semmoinen perinteinen suomalainen"" im finnish too";13;11;11;69;Very Positive;2023
Felicidades Fede por tu colaboración  Te amamos ;578;7;7;48;Very Positive;2023
La voz de fede INCREÍBLE ;156;5;5;25;Very Positive;2023
Jorden loves your videos so much that he’s watching every video of your‘s;0;15;13;73;Very Positive;2023
MrBeast worrying for the workers had my heart dude ;607;9;9;51;Very Negative;2023
MrBeast's concern about his workers being up is so wholesome. What an amazing guy.;974;15;15;82;Very Positive;2023
3:35 laugh was very funny ;2;6;6;26;Very Positive;2023
Me encantan todos los videos de Mr Beast pero mas con la voz de Fede!;283;15;14;69;Very Positive;2023
An island with mermaids suits me;2855;6;6;32;Very Positive;2023
Un aplauso para FEDE VIGEOVANI  que siempre se arriesga por todos nosotros  ;205;12;12;76;Very Positive;2023
6:39 The chef speaks Sundanese;2;6;6;30;Very Positive;2023
The 150 million dollar island gave me Jurassic park vibes. The interior of some buildings looked similar to the interior of Jurassic park hotels. And the tropical look of the island reminds me of the actual Jurassic park island.;309;39;23;228;Positive;2023
"WOW Fede's voice was fantastic 
WOW la voz de fede es lo mejor";90;14;12;62;Very Positive;2023
Jimmy's editors really love explosions huh;373;7;7;42;Very Positive;2023
MRBEAST UR GREAT AT YOU5UBE I LOVE U ;4;8;8;37;Very Positive;2023
Estoy súper orgullosa de que Fede allá podido cumplir su sueño;530;11;11;62;Very Positive;2023
$150 Million dollars Island is the best of all because of its natural beauty.;801;14;13;77;Very Positive;2023
That last island tho omg, we need a longer video of it;3;12;12;54;Very Negative;2023
Jimmy asking the crew to take a seat that Nolan has standing around while he played pool shows he's actually a good dude at heart;522;26;24;129;Positive;2023
Me da mucha felicidad ver a Fede cumplir un sueño;406;10;10;49;Very Positive;2023
"Jimmy is a angel
Saves dogs
Helps deaf people hear
Helps blind people see";391;14;12;73;Very Positive;2023
ME? I came for the dubbing Fede did ;1;8;8;36;Negative;2023
Que orgullosa estoy de Fede se merece todo lo bueno en esta vida, estoy muy feliz que haya podido cumplir otro de sus sueños .;353;24;21;126;Very Positive;2023
The way Jimmy came up with how to counter sponsor block is genius tbh. Put the sponsor right in something full of action.;206;23;21;121;Very Positive;2023
Yo y los que están súper feliz de que Fede  haya cumplido su sueño le quedó muy bien el doblaje;416;20;19;95;Very Positive;2023
0:13 massive ? (Not low taper fade meme y'all, guess which one is massive);13;15;14;74;Very Negative;2023
That 150 million island is the best for me as it has endangered species that you get to see everyday and that's a rare opportunity to see in our world today.;468;32;28;157;Very Positive;2023
Jimmy and the team enjoying themselves and having fun with the employees makes it 100x batter;293;16;14;93;Very Positive;2023
Orgullosa de fede que está logrando todo lo que se propone aunque tenga lo que sea por delante el sigue y eso es lo más importante ;277;26;22;131;Very Positive;2023
pls make feastebles availiable in nigeria;6;6;6;41;Very Negative;2023
Siempre apoyando a federico en todo ;362;6;6;36;Very Positive;2023
Feliz de q fede pudo cumplir su sueño ;422;8;8;38;Very Positive;2023
finland mentioned PERKELE!!!! ;98;3;3;30;Very Negative;2023
Mrbeast 1 more plss. I want a 1 vs 1M again.;0;11;10;44;Very Positive;2023
having 13,000 friends is crazy tho...;808;7;7;37;Very Negative;2023
FELICIDADES FEDE POR TUS LOGROS;499;5;5;31;Very Positive;2023
