text;likes;words_amount;unique_word_count;char_count;sentiment
Great news! We now have a Spanish dubbed option for the video for our Spanish viewers. Just select audio track and you can switch between English and Spanish! Also, don’t forget to subscribe! You could win $10,000!;138099;39;34;214;Very Positive
Chandler's painting is epic.;52421;5;5;28;Very Positive
Finally the good ol' Chandler days are back;16625;8;8;43;Very Positive
Rest In Peace Brian ;270;4;4;20;Very Positive
Chandler's painting is so cool;4752;6;6;30;Very Positive
Jimmy and the Beast team have now officially became the greatest content creators of our era and you can't change my mind;4120;23;21;121;Very Positive
Imagine paying $10,000 for that Painting;54325;7;7;40;Very Negative
3:13 NO WAY GUYS THEY LOCKED HIM IN A RUBBER ROOM WITH RATS!!!;23;14;14;62;Very Negative
Que raro es escuchar el primer doblaje de MrBeast cuando ya me acostumbre al otro;4878;15;15;81;Very Negative
*I’ll double those curls* ;780;5;5;26;Neutral
Interesting question! Would the fear of snakes outweigh the financial benefit for most people? What factors would influence your decision?;1;20;18;138;Positive
Este canal es espectacular, gracias por hacerlo en español.;1514;9;9;59;Very Positive
“Would you sit in snakes for $10,000?” Me: I’d do anything for $10,000, is that even a question?;320;21;18;96;Very Negative
Yeah nah. My mom would understand.;14500;6;6;34;Neutral
Miss you Brian your videos and your enthusiasm was inspiring!!!!!;61;10;9;65;Very Positive
Thalaivan Mr beast hail the legend;608;6;6;34;Very Positive
The fact that mrbeast includes his camera crew and sound guys in his vids make him way more respectable. By far my fav youtuber;311;24;23;127;Very Positive
"Jimmy: ""Can you guys be normal for 5 seconds?""
Karl: ""I haven't moved a muscle.""

Exactly.";416;17;17;90;Very Negative
At 6:13 “why are you not in a microwave” LOLL;2;11;11;45;Very Negative
Muchas gracias por poner el audio en español MrBeast ya no tendre que activar los subtitulos, complicado que me toque los 10k pero !soñar es gratis !;558;26;24;149;Very Positive
Mr. Beast getting consistent ;622;4;4;29;Very Positive
Mr beast putting a spanish translation to his videos is an actual HUGE move;324;14;14;75;Very Positive
4:45 “More afraid of pickles than snakes” is exactly what my 4 year old cousin said;23;17;16;83;Very Positive
"It makes me happy knowing that beast is probably one of the few youtubers who are serious when they say ""I love all of you"".";370;25;24;124;Positive
This is INTENSE. I want to participate!!!!!!!!;855;7;7;46;Very Positive
How much more can I get for going in the tub and turning the snakes into my pets?;707;18;17;81;Very Positive
5:06 ;2;2;2;5;Very Positive
"every normal person: arachnophobia, acrophobia, claustrophobia
chandler: pickleophobia";590;8;8;86;Very Negative
