text;likes;words_amount;unique_word_count;char_count;sentiment
Thank you for 300,000,000 Subscribers!;523111;7;6;38;Very Positive
“I have suitcase” is one of the most legendary lines ever said;364839;12;12;62;Very Positive
The fact that matpat was in the video even tho he retired just makes my day;18202;16;15;75;Very Positive
An interaction between Miranda Cosgrove, IShowSpeed, and Joey Chestnut was the last thing I expected in a MrBeast video;134255;19;19;119;Positive
“The true million dollars was the friends we made along the way, and that’s no theory.” MatPat we love you;21;21;18;106;Very Positive
"“The true 1 million dollars was the friends we made along the way.” 

-MatPat";33399;14;12;77;Very Positive
Speed coming back as a judge was cold as heck;1560;10;9;45;Negative
Congrats Jaiden animations!;27;3;3;27;Very Positive
"""Do you have anything?""
""I have a suitcase""
   - What a unique line !";17631;12;10;69;Very Positive
The best part of this is that there is someone or multiple you can cheer for! I was cheering for Sam and Colby, Jaiden and Odd1's out. I'm stoked for Jaiden! This is also the second challenge she won!;7683;41;32;200;Very Positive
The fact that Jaiden said she pulled the 1 million dollar suitcase twice was crazy;4110;15;14;82;Very Negative
"

";17;0;0;2;Positive
Logan’s anxiety on the cooking challenge all disappeared when he remembered Nick was his teammate;15270;16;16;97;Neutral
"""I have a suitcase"" was probably one of the coldest moments asf ";5170;12;12;64;Neutral
"As a Japanese, I am very happy and proud that Riku did so well:)
I hope that Riku will be more active not only in Japan but also in the world!";602;31;27;143;Very Positive
"25:49 when Kai said the best things I cook was egg,Toast, and cereal  
Got me laughing ";3;18;18;87;Very Negative
;890;0;0;0;Positive
"amixem is the goat 
“I have a suitcase” legendary sentence";8634;10;10;58;Very Positive
Not Speed getting kicked out before even getting in ;26246;9;8;52;Very Negative
The karma of speed is crazyyyyyyyyyy;9;6;6;36;Very Positive
;1400;0;0;0;Positive
"""Do you have anything?""
""Yes,I have a suitcase""
   One of the most epic
    Line ever said";200;17;16;90;Very Positive
"24:55 ""because all my friends are out,, and he speaks french"" ";520;12;12;62;Very Negative
"""i have suitcase"" might be the most cold line ever";26640;10;10;50;Negative
Carry bhai turned into the most introverted guy in the group, btw I'm happy for Carry ;355;17;15;86;Very Positive
"RIKU
";20;1;1;5;Neutral
Thank you for inviting Amine ,Amixem Mastu ;420;7;7;43;Very Positive
"10:03 Matpat screaming ""retirement begins"" as he hasnt been in it for 4 months is histerical ";2399;17;17;93;Very Negative
"39:20 So only Jimmy got the humor in ""Do you have anything?"", ""I have a suitcase"" ";345;17;16;82;Neutral
;3;0;0;0;Positive
IShowSpeed definitely entered the villain arc when he was asked to judge the cooking challenge;2634;15;14;94;Positive
Thanks for inviting Amixem, Mastu and Amine;313;7;7;43;Very Positive
"39:20
“Do you have anything? ”
“I have a suitcase”
Such legendary lines";399;13;12;71;Very Positive
;45;0;0;0;Positive
I still can’t believe Jaiden accomplished the extremely tough challenge!;467;11;11;72;Very Positive
Can I take my jacket with me?'' Iconic;3491;8;8;38;Very Positive
;548;0;0;0;Positive
;6;0;0;0;Positive
Merci à amixem d'être allé si loin pour toute notre commu !! et merci à Amine et Mastu d'avoir également représenté la France !!;188;24;20;128;Very Positive
I love you Mr Beast ;243;5;5;20;Very Positive
