text;likes;words_amount;unique_word_count;char_count;sentiment
bro their conversation at the end made me cry it was absolutely beautiful;314090;13;13;73;Very Positive
Jimmy is single-handedly keeping the brief case industry alive;99956;10;10;62;Very Positive
I have NO DOUBT those guys will be brothers FOR LIFE!;20095;11;11;53;Very Positive
MTbeast is the king of content;12;6;6;30;Very Positive
"Strangers at first, later became friends,
The bond grew so deep that friends turned into brothers.";22743;16;15;98;Very Positive
grizz was truely a good friend because of his respect of his brothers family and needs, huge respects to that;10159;20;18;109;Very Positive
"In a different universe:
Grizz: ""Let me see that flare""
Grizz: *grabs the flare*
Grizz: *sprints off into the woods for the next 2 years*";58236;25;20;137;Positive
Ramadan Mubarak ;13;2;2;16;Very Positive
Two single guys woulda started new lives out there forever ;64273;10;10;59;Very Positive
This could have been a series that spanned 10 episodes, but it was condensed into 26 minutes. Mr Beast is WILD.;8283;21;21;111;Very Negative
"""Brothers don't let each other down."" That made me tear up. The bond that they created is so sweet";2583;20;19;98;Very Positive
This is absolutely crazy, They can survive that long? This is the craziest thing;1;14;12;80;Very Negative
Grizz wasn't manipulating him, he was helping him make the best decision of his life. That kind of money will absolutely change his families lives forever. It gets hard being separated from family, so much so that it takes a toll on one psychologically and makes them not see things clearly.;7130;52;46;291;Negative
That Grizz guy is so refreshing. Able to confront, forgive, understand, share his opinion. Healthy communicator.;436;16;16;112;Very Positive
RAMADAN MUBAREK;38;2;2;15;Very Positive
Grizz is a gem of a brother. Never lost his cool & at the end he is the one to shoot the flare for his friend to reunite with his family. What an awesome guy!;540;34;27;158;Very Positive
They started as strangers, then turned into friends and in the end turned out to be as close as brothers. Cherish the moments you have spend as much time as possible with the people you love;405;36;28;190;Very Positive
The conversation at the end was absolutely magnificent. It wasn't two men speaking to eachother, but two brothers who didn't want to let eachother down.;465;27;22;152;Very Positive
Awesome video.  2 cool guys that are now friends for life I bet..;1;13;13;65;Very Positive
Grizz is truly a class act character. Kudos to them both, cheers to brotherhood!;4662;14;13;80;Very Positive
And how cute was it when Grizz made a table as a gift when his friend was gone? What a man;552;21;17;90;Very Positive
*Much respect to Grizz. That's what being a true friend is all about.*;572;14;14;70;Very Positive
19:37 that was such a great moment ;3;8;8;35;Very Positive
"The friendship they builded and the conversation at the end is truly beautiful ""Brothers don't let each other down"" no doubt those guys will be brothers for life";853;29;26;161;Very Positive
That was truly one of the best displays of bonding and human compassion. Grizz may not have walked away with what he wanted, but he got so much more in brotherhood. You can definitely tell that both of the guys will be friends for life now.;329;46;41;240;Very Positive
Imagine if Mr beast didn't always put people with families in his challenges. The challenges would never end.;1751;19;18;109;Negative
আমি বাংলাদেশ থেকে দেখছি আমি জাহিদ আপনাদের জন্য দোয়া ও ভালোবাসা রইলো ভাইজান ;5;29;21;75;Very Positive
