text;likes;words_amount;unique_word_count;char_count;sentiment
"Guy at 4:40
""I've never seen that much money.""
Made me so happy.  I hope it really helps him out.";4665;22;21;97;Very Positive
4:41 this guy looks so respectable and kind;9647;9;9;43;Very Positive
The guy that cried should have gotten another 4000.00 for his REACTION ALONE!!! HE DESERVED A LIFE CHANGE!;3612;19;19;106;Very Negative
5:02 is very emotional scene;245;6;6;28;Very Positive
that guy that started sobbing bc he'd never had 6k in one account at once bro i cried with him i SOBBED you changed that man's life;2589;29;26;131;Very Negative
5:27 aw he was so grateful for it  this one almost made me cry omg;8011;16;16;66;Very Positive
i love how the guy with 6k cries and the guy with 10k sleeps;40948;14;11;60;Very Positive
This is so wholesome! Imagine streaming with zero viewers and suddenly getting life-changing money. Faith in humanity restored!;3;19;19;127;Very Positive
Give the crying guy more money PLEASE What a sweetheart;1797;10;10;55;Very Positive
"After the first guy asks to collab
*MrBeast: SLEEPING FOR 24 HOURS CHALLENGE*";631;13;13;77;Positive
You should donate to this streamer called thered100 he is a army veteran with a bit of ptsd and multiple sclerosis. He’s very down to earth and pretty small. He had to quit his job because of multiple sclerosis.;1799;40;31;211;Negative
This is how it happens, money in the hands of the right person;25;13;12;62;Very Positive
5:17 “it’s only 6 grand”. You guys changed that mans life.;1271;13;13;58;Very Negative
"13:53 “dude what happened my audio in my left ear” 
LOL";889;12;11;55;Very Negative
I almost cried seeing the Pubg streamer so happy;957;9;9;48;Very Positive
Why no more of these videos they are great. Another one!!;10;11;11;57;Very Positive
5:57 Some people take money for granted, I love how thankful he is.;3607;14;14;67;Very Positive
dude that started crying what a pure soul :];651;8;8;44;Very Positive
"Guy:” why isn’t there any sound in my left ear”

Me: laughs horrifically";1056;14;14;72;Very Negative
This video still makes me happy after 5 years;12;9;9;45;Very Positive
"6k dude: OMG THANK U SO MUCH!!!
10k dude: oh cool 10k *sleeps*";2379;13;11;62;Very Negative
"5:25 ”i’ve never seen that much money in my account”

literally me";2113;14;14;66;Very Negative
The guy who cried deserved $10k he had a better reaction then the guy that was sleeping;874;17;15;87;Very Negative
1:50 insane foreshadowing;9;4;4;25;Very Negative
"My mum saying I can’t make any money sleeping 


Well look at that legend";3842;15;15;73;Very Negative
That guy whos sleeping is the luckiest man in the world he was just sleeping... what will be the feeling waking up with 10,000 on his account... you’re the best man!!!;1565;33;28;167;Very Negative
"The guy with 2fps around 5:00 is awesome he’s so appreciative 

Thank u for the likes :)";709;18;17;88;Very Positive
You literally are the most kind hearted person ever;3;9;9;51;Very Negative
