text;likes;words_amount;unique_word_count;char_count;sentiment
I appreciate all of you so much, thank you for helping do good in the world ;113051;16;15;76;Very Positive
you are the best helper ever. helping 2,000 people is a world record.;16094;14;14;69;Very Positive
The definition of wealth is held by the right person;39908;10;9;52;Very Positive
You are not just a great YouTuber. You have a big heart. Thank you.;261;14;11;67;Very Positive
Helping and changing these many lives is inspiring !!;31037;8;8;53;Very Positive
This is beautiful and inspiring. Thank you.;21649;7;7;43;Very Positive
"So inspiring
 I can’t even imagine how great those people felt after you helped them!";12944;16;16;85;Very Positive
"Джимми, ты воплощение ангела, света, доброты. У нашего мира есть будущее, если в нём живут такие люди, как ты. Снимая подобные видео, ты не только помогаешь тем, кому не повезло, даря им новую жизнь, но и заряжаешь, мотивируешь и вдохновляешь, смотрящих тебя людей, также помогать нуждающимся и творить добро. Стотысяч спасибо! 
Ты невероятно крут!";48;54;48;348;Very Positive
If humans could organically practice these selfless acts, we would evolve as a species. You are true blessing brother! Thank you for all you do.;22968;25;23;144;Very Positive
A single person is doing what the government could not do in years.;13338;13;13;67;Very Positive
This video genuinely made me cry from how wholesome it is;99;11;11;57;Very Positive
Bless your little cotton soul , thank you for making these people smile. Xx;12;13;13;75;Very Positive
I love how they smile and cry at the same time. It means their prayers were answered.;392;17;17;85;Very Positive
Thank You for support people who really need help, you’re the best.;5881;13;12;67;Very Positive
2000 smiles & uncountable blessings. Isn't this the definition of changing lives?;796;12;12;81;Very Positive
BEAST I LOVE WHAT YOU DO WITHOUT YOU THE WORLD WOULD NOT BE HAPPY.;18;14;13;66;Very Positive
He’s literally the definition of “money can buy happiness”;795;10;10;58;Very Positive
Easily the most heart warming video I’ve seen from you. So happy you helped countless people;1582;17;16;92;Very Positive
We made the right person famous! Big admirations!;673;8;8;49;Very Positive
Какие вы молодцы ребята! Тоже хотела помогать людям, но у меня другая ситуация с возможностью в финансовом плане. Как хорошо что есть такие люди!;8;24;24;145;Very Positive
This is so inspiring. This probably means so much for the persons y'all helped!;4170;15;13;79;Very Positive
As a physical therapist that has a big interest in prosthetics and helping amputees thank you. This is awesome;1294;19;18;110;Very Positive
Thank you for coming to Ecuador, we are very grateful for your help ;605;13;12;68;Very Positive
Thank you for bringing love, hope and joy to these people;8;11;11;57;Very Positive
1:26 the way the dad cried, bro has me tearing up already ;192;13;12;58;Very Negative
Your kindness  is purely appreciated! Thank you for changing so many peoples lives in this world.;238;16;16;97;Very Positive
"





";549;0;0;6;Positive
Best video you have ever put out. Thank you for giving back as much as you do fr;0;18;15;80;Very Positive
Thanks for showing your kindness! Incredible to see such an enormous effort in helping people;634;15;15;93;Very Positive
I’m from Guatemala but was adopted and came to the states when I was only one and just seeing you do this for people all over made me tear up. Especially seeing you were helping people where I’m (originally) from made me cry even harder.. Thank you;1255;49;37;248;Very Positive
I love how all of the pros were so kind to their opponents. True sportsmanship;140;15;15;78;Very Positive
Helping and changing so many lives is inspiring!! You are the best helper ever;51;14;14;78;Very Positive
Helping 2,000 People and changing all these peoples life is heartwarming;351;12;12;72;Very Positive
You are a blessing to this world ;3;7;7;33;Very Positive
Thank you so much sir, this is very inspiring.;852;9;9;46;Very Positive
Soy de Ecuador y ví este video y estoy feliz de ver cómo una persona como tu común y corriente sin ningún cargo público ase mucho más que las personas que entre comillas nos quieren ayudar algo tan sencillo y de sentido común no lo pueden Aser como lo ases tu ;168;51;41;260;Very Positive
I cried throughout this entire video. Thank you so much for helping them! I can't imagine how much that meant to each and every one of them. This is amazing!;963;31;27;157;Very Positive
Огромное спасибо Мр. Бист. Помоги также жителям Палестины! ;5;8;8;59;Very Positive
We made the right person famous;1304;6;6;31;Very Positive
You are the best helper ever. Helping 2000 people is a world records thank so much;222;16;16;82;Very Positive
Thank You for support people who really need help, you’re the best...;388;13;12;69;Very Positive
This is very touching. Thank you ;0;6;6;33;Very Positive
Thank you for trying to make this world better;2456;9;9;46;Very Positive
It is really heartwarming to see there are still genuine people in the world!! It is truly inspiring!!;301;18;16;102;Very Positive
"Cleaning an ocean and beach 
Planting 20 mil trees
Curing deef people and now helping people to walk again 
You are such a wonderful person thank you ";887;27;24;150;Very Positive
Stephanie dancing made me cry;5;5;5;29;Very Positive
This made be cry. I’m really happy that you’re doing so much for the ones that need it most.;215;21;20;92;Very Positive
I am watching your video from Bangladesh.Seeing the smiles of the helpless after helping them is truly heartwarming.;210;19;18;116;Very Positive
Dude, seeing you helping so many people is so beautiful, now we need people without hands/arms;1262;17;15;94;Very Positive
Some people can’t walk so we should be appreciative that we can walk by our self;4;17;14;80;Neutral
I am sitting here in tears. You have the biggest heart and compassion for others, wish I saw more of this in others.;516;23;20;116;Very Positive
This probably means so much to the people you help! Very impactful and kind of you;797;16;15;82;Very Positive
"
";54;0;0;1;Positive
You are amazing!! I love watching your videos they make me smile the whole way through;2;16;16;86;Very Positive
You are the kind of people we need in our world. More blessings!;485;13;13;64;Very Positive
I kept tearing up while watching this video .Thanks so much for making their life much better.;224;17;16;94;Very Positive
The most thoughtful and kindest youtuber ever;2410;7;7;45;Very Positive
Я его обожаю потому что он не как все тратится только на свои прихоти а помогают другим людям;1;18;18;93;Neutral
This was a definite tear jerker!  Thank you so much for helping so many ;212;14;13;72;Very Positive
You helping people in the world changes so manny lives thanks so much.;1269;13;12;70;Very Positive
Dude your one of the kindest people. Glad to have so many kind people in this world;1037;17;16;83;Very Positive
Wow why politicians aren’t doing this? ;1;7;7;39;Very Negative
Thanks for helping people. it's beautiful ;1785;7;7;42;Very Positive
It’s so great to see that people be able to walk again after so many years, i hope that more people help them. This video is very emotional and it made me cry.;355;34;29;159;Very Positive
MrBeast, This Was One Of Your Best Videos Yet. You're A Legend!;1364;13;13;63;Very Positive
The difference you are making in the lives of so many is astounding.  Thank you for being an inspiration for living a life of generosity.;234;25;21;137;Very Positive
I wish the video was longer! that we got more testimonials and footages of the trips, it was so inspiring;173;20;18;105;Very Positive
I'm glad to have you, brother. The money is finally in the hands of the right person.;179;18;16;85;Very Positive
Não há como não se emocionar com este cara , até um cisco entrou no olho;4;15;14;72;Very Negative
Half of your videos have been making me cry recently. And I don’t cry about much anymore;963;18;17;88;Very Negative
Helping people is so nice and changing many lives is Inspiring.;2644;11;10;63;Very Positive
We are so proud of the person you became you started off making mine craft videos and now you're helping the world there truly isn't anyone else more deserving of fame than you;1167;35;30;176;Very Positive
you brought hope and faith to people;3;7;7;36;Very Positive
;166;0;0;0;Positive
Thank you very much, you are really a noble person. I see your video from Iran. You have a lot of fans here;334;23;20;107;Very Positive
Thank you so much for helping people, a LOTS of people. We are so thankful. We’re so glad you did that, you are the hero of the world.  ;2051;29;20;136;Very Positive
That’s emotional  and so helping people so sweet ;0;9;8;49;Very Positive
This made a little tear come out ;0;7;7;33;Neutral
Dude your one of the kindest people Glad to have so many kind people in this world;696;17;16;82;Very Positive
Bro you and your team are just incredible. Thank you for your generosity.;467;13;11;73;Very Positive
Helping people and inspiring millions of others to do the same is truly amazing!!!;205;14;14;82;Very Positive
its perfect, thanks for all what you doing!!!;0;8;8;45;Very Positive
El mundo necesita más personas como tú, Dios te bendiga, saludos desde ;1839;12;12;71;Very Positive
This is probably the best video I've seen in awhile. It makes me realize how all of us take walking for granted. Thank you so much for helping them.;185;30;29;148;Very Positive
The nicest thing I Have  Ever Seen! Bro is So Humble!!;366;11;11;54;Very Positive
