text;likes;words_amount;unique_word_count;char_count;sentiment
Subscribe! You could be in a video :D;57172;8;8;37;Very Negative
Mr Beast always surprises us with his unique videos, never disappoints.;5898;11;11;71;Very Positive
3:48 honestly, I was very impressed;53;7;7;35;Very Positive
this about to take layovers to the next level;5524;9;8;45;Negative
Huge respect for Jimmy. Always taking “next level” to the next level.;2759;12;10;69;Very Positive
Mad respect for Jimmy. Helping people and entertaining us and spending countless money to make us smile.;3006;17;15;104;Very Positive
love u brother ;15;3;3;15;Very Positive
Always support this channel and keep spreading the joy. ;3101;9;9;56;Very Positive
Much respect to Jimmy for his generosity and him helping so many people;326;13;13;71;Very Positive
Can we just give some serious props to the camera man who stayed behind just to film a shot of the helicopter leaving. That is some dedication.;2716;27;23;143;Neutral
Смотрю мистера биста давно, но подписался сейчас ;39;7;7;49;Neutral
Mad respect for Jimmy. Helping people and entertaining us, spending countless money to make us smile and having fun at the same time.;2061;23;21;133;Very Positive
He doesn't just stop and I love it;557;9;9;34;Very Positive
Ludwig MVP of the video;23;5;5;23;Very Positive
He’s going to have amazing stories to tell his grandkids.;4798;11;10;57;Very Positive
lot of respect to Jimmy, his a good entertainer and also a great person;1832;14;13;71;Very Positive
Huge respect to jimmy and his crew for making great content for us.;2109;13;12;67;Very Positive
Anyone else watching this epic and fun video right now? ;87;10;10;56;Very Positive
"This man spends hundreds of millions of dollars just to entertain us. He helps those in need while also entertaining us. He always puts a smile on our faces and we should appreciate it. Hats off to Jimmy!
(Edit: You guys said to make it hundreds of millions of dollars. So I did.)";2991;53;42;280;Very Positive
Dont get me wrong, I love all the extreme games content to help people but it’s such a breath of fresh air to see a simple content with the bois;746;31;27;144;Neutral
Imagine how many stories Jimmy will be able to tell when he is a grandfather. RESPECT!!;404;16;16;87;Very Positive
Average spirit flight;126;3;3;21;Neutral
Jimmy and the guys are a great collection of entertainers that mesh together in a way that surpasses all others!;2335;20;18;112;Very Positive
Honestly you're my idol, doing all these crazy things while also giving back insane amounts to those in need.;1930;20;20;109;Very Positive
Props to the Camera men for suffering with yous, mad respect ;129;11;11;61;Very Positive
This really takes layovers to the next level!;25;8;8;45;Very Positive
I think a lot of people here love everything Jimmy does, partly because he always finds a way to surprise us;912;21;20;108;Very Positive
8:08 this takes overlays to the next level;59;9;9;42;Very Positive
Mrbeast is the best one in the world;4;8;7;36;Very Positive
i love ur inclusion of lud hes such a cool guy and meshes so well with the crew he should be a regular;502;23;22;102;Very Positive
To this day I still wonder how Jimmy and the crew pull off their challenges very well. All the passion and time they make to know that this can entertain the fans just makes it feel very fascinating.;2382;38;32;199;Very Positive
I honestly don't know how he keeps things interesting and new. At this point you'd think he's done just about everything, but he always manages to find a way to do something different.;1526;36;33;184;Neutral
8:07 haha plane;27;4;4;15;Very Negative
Mr Beast has no boundaries on how crazy his content gets everyday and he always makes our day or night even better;257;22;22;114;Very Positive
You always come up with such new and entertaining ideas. And the amount of work your team put in is admirable. Much respect ;306;23;22;124;Very Positive
Oh man, this takes layovers to the next level!;0;9;9;46;Very Positive
Ludwig and the boyz interact so perfectly, please make more with him ;46;12;12;69;Very Positive
95% of the comments is going to say how well Jimmy makes great content, suprise us and etc;1806;18;18;90;Positive
This guy is a legend for what content he’s doing. Hats off to you Jimmy;875;16;16;71;Very Positive
I'm currently at the place where you feel this go Wooly swamp. Yeah, yeah, I got to see The Leftovers from the plane was a cool love you and I'm going to starve.;4;35;27;161;Very Negative
7:50 legend has it, the filmer is still lost in the wild;130;13;12;56;Very Positive
the new guy seems pretty cool;1338;6;6;29;Positive
Always entertaining and keeps you waiting for what's next! ;1519;10;10;59;Very Positive
Stall stall! Alarm pull up pull up bank angle bank angle dont sink dont sink sink rate sink rate;8;19;9;96;Very Negative
The way this man can have jets at disposal is quite amusing, and scary at the same time;248;18;16;87;Positive
The real MVP was the Cameraman... you can even survive an apocalypse as long as your the cameraman.;93;18;14;99;Very Positive
Huge respect for the camera man!! (Who also survived);112;9;9;53;Very Positive
7:23 water bottles at ludwigs feet;7;7;7;34;Very Positive
7:16 this is how my parents would look at poorly organized trip.;79;13;13;64;Negative
