text;likes;words_amount;unique_word_count;char_count;sentiment
Imagine someone tried to negotiate the price..;50288;7;7;46;Very Negative
I love that you figured out how to make a career out of giving!;11971;14;13;63;Very Positive
"""I'll give you two dollars for this"" my man knows the value of the gym";23175;16;15;70;Very Positive
Proopsy modular homes are currently a promising investment for the future, and with their recent surge in value and growing stability, they offer attractive returns. However, a lack of understanding often deters potential investors.;109;34;32;232;Neutral
I would literally be ok to pay 2$ too;68358;9;9;37;Negative
best realtor around 4sure;1473;4;4;25;Very Positive
I should've drove down that street...;16666;7;7;37;Very Negative
MrBeast, Dude, you're killing it! Let's collab and make magic.;66;12;12;62;Very Positive
Best real estate agent in the world;9117;7;7;35;Very Positive
Mr.Beast bought the whole hood;30023;6;6;30;Very Positive
Let’s just take a moment and appreciate that mrbeast never clickbaits;5289;12;12;69;Very Positive
2:41 I love that room;8;6;6;21;Very Positive
"The Mr. Beast effect: ""Making the world a better place""";656;10;9;55;Positive
MrBeast is such a great human being ;3031;7;7;36;Very Positive
You can really see just how much Jimmy loves seeing people happy.;887;12;12;65;Very Positive
GUYS LETS GET HIM TO 300M;35;6;6;25;Very Positive
its basically free real estate;7834;5;5;30;Neutral
This guy is nuts, but one of the kindest people ever.;455;11;11;53;Very Negative
The only man who’s truly built different.;908;8;8;41;Very Positive
1:34 No i'm Karl ;25;6;6;17;Very Negative
My mama would negotiate the price;29222;6;6;33;Positive
Can we all just have a moment to appreciate the first guy he literally offered 2 dollars instead. what a legend.;6475;21;20;112;Very Negative
A man calls himself a Beast, but he’s really soft in his heart.;1864;14;13;63;Neutral
“That car missed a house that car- woahhh that a nice that car missed a house” 0:15;32;18;9;83;Very Negative
"""I'll give you $2"" ";3050;5;5;19;Very Negative
Being near Mrbeast at the right time is the most profitable job.;1227;12;11;64;Very Positive
I just wanna give jimmy a hug man, he is life changing.;1270;12;12;55;Very Positive
"ILOVE YOU MR Beast
";20;4;4;19;Very Positive
Seeing Mrbeast literally change people's lives for the better always makes my day (:;238;14;14;84;Very Positive
Everybody gangsta until MrBeast sells the earth to aliens for $1;6168;11;11;64;Very Negative
Respects to the first guy for offering double the price of a house, never done before;220;16;15;85;Very Positive
كم احبك يا مستر بيست اتمنا ان احضى بفرصة من هاذا المحتوة الجميل ;11;13;13;64;Very Positive
Mr Beast got the hood to help the crowd;1988;9;8;39;Very Positive
