text;likes;words_amount;unique_word_count;char_count;sentiment
Subscribe plz;56992;2;2;13;Very Positive
Thank u for donating to vets ,, we appreciate it;12269;9;9;48;Positive
"TFUE: YOOOO MR BEAST I WASN'T EXPECTING THAT'S SO SICK 
SHROUD: oh what's up man?";807;18;17;81;Very Negative
Damn always been a shroud fan, the veteran shoutout was awesome. Much love, there’s more guys out there that need help then people even know.;119;26;25;141;Very Positive
Thanks for giving to wounded warriors they saved my dad.;7213;10;10;56;Very Positive
The YouTube algorithm can’t even keep up with this quality content;797;12;12;66;Very Positive
"4.2 Million Views in 17 hours
It's the MrBeast Power";686;12;12;52;Very Positive
Im a disabled vet. Thank you very much for donating to Veterans.;939;12;12;64;Very Positive
"Viewers: Are you made of money?


MrBeast: Well yes, but actually no";1535;12;12;68;Very Negative
Apex Legends just donated $112,000 to charity. Amazing!;2410;9;9;55;Very Positive
"Avengers Infinity War: This will be the biggest crossover of all time!

Mr.Beast: Hold my wallet";831;17;17;96;Very Positive
My great grandpa served in WW 2 thank you for donating;408;11;11;54;Very Positive
"*Life Hack:*
*_Become a famous streamer living somewhere in the USA, and wait for MrBeast to show up to your house._*";2874;22;21;117;Very Positive
"Beast: "" haha I control the movement, goodluck now Shroud!""
Shroud:
*binds movement to mouse keys*
""I got this""";1285;18;15;111;Very Negative
Seeing Shroud’s setup behind the scenes is just breathtaking;2900;10;10;60;Neutral
The fact u guys were playing simultaneously on the same keyboard and mouse that good is pretty impressive tbh;29;19;18;109;Positive
"How to make people play your game: sponsor mr beast.




*Modern problems require modern solutions.*";440;15;14;100;Positive
"Fortnite- Gives 50 Health/Shield per kill
Mr beast- Gives $5000!";636;11;10;64;Very Positive
"Mr.beast : apex is easy
2 mins later
Apex is hard man how do you play it";779;17;15;72;Very Positive
Digging the donating to veterans. I just retired in September after 21 years in the Army;1;16;14;88;Very Negative
I love that sneaky donation at 6:02 from Apex Legends team themselves!;213;13;13;70;Very Positive
"Viewers: Are you made of money?

Mr. Beast: Well yes, but actually no.";391;13;13;70;Very Negative
"Apex: we have extra money 

Mr. Beast: Hold my beer";116;10;10;51;Very Positive
2:56 just casually does the rarest character animation;6;9;9;54;Positive
Imagine if instead of trolling with the disconnect. All the stream snipers came together and let shroud kill the entire server;1705;21;19;126;Very Negative
"""Infinity War is the most ambitious crossover event in history""

LOL";534;11;11;68;Very Positive
As a former soldier for the U.S Army was very happy to see money get donated to the wounded warriors .  Thank you so much Mr. Beast for what you do.;282;31;27;148;Very Positive
The wounded warrior is a great charity that helps veterans who have been hurt fighting for us.;1;17;17;94;Very Positive
"Youtube: How many sponsors do you want to help pay for your videos?


MrBeast: Yes";664;15;15;82;Very Negative
ARE WE JUST GONNA IGNORE THE FACT THAT SOMEBODY SAID “IM FINE, IM FROM CANADA”?;751;15;14;79;Very Negative
