text;likes;words_amount;unique_word_count;char_count;sentiment
Subscribe for a chance to be in one of my future videos!;164070;12;12;56;Very Positive
At this Point, Mr.beast can create his own GTA 6.;178995;11;11;49;Very Positive
Bailey has to be one the smartest people for these challenges just because of the TV play, I've never seen someone be so clever in a challenge.;17795;28;26;143;Very Positive
Wow this is very intense...I enjoyed watching it . Love from Ghana ;48;12;12;67;Very Positive
These two are honestly the best contestents Mr. Beast has ever had. They are so entertaining and good natured.;8364;19;18;110;Very Positive
that ending had me on the edge of my chair bro…;19097;11;11;47;Neutral
Мне нравится то , что они так стесняться друг друг а очень смешно за этим наблюдать;13;15;14;83;Positive
You could honestly do this challenge over and over with different people and id continue to watch them all;11338;19;17;106;Very Positive
It’s so wholesome that they ended up doing the right thing. Well done! They both deserved it!;3391;18;16;93;Very Positive
No sane person would ever press the red button after sharing that room with a stranger.;202;16;16;87;Very Negative
This was such an interesting social experiment, I'm super glad you guys treated them so well;3636;17;17;92;Very Positive
Bailey has to be one of the smartest people for these challenges just because of the TV play and I've never seen someone be clever in a challenge.;4269;29;26;146;Very Positive
You could honestly do this challenge over and over with different people and I'd continue to watch them all.;9684;20;18;108;Very Positive
If I were you, I would choose Monopoly and the Harry Potter books. It would be better if Monopoly was about Harry Potter (if it exists). I love Harry Potter!;7;30;19;157;Very Positive
Would have taken that private chef in a heartbeat. Eating well for 90 days is worth 25k each and would make it so much more bearable;4375;26;25;132;Negative
Jimmy's videos are getting better and better!;8569;8;7;45;Very Positive
It was really brilliant how Jimmy tested their integrity and it was so wonderful to see that they both passed the test!;2277;22;20;119;Very Positive
0:00 Already a banger;4;5;5;21;Very Negative
Blind dating on a whole nother level ;13044;7;7;37;Very Negative
These guys were seriously my favourite contestants ever. I've never been more invested in them than this.;1171;18;18;105;Very Positive
Your videos are always so satisfying to watch.;1;8;8;46;Very Positive
One of the most awesome blind dates ever!;3193;8;8;41;Very Positive
The way they outplayed the team by creating their own antenna for TV signal, that's actually AMAZING lol!;8364;19;18;105;Very Positive
Mr Beast literally makes the Best Videos On Earth! No competition whatsoever!;4007;12;12;77;Very Positive
23:41 the brookaven staircase xD;4;6;6;32;Very Negative
Bros videos are better and more consistent than almost half of Netflix's entire catalogue .;4962;15;15;91;Very Positive
This guy comes up with the most interesting social experiments and somehow makes it fast paced and entertaining.;3018;18;17;112;Very Positive
It's kinda wild thinking that, at any given moment, Mr Beast has handfuls of people out in the world doing these challenges simultaneously.;4102;24;24;139;Neutral
Sir I don't want you to be trapped as you help poor people you are great Sir.... Help!;0;19;15;86;Very Positive
That TV move was genius, making an antenna out of just wires is incredible.;1393;14;14;75;Very Positive
Bailey is actually a genius for using the wire as a antenna;1869;12;11;59;Very Positive
I'd never thought I'd see the day that Bailey would be coming back in a challenge, and boy he delivered it swiftly. Kudos to both of them for doing this.;1791;32;30;153;Very Positive
The amount of time they both spent inside truly  built trust and kindness. Kudos.;811;14;14;81;Very Positive
