text;likes;words_amount;unique_word_count;char_count;sentiment
The chaos in this video is unreal lol;116278;8;8;37;Very Negative
CHANDLER'S COMEBACK = YESSSSSSSSSSSSSS;46933;4;4;38;Very Positive
It’s crazy that this video was filmed in July;20537;10;10;45;Very Negative
Nah Lazarbeams reaction to seeing Vik was wholesome af, there's a reason he was best man at Viks wedding;6977;20;19;104;Neutral
I leget screamed form excitement when l saw sam and colby ;63;11;11;58;Very Negative
for the uninitiated ones, this isn't an underground city, this is a salt mine in Romania that got turned into a tourist attraction;692;24;22;130;Very Negative
THALA FOR A REASON ;7851;4;4;19;Positive
A group of some the best YouTubers since 2017. Crazy to see them all in one space;74;17;17;81;Very Positive
i like my cheese drippy bru;17479;6;6;27;Positive
I love how Sam and Colby were a part of the vid I love them;298;15;13;59;Very Positive
The absolute happiness from Kai when I show speed popped out of the box was cute;395;16;15;80;Very Positive
CHANDER'S COMEBACK=YESSSSSS;3;4;4;27;Very Positive
I remember the Romanian press covering the story that Mr. Beast was in our country and that he had rented the Turda Salt Mine. I couldn't wait for the video upload!!;2629;32;27;165;Very Negative
i like my cheese mouldy bruh;9981;6;6;28;Positive
44 seconds in and this editing is already a banger;5;10;10;50;Very Negative
In love that sam and Colby are in  this;31;9;8;39;Very Positive
Him blurring Speed and Kai’s face is hilarious because we know who that is ;130;15;14;75;Very Positive
9:40 how does Sam wake up so happy;26;9;9;34;Very Positive
you are incredible! a kiss from Brazil ;24;7;7;39;Very Positive
16:20 , that scream of Lazer after watching Vik;43;9;9;47;Very Negative
"România thanks you for choosing this salt cave , wish you the best @MrBeast ! 
";111;13;12;79;Very Positive
The way that I should be started barking when he got out the box;3;14;13;64;Very Negative
ain’t no party like a beast party ;111;8;7;34;Very Negative
Finally chandler is in these videos;3436;6;6;35;Very Positive
I SCREAM SO LOUD WHEN I SAW SAM AND COLBY;69;10;9;41;Very Negative
This underground city is one of the places I dreamed of!;1;11;10;56;Very Positive
CHANDLER IS BACK BABY!!;3991;4;4;23;Very Positive
1 Like = 1 pushup;15332;4;3;17;Very Negative
"6:40 
""The biggest streamer om the planet""
Caseoh:";57;9;8;50;Very Positive
Ishouldspeed is back!;1;3;3;21;Very Negative
