text;likes;words_amount;unique_word_count;char_count;sentiment
"Watch to the end to learn about my first big subscriber giveaway!

There are three ways to enter 
1.) follow @mrbeast on Instagram
2.) follow @shopmrbeast on Instagram
3.) follow @mrbeastyt on twitter

Each step gets you an extra entry! :)";30589;40;33;239;Very Positive
"Saw ""Playing Battleship With Real Ships"" title on trending.




Instinctively knew it must be MrBeast.";825;15;15;102;Negative
You just brought my childhood game to life;5568;8;8;42;Very Positive
If this was how the world settled naval combat, it would be a better place;380;15;15;74;Neutral
"Nobody:

Mr. Beast: chess with real troops";21147;7;7;42;Very Negative
"Nobody:

MrBeast: Playing minesweeper with real mines.";224;7;7;54;Very Negative
Playing RISK with actual military men in different countries;750;9;9;60;Positive
Now he could actually do it with full size boats;36;10;10;48;Neutral
"Next on Mr. Beast:

Playing Snakes and Ladders (with real snakes and ladders)";814;13;10;77;Very Positive
"Nobody:

Next:
 *Mr Beast: Playing Dungeons and Dragons with Real Dungeons and Dragons*";725;13;10;87;Very Negative
"Nobody:


MrBeast: Playing real Counter-Strike with Taliban!";857;8;8;60;Very Negative
I'd do ANYTHING just to hang out with these guys for a day!!!;339;14;14;61;Very Negative
"Nobody:

Mr Beast: fighting T-series with real war";632;9;9;50;Very Negative
"Nobody:

Mr. Beast: You guys wanna play battleship with real ships?";666;11;11;67;Very Negative
Playing Risk with real countries and weapons of mass destruction;649;10;10;64;Very Positive
Bailey is here ;7;3;3;15;Positive
"*Nobody:*


*Mr. beast: Temple run, but with real temples and crazy animals.*";273;12;12;77;Very Negative
"Nobody:

Mr. Beast: Playing GTA with real people, cars, stores, and weapons!";518;12;12;76;Very Negative
"2019: playing battle ship in real life

2030: causing world war 3";2610;12;12;65;Very Positive
This was cool but it's time for an EPIC REMAKE !!!!!!!;5;11;11;54;Neutral
"Next on MrBeast:


Playing jurassic world evolution but with real dinosaurs.";2572;11;11;76;Neutral
You should do last to stop jumping on a trampoline wins;3551;11;11;55;Neutral
"2019: Playing battleship with real ship
2040: Playing world war III with real Tanks";1602;14;11;83;Positive
Hey mr beast you should do Fortnite in real life with nerf guns it would make a good vid:);3;19;19;90;Very Positive
Next: playing Snakes and ladders with real snakes and ladders;387;10;7;61;Very Positive
"The next one should be:



*_Playing Detective With Real Crimes_*";177;10;10;65;Positive
"Mr beast: playing battle ship with real ships
Me: playing soccer with real soccer ball";787;15;11;86;Very Positive
Imagine if those 10k fly away with wind;6;8;8;39;Very Negative
"MrBeast: A game of battle ships but with real battle ships

Morgz: **Sweating Profusely**";2552;14;12;89;Negative
Mr Beast now you must play RISK with real nations.;318;10;10;50;Very Positive
Respect that he has his own editors in his videos;610;10;9;49;Very Positive
Hey they played this game in real life too since 1939 to 1945! but their game was called the battle of the atlantic. They sure had a blast;2;28;25;138;Very Positive
"Nobody:


Mr Beast: playing operation with a real human!";3077;9;9;56;Very Negative
Next on me beast : playing the floor is lava with real lava;8911;12;11;59;Very Negative
Next vid: *_Playing Chess with a half a football-field-long chess board_*;483;13;11;73;Positive
Love how every hit on a ship is equivalent to a magazine detonation;9;13;12;67;Very Positive
"Playing Clue with real murderers/weapons
or
Playing Guess Who with real people";476;13;10;78;Very Negative
"Nobody:

Mr.beast: playing Monopoly with real stocks from the New York Stock Exchange.";780;14;14;86;Very Negative
Petition for MrBeast to watch Congratulations for ten hours;6695;9;8;59;Very Negative
"International fan
 All.the way from Kenya ";3;7;7;42;Very Positive
