text;likes;words_amount;unique_word_count;char_count;sentiment
"MrBeast: (Exists)


*Money: I'm literally a joke to this guy.*";9120;11;11;62;Very Negative
"10:41
Mr.Beast ""We just wanna give you money""
Chandler ""Then give it to me""";282;16;15;75;Very Negative
"Waitress- pours water
Gets $7,000
Pizza Man- Spends 6 hours climbing a mountain
Gets nothing";42780;16;15;92;Very Negative
You are an amazing person. Carry on, Jimmy. You and your friends;190;12;11;64;Very Positive
"Mrbeast hands out gold bars
 Chandler: becomes waiter*
Mrbeast :sorry nothing left.";487;12;11;83;Very Negative
"2019: tipping waitresses gold

2050: Chandler winning a challenge

3000: *Alien Invasion*";851;12;12;89;Very Positive
"MrBeast: Chandler, JUST TAKE THE MONEY!
Chandler: disappears";168;8;7;60;Very Negative
Джимми как всегда, добряк и щедрый. Молодец!;23;7;7;44;Very Positive
"Teacher : What do you want to be when you grow up

Kid : Mrbeast friend";1964;14;13;71;Very Positive
"2:42
mrbeast: **advertising honey**
chandler in the background: *stuffing his face with fries*
chris: *licking his burger*";691;18;17;122;Very Negative
"2019: Tipping waitresses gold bars 


3019: Giving waitresses a country";5612;10;9;71;Very Positive
Este chico no deja de sorprenderme con su contenido.;60;9;9;52;Neutral
"Mr Beast: Tipping gold bars to waitresses



My Dad: uuummmmm.....$2";739;11;11;68;Very Negative
"Mrbeast :you win if you breathe.
*Chandler: suffocation noises*";1713;9;8;63;Very Negative
"Mr Beast: ""If you walk in the next hour, you win $1,000,000!""

Chandler: ""Jimmy my legs fell off..""";334;20;18;99;Very Negative
Good Boy..Respect Mr Beast and Friends..;68;7;7;40;Very Positive
"Nobody:

MrBeast: Comment below if you’ve ever tipped a waitress a tv";183;13;12;69;Very Negative
"Life : How many times do you want to lose?

Chandler : Yes";2504;11;11;60;Very Positive
"2019: tipping waitresses gold

2050: *Chandler winning a challenge*";623;9;9;67;Very Positive
What you do is so cool for them it kinda makes me wanna cry;3;14;14;59;Positive
"1950: Tips waitress .50 cents 


2019: Tips waitress TVs";1702;9;7;56;Very Positive
Can we just appreciate Viking for cutting up the pickles to make them smaller for Chandler?;177;16;15;91;Neutral
"""Spilling water costs a thousand dollars""
- MrBeast 2019";311;8;8;56;Very Negative
Mr.beast is so kind;6;5;5;19;Very Positive
"Chandler: **only person in challenge** 
Mr beast: First one to be in challenge wins 
Chandler: **leaves challenge**";531;17;13;115;Very Negative
"Current highest paying job: being mr beast friend

Current second highest paying job: being mr beast waiter";375;17;10;107;Very Positive
"*Mr. Beast: Eat it chandler you will win money.


Chandler:  *Spits it out*";159;13;11;75;Very Negative
Mr.Beast The tastiest and purest water is Zamzam water.;2;10;9;55;Very Positive
"""They didn't even see me pour the water"" That is a real response.";666;14;14;65;Very Negative
"Water: *exists* 

Mr Beast: *finally some good f****** *food*";711;9;9;61;Neutral
"Chandler: ""I need water!"" 

Also Chandler: *refuses to drink the water*";499;11;9;71;Very Negative
"Mr beast:  you breathe you win 50k
Chandlier: *suffocates*";5548;9;8;58;Very Negative
"MrBeast: Tipping Waitresses with gold bars

Morgz: Yay more content for me";116;12;12;74;Neutral
"Jimmy: ""we just want to give you money""

Chandler: ""then give it to me""";287;14;12;71;Very Negative
Me encanta Mr beast por sus actos tan buenos a las personas;24;12;12;59;Very Positive
"MrBeast 2019: Tip waitress with a gold bar

MrBeast 2020: *I solve the world's economic crisis challenge*";3703;18;17;105;Very Positive
"MrBeast - if you eat this you win 5000$
Chandler - im good at eating easy af
Pickle - I'm about to end his challenge";745;23;22;116;Neutral
Legends say the pizza guy threw the gold bar away;626;10;9;49;Very Negative
I love spreading joy around;3;5;5;27;Very Positive
"Mrbeast: tips 7k
Next customer: $20
Waiter: that’s it?";2237;10;10;54;Very Negative
"homeless man: exists
mrbeast: i'm about to give this man a whole career";2294;14;13;71;Very Negative
"MrBeast: be chandler and win 10k 

Chris 2: huh?";790;9;9;48;Very Negative
The fact that this video have 69 million views is crazy.;6;11;11;56;Very Negative
"Person: How much money have you given away?

MrBeast: Yes";1547;10;10;57;Very Negative
"Mrbeast: Chandler , you will get 10000$ for free.

Chandler: * turns into Chris *";1289;12;11;81;Very Negative
(the chef who actually cooked the bread) Silently crying in the background;892;12;10;74;Very Negative
These guys with the beast have it made, they just make fun videos and make thousands! Crazy! Hope they know how good they have it…and hopefully they pay it forward.;0;31;23;164;Very Positive
"Mr.Beast: “I will give everyone on Earth $10,000!”

Chandler: *Joins NASA and goes to the moon*";3088;18;18;95;Very Positive
"Waiter: does anything
Mr.Beast: fantastic here's 10 grand";611;10;10;57;Very Positive
"7:48
“They didn’t even see me pour the water though” ";201;12;12;53;Neutral
"Another quality content Mr. Beast 

Still watching  June 16, 2023";2;10;10;65;Very Positive
"Mr Beast: Whoever loses first wins 20k
Chandler: ""Wins""";234;9;8;55;Very Negative
"2019 mr beast: tipping waitresses real gold


2035 mr beast:tipping waitresses a planet";304;14;10;87;Very Positive
"2019: tipping waitresses gold bars

2030: sending waitresses to Mars";2419;10;9;68;Very Negative
The look on Chandler’s face when he first put the pickle slice in his mouth. ;1;16;15;77;Positive
"Mrbeast: stay alive and win 800 grand


Chandler:*dies*";311;9;9;55;Very Positive
"""How many times have you won a challenge Chandler?""

Chandler: *N O*";451;12;11;68;Very Negative
"Mr beast:   I’m giving everyone on earth money
Chandler: *goes to the moon*";352;14;14;75;Very Positive
Так странно и забавно было наблюдать за их реакцией на огуречики. Никогда не думал, что они могут казаться какими-то отвратительными и невкусными;17;23;22;145;Very Negative
Imagine all the waiters just fighting in the back who to serve jimmy.;856;13;12;69;Very Positive
Damn the bridge between the vid and honey was smooth;314;10;9;52;Positive
"Mrbeast: Chandler eat your favourite food for 1B$

Chandler: *Misses his mouth*";439;12;11;79;Very Negative
*tHat iS sO AmAzInG*;3;4;4;20;Very Positive
"Mrbeast: If you exist you win $40k


Chandler: I don’t feel so good";2791;14;13;67;Very Negative
"Mr beast: “Let’s give them everything we got!”
Smoothie people: You still got to pay for the drink";434;19;18;98;Very Positive
"mrbeast: *exists*
morgz: i’m about to copy this man’s whole career";691;13;13;66;Very Negative
essa barrinha de ouro mudaria minha vida e de muita gente a minha volta!;1;14;12;72;Very Positive
"Mr beast: *exists*
Honey: I'm about to sponsor this man's whole career";2209;14;14;70;Very Negative
"Person: How much money have you given away?

MrBeast: Yes.";2892;10;10;58;Very Negative
"Beast: *Tipping Goldbars to waitresses*
Morgz: *Tipping 5 cents to waitresses!*
(Edit: I didn't know Morgz was british lol sorry )";355;21;17;130;Very Negative
"Me beast : that’s good 
Also Mr beast :GIVE THEM EVERYTHING YOU GOT";1;13;12;67;Very Positive
"Mr. Beast: 10,000 dollars if you drink this water. 

Chandler: *Spills water*";359;13;12;77;Very Negative
"Mr.Beast: if you chandler you win 10 000$ 

*Chandler: Changes name*";753;12;10;68;Very Negative
"2019: giving waitresses a gold bar

2020: paying all the U.S debt";2077;13;13;65;Very Negative
86k people have payed the waiteress a tv wow (cause beast said comment if u ever tipped a waiteress a tv) ;1;21;17;106;Very Negative
"Eating challenge:

Chandler: *Dies of starvation*";599;6;6;49;Very Negative
"Mr beast: I will give everyone on earth money!
Chandler: *goes to Jupiter*";627;13;13;74;Very Positive
"Mrbeast: Take a step to win $50k!
Chandler: becomes paralyzed";472;10;10;61;Very Negative
Definitivamente Mr beast es el más generoso del mundo;1;9;9;53;Very Positive
"Mr beast-- Tipping waitresses real gold bars

Morgz-- Mum we're gonna have to buy loads of gold";1467;18;17;95;Very Negative
"When Honey sponsors Mr. Beast so you get it then use Honey on Mr. Beast's merch








*stonks*";683;18;15;96;Very Negative
"Life : How many times did you lose     chandler??

Chandler : Yes";1874;10;9;65;Very Negative
ไข่เยี่ยวม้าอร่อยมาก ผัดกระเพรายิ่งอร่อย;1;9;9;40;Neutral
"Me: * scrolling through YouTube recommendations *

Mr Beast: * casually flexing gold bars in my face *

Me: oh";242;16;15;110;Very Negative
Why are they so calm.. I would literally cry in their situation xD;778;13;13;66;Negative
Life has been hard lately. It would be nice to run into Mr. Beast about now.;667;16;16;76;Neutral
I'll have you know that I have NOT tipped a waitress a TV in my entire life.;0;18;15;76;Very Negative
"Mr Beast: exist and you win $50,000.

Chandler:

Wait, who's Chandler again?";1121;14;13;76;Very Negative
"Mr.Beast to Waitress: “The water and bread were good!”
Chef: Am I a joke to you";3453;17;16;79;Neutral
"MrBeast: Whoever dies wins the challenge. 
Chandler:"" becomes immortal""";819;9;9;71;Very Positive
