text;likes;words_amount;unique_word_count;char_count;sentiment
Like I said in the video, subscribe if you haven’t already and you could win $10,000!;302235;18;17;85;Very Negative
As someone who is extremely claustrophobic, this would literally kill me;79532;11;11;72;Very Negative
He’s officially unstoppable...;38674;4;4;30;Very Negative
This proves that flies can find their way literally anywhere;1688;10;10;60;Very Positive
7:09 I was dying;91;5;5;16;Very Negative
I’d actually freak out if I did this lol;13095;10;9;40;Very Negative
*Feelings of 'claustrophobia' finally understood!* ;2181;5;5;51;Very Positive
imagine waking up and realising you are buried alive...;14432;9;9;55;Very Positive
5:32 Hot --- ___ in our area was best;22;9;9;37;Very Positive
I'm feeling extremely claustrophobic just watching this;13163;8;8;55;Very Negative
This is so terrifying!;4551;4;4;22;Very Positive
You gotta respect that he's still willing to put himself through the crazy challenges instead of just his friends;1391;20;20;113;Positive
Seeing jimmy crying  made me also emotional ;15;7;7;44;Very Positive
"Jimmy : "" i am terrified""
Also jimmy : *signs of happiness*";491;9;8;59;Very Positive
"Billie Eilish: Bury a friend 
Jimmy's friends: OK";1429;9;9;49;Neutral
MrBeast man...;610;2;2;14;Very Negative
"That was the cutest ""thank you"" EVER 10:00";4;9;9;42;Very Positive
"Death: I can be dangerous.
Mr beast: I'm vibing in my coffin.";573;13;12;61;Very Negative
"Jimmy: ""IM BURRIED ALIVE!""
Fly: No WE are burried alive!";651;10;8;56;Very Negative
"mrbeast: i am going to spend the next 50 hours in this coffin
a random fly: im innit for the biscuit";1461;21;20;100;Very Negative
You make the best videos Jimmy;32;6;6;30;Very Positive
"MrBeast: “where do people normally get tased”
Chandler: “THE BALLS”";697;10;10;67;Neutral
"""This is the last time you're ever gonna see us in the outside world!""
*""GOOD""*";705;16;15;79;Very Positive
"“just vibing in my coffin”
strangest thing ive heard all day";246;11;11;60;Very Positive
Images there was another firework when they was leaning here the fireworks talking to beast lol that would be then ;3;20;19;115;Very Negative
"Coolest thing mrbeast ever done:
Picking camera up with toes>giving millions of dollars away";253;15;15;92;Very Positive
"normal people:what did you do in your spare time?
Mrbeast:I buried myself";465;14;14;73;Very Negative
'This is terrifying' famous last words;7;6;6;38;Very Positive
"MrBeast: Spends 50 hours buried in a coffin
Some guy in my backyard: *amateurs*";693;14;13;79;Very Negative
Seeing Jimmy getting emotional at the end was a real moment.;346;11;11;60;Positive
"Mr beast: ""I spent 50 hours buried alive""

People with claustrophobia: *Confused Screaming*";883;13;13;91;Very Negative
can we do 7 days in space pliz;11;8;8;30;Very Positive
"Chris: ""This is the last time your gonna see us in the outside world""
MrBeast: ""Good""";561;16;15;85;Positive
"Even in death,  he still gets views


WHAT A LEGEND";483;10;10;51;Very Positive
"probably someone: hey six feet apart!!!
Jimmy: six feet under";294;10;8;61;Very Negative
No way this was 3 years ago;45;7;7;27;Very Negative
If you can't handle stress You can't handle success ;421;11;7;52;Negative
The fact that jimmy trusts his friends THIS MUCH wow;469;10;10;52;Very Positive
"""Welcome to my coffin""
A sentence that I never expected from a human being";604;14;13;74;Very Positive
I watch your videos from Uganda.;16;6;6;32;Very Positive
Just seeing Jimmy abt to cry  tells a lot abt all the effort that he puts in his content and also how he cares abt his friends;250;27;23;126;Very Positive
this proves how much he trusts his friends;363;8;8;42;Very Positive
“I’m the opposite of Chandler” that hit differently;537;9;9;51;Neutral
1:49 was adorable;15;4;4;17;Very Positive
"“Did he just leave without telling me?” 
Words of every mom on earth";507;13;13;68;Very Negative
