text;likes;words_amount;unique_word_count;char_count;sentiment
"Obviously as I stated in the video multiple times don’t try this at home without medical supervision like I had. 

Also for more context, I have Crohn’s disease (basically my gut has tons of inflammation) and I wanted to give it a break from food to see if that would help reduce inflammation because Crohn’s sucks. I learned a lot about how I can use fasting to reduce my inflammation and I’m glad I did this challenge :)";239206;81;63;422;Very Positive
This man goes through great lengths to entertain us, He certainly has my respect.;51063;14;14;81;Very Positive
Jimmy puts his life at risk to entertain us, he certainly has my respect.;14914;14;14;73;Positive
Bro took fasting yo to another level;8;7;7;36;Negative
Jimmy's patience dealing with his friends is unmatched;14719;9;9;54;Neutral
the fact you were doing this whilst doing other videos aswell is dedication at it's finest, the best creator on the platform no doubt.;4217;25;22;134;Very Positive
"You did this WHILE doing other videos. Man, you are
something else! You deserve all the success you
have earned and MORE!";3269;22;19;121;Very Positive
5:07 this is bitcoin this year ;19;7;6;31;Very Positive
These sorts of videos are really cool because you get to see the process step by step. It's amazing that Jimmy was brave enough to actually try this!;1283;29;27;149;Very Positive
Gordan's amazing food got the BEAST!;3271;7;7;36;Very Positive
3:24 Джимми: вы мои кредиткой расплатились? Тарик: само собой!;77;10;10;62;Very Negative
Damn, it’s really cool to see such a deep look into Jimmy’s life. He’s so busy and hard working, both on himself and for us. It’s very inspiring.;1278;32;27;145;Very Positive
Your positivity during this is insane. Sometimes I don’t get time for a snack at work and I get cranky. It’s crazy that you can handle the people messing with you because I would be crying!;1244;38;34;189;Very Negative
Chris needs to be banned from throwing things ;17868;8;8;46;Very Negative
One of the shortest jimmy’s video ever!;1;8;8;39;Very Negative
2 weeks without food is actually insane;6172;7;7;39;Very Negative
Crohn's is no joke... People don't talk about serious GI disorders enough.  I have Gastroparesis and my stomach totally shut down once-- I had to be 'fed' through a central IV line for a couple months.  It was an absolute nightmare... But this makes me wish I'd documented the experience more.  What a unique way to spread awareness. Wishing you healing and recovery ;817;66;60;367;Very Negative
To be fair if there was any reason to break a fast, a hand-cooked meal from Gordon-freakin’-Ramsey is probably one of the best and most understandable reasons out there.;6821;32;29;169;Neutral
هدا التحدي يشبه رمضان عند المسلمين رمضان يستمر لمده شهر متل هدا التحدي;62;13;10;70;Very Negative
I have so much more respect for him now. Shows how committed he is to staying upbeat in his videos.;587;20;20;99;Very Positive
Glad this was done under a doctor’s supervision! ;28279;9;9;49;Very Positive
There will never be enough appreciation for the actions that Jimmy has taken. Such a good guy.;502;17;17;94;Very Positive
هل تعلم يا مستر بيست  ان الاصيام هو ليس الامتناع من الطعام لايام بل ان تاكل الى ان ياذن ل صلاه الفجى الى اذان المغرب وليس ما تقول انت ;24;29;26;134;Very Negative
His dedication unbelievable  how hard he is working and now I know why he becoming no1. Love you jimmy ;3636;19;18;103;Very Positive
I've only been diagnosed with Crohn's for about 2 years now, been up and really down, especially because I can't have most medications we've tried. When I read online that you have it too, it gave me a lot of drive to hang on myself. Thanks for that.;723;52;44;250;Very Positive
I would have probably broken way earlier. Props to you MrBeast!;5472;11;11;63;Positive
,     5                 !  !;31;1;1;28;Very Negative
Respect! I also have Crohn's but fasting for 2 weeks is impressive.;2293;13;13;67;Very Positive
Man, this has gotta be your toughest challenge of all time. I can hardly go a meal without getting hungry lmao;8972;21;21;110;Very Positive
The amount of effort & work you put in these videos is just amazing. Almost 100m & deserving!;2029;16;16;93;Very Positive
3:29 goofy goobers;3;4;4;18;Neutral
The fact that Jimmy is doing his videos in the middle of his challenge and the fact that it was quite risky at the same time,i am genuinely impressed;968;30;24;149;Very Positive
The fact his fasting intersected with a day he’d get a sandwich cooked from a world renowned chef is hilarious, well done;2404;23;21;121;Very Positive
Mans can do just about any damn thing he wants. Fascinating.;1;11;11;60;Very Positive
I’m crazy impressed with your work ethic! Gut health is super complex and important!;475;15;15;84;Very Positive
mr.beast, i hope you are doing good mentally don't push yourself too much man we love you;6606;19;18;89;Very Positive
BEAST YOU GOTTA EAT MORE WAFFLES;11212;6;6;32;Very Positive
Alternate title: jimmy’s daily schedule;17;6;6;39;Positive
The fact you managed to do this for over 2 weeks is insane. I am so greatful for your content and wish you the best;348;25;22;115;Very Negative
The fact he films soo many videos at a time is crazy;1486;12;12;52;Very Negative
the things jimmy does is insane, legit the most respectable person on the internet;543;14;12;82;Very Positive
3:30 “that these goofy goobers”  lol-;5;7;7;37;Very Negative
No need to wear the hat Jimmy!! You really suit the buzz ;3287;12;11;57;Very Positive
The fact that he made all those videos while fasting n still keeping his on screen energy levels n hosting level to the max make me respect him even more.;209;30;28;154;Very Positive
Jimmy never disappoints. He started great and he’s still going great;578;12;10;68;Very Positive
It's so cool to watch this video while eating;1;10;10;45;Very Positive
this really shows how Jimmy will do ANYTHING to entertain his fans, even if he is desperate for food. Great Job Jimmy;7502;22;21;117;Very Positive
And here I am 4 hours after breakfast already starving;567;10;10;54;Very Negative
Bruh, I wouldn't last 3 days, Jimmy is  incredibly resilient, and also humble.;242;14;14;78;Very Positive
2:10 ay por favor!!;4;5;5;19;Very Negative
Let's appreciate this man for putting himself out of his comfortable zone just to keep us entertained;2579;18;18;101;Positive
I watched your documentary and I think that what you do for others is absolutely amazing!!! It’s hard to believe that you were ever shy!! The way you interact with others you would think that you were very social!!! I always look forward to all of your new content!!;772;50;37;266;Very Positive
respect for the dedication of this vid! man fasted himself for 12 days, also good on you for actually having medical proffesionals assisting you throughout the fasting :>;1808;27;23;170;Very Positive
Eat Salt dont. Get tired, doesnt break a fast;1;9;9;45;Very Negative
It’s crazy how I never noticed any lack of energy in his videos. If anything, it shows us how things can be difficult behind the scenes and you might never know…;511;32;29;161;Very Positive
I’ve gone 3 days without food, nearly 4 and that was tough enough and I’d been eating less n less leading up to it, you’re strong af for this;892;32;29;141;Very Positive
Jimmy does so much for us :( I was struggling to watch this;1563;12;12;59;Very Positive
Imagine not eating for two weeks and the first thing you eat is made by Gordon Ramsay;2;17;17;85;Very Negative
This is so impressive what he does for the content. I really love how much he cares about his viewers.;2364;20;19;102;Very Positive
dude that was a blast to watch;5002;7;7;30;Very Positive
Even though he lost the challenge, mad respect he was committed to go as far as he could! I wouldn’t even pass it at 10 hours;6354;27;23;125;Very Positive
Ээй! Вы моей кредиткой разплатились? Конечно, не свои же деньги тратить;1;11;11;71;Very Negative
The level of dedication he has is UNMATCHED. Literally going without food for 2 weeks and filming everyday. Dude, you deserve the success and more bro!!!;609;26;24;153;Very Negative
He's doing so many projects at one time. Even without eating anything. Hats Off Man ;554;16;16;84;Very Negative
I love it how it goes from Gordon spitting people’s food out to getting his own spat out ;829;19;17;89;Very Positive
0:35 so funny;4;4;4;13;Very Positive
Dude, this was insane to watch. Much respect. I knew Jimmy was a busy guy, but damn. I would love a Beast Vlog or a day in the life of Mr Beast.;812;32;27;144;Very Negative
He's gonna have a lot of stories to tell his grandkids.;8304;12;12;55;Positive
0:03 genius...;2;3;3;14;Very Negative
Just went through one of the hardest things in my life and couldn’t eat for days on end. First thing to truly make me smile in a week. Thank you Jimmy.;880;32;31;151;Very Positive
Something even more impressive is that even though he was so low energy and hungry he still put effort to make content for us. I think that's a really good thing and even though Jimmy has already been established as a great and amazing guy, this makes me step him up even another level.;646;55;46;286;Very Positive
2:09 “Jimmy You Want To Eat Me”;175;8;8;31;Very Negative
5:43 ‘’your logh’’ had me dying;0;7;7;31;Very Positive
"10:46
Me looking at my roof pondering at 2am:";91;10;9;45;Very Negative
I can’t believe he has been starving himself throughout the whole time, he has been smiling through the pain and we didn’t even notice, love your content thought Jimmy, keep it up man we love you brother !!;531;39;32;206;Very Positive
His dedication unbelievable  how hard he is working and now I know why he becoming no1. Love you jimmy ;368;19;18;103;Very Positive
How I love watching these old videos with it's humorous contents;2;12;12;64;Very Positive
Gordon Ramsay charisma is over 9000. If he tells you to eat, you just eat, no matter if you are in a 30 days fasting challenge;745;26;22;126;Very Positive
A lot of people say that you aren’t uploading new videos this year on your main channel but now after seeing the amount of hard work and time you put into these videos I know that they are just haters. I hope you stay health and recover safely from Chrons disease. Keep up the great work ;809;57;48;288;Very Positive
Doing a photoshoot surrounded by chocolate on one of the hardest days of a fast is evil;552;17;15;87;Very Negative
Se arriesga para entretenernos, merece todo el respeto. ;3;8;8;56;Very Positive
haha we would have broken the fast for a Gordon Ramsay breakfast sandwich, too!;4133;14;14;79;Negative
Crazy how many videos he works on in a single time, and how draining it can be. You have my full respect!;133;22;21;105;Very Positive
U guys should make a video about who can grow out there hair the longest ;0;15;15;73;Very Negative
