text;likes;words_amount;unique_word_count;char_count;sentiment
The amount of effort that goes into your videos is truly incredible;15743;12;12;67;Very Positive
This guy is just brilliant, promoting his restaurant cleverly.;3502;9;9;62;Very Positive
to hire a swat team with drones though, damn that was harsh Jimmy lol;391;14;14;69;Neutral
That guy at the candy store is a legend. Even while being tempted with so much money, he stood firm and didn’t rat out any contestants.;4167;27;27;135;Very Positive
That employee is so kind. Indeed, money can't buy kindness. Salute!;770;12;12;67;Very Negative
So happy i get to see Fustrated Gamer again;12;9;9;43;Very Positive
Guy who didn't snitch deserves a chance at being at another MrBeast challenge again, he a true MVP.;6632;19;17;99;Very Positive
"The employee deserves some serious appreciation. He probably doesn’t even make that much per year yet he still turned down 10 grand for some people he never knew.

Edit: sorry when I say he doesn't make that much per year I meant he probably makes below average wage.";5483;50;36;267;Neutral
The thoughtfulness of Jimmy when he 'pretended he couldn't see' was just so genuine.;2563;15;14;84;Very Positive
The guy at the candy store have all my respect, even after being tempted With so much money he still didnt rattle any contestenst out. What a legend;2497;28;27;148;Very Positive
Bring TFG vlogs back ;27;4;4;21;Very Negative
Mad respects to the employee who didn’t want to steal away someone else’s $10k;9187;16;15;78;Very Negative
The employee that didn’t rat out the 2 contestants is truly an amazing person! He legit passed up on 10K. That guy deserves something!!!;3050;25;23;136;Very Positive
That guy at the candy store is a legend;452;9;9;39;Very Positive
Bring TFG back for another MrBeast Video!;44;7;7;41;Very Negative
Seeing where all the people hid that we didn't find ;3017;11;11;52;Positive
Shout out to the store employees. Protecting the contestants.;3142;9;8;61;Very Positive
Carr makes me laugh so hard. I love the Mr. Beast team.;1;12;12;55;Very Positive
Props to the guy who avoided the swat team as well even with the drone right over him;2949;18;16;85;Positive
Dude gave up 10k to be loyal to complete strangers he will never be forgotten the definition of loyalty;1252;19;17;103;Very Positive
just woke up and saw it 7:53 morning Malaysian time;5;11;11;51;Very Negative
What a life this man's living,while helping those in need of help. kudos.;261;15;15;73;Very Positive
The guy that didn't give up the others in the candy store deserved a reward, he a real one.;1461;20;17;91;Very Positive
The guy who stood firm and didn’t rat the contestants out.. RESPECT ;239;13;12;68;Very Positive
"8:45 ""i found my t-shirt"" *the word: suger daddy*
lol hahaha";4;13;13;60;Very Negative
That employee is a legend. You can't put a price on kindness.;160;13;12;61;Very Positive
MrBeast has won the red diamond button, youtube's reward already! Congratulations my idol! ;377;14;14;91;Very Positive
Bring TFG back in another MrBeast video;5;7;7;39;Very Negative
To let the two people keep the 10k just even though they where found was so kind of jimmy. Respect!;101;20;19;99;Very Positive
I wish we could see the winners spot. I love how the employees didn't rat people out. I'm glad no employees snitched.;6650;24;20;117;Very Positive
This is such an insanely good collab. A mall thanks on the brink of bankruptcy getting publicity and a new extremely popular restaurant. Jimmy is single handedly saving this mall.;2807;30;26;179;Very Positive
0:19 tfg the frustratid gamer;23;6;6;29;Very Negative
The integrity of that candy store keeper puts my faith back in humanity.;442;13;13;72;Very Positive
Mad respect for the employees ;5456;5;5;30;Very Positive
The guy who didn’t snitch definitely a REAL one . He deserves to be in a game to win something .. most people would of gave them folks up;165;28;26;137;Very Positive
This should be a series, this is a really cool game. It’s so funny seeing people run around with blue jumpsuits and a suit case;345;26;23;127;Very Positive
Congrats on the first Beast Burger location, Jimmy! ;510;8;8;52;Very Positive
I love seeing the personalities of every contestant even if it’s just for a moment. Makes me wonder how many of them Jimmy might pick out to be in future videos.;405;32;31;161;Positive
The employee who didn't betray others have got my respect!!!;4597;11;11;60;Very Positive
No words can explain how much I love jimmy and all his crew.;704;13;13;60;Very Positive
Awsome the swat team got 10k !!!! Wooohoooo ;1;7;7;44;Very Negative
What a life this man's living,while helping those in need of help. kudos.;138;15;15;73;Very Positive
