text;likes;words_amount;unique_word_count;char_count;sentiment
PLEASE WATCH THE WHOLE VIDEO! THE ENDING HAS A CRAZY PLOT TWIST!;134284;12;11;64;Very Negative
Was very cool to compete. Having to pee in a bucket infront of MrBeast is something I’ll never forget.;288345;20;19;102;Very Positive
bruh how does he do this without a sponsor, insane;21215;10;10;50;Very Negative
0:28 what a beautiful moment lazer beam getting barked at by speed;77;13;13;66;Very Negative
13:16 I love how the editors think Harry is callux;13068;11;11;50;Very Positive
"
 


2:24";53;2;2;9;Negative
Glad I brought my A game ;1394;6;6;25;Very Positive
nah speed got played by chunkz so hard;31460;8;8;38;Negative
Seeing Harry happy is the best feeling ever. What a lad. Dude deserves everything.;4073;14;14;82;Very Positive
WE'R GETTING EMOTED ON got me 2:39;15;9;9;34;Negative
Gotta respect Harry's integrity man.  Asked for jimmy to check even if they didn't notice and still comes out with the dub;7788;24;24;122;Positive
Gotta respect Harry's integrity man. Asked for jimmy to check even if they didn't notice and still comes out with the dub .Harry was always looking for a way to hold onto the bag….while vikk couldn't have cared more.;6810;43;38;216;Positive
0.53 sec speed takes he’s hand off;11;9;9;34;Very Negative
Out of all the people , harry deserves it the most he is the sweetest most wholesome guy;4226;17;14;88;Very Positive
"Vikk: We're both logical, logical people.
LITERALLY 0.2 seconds later: *fails*";6354;13;12;78;Very Negative
They were wiping all the dust on the jet with their hands. Congrats Harry;65;14;13;73;Very Negative
Seeing Harry being genuinely happy makes me happy;1503;8;7;49;Very Positive
Harry deserves it man. The guy is pure gold and to have done all he has just by being who he is and stay humbled. Well done Harry;1733;28;23;129;Very Positive
only mrbeast can give away a private jet for fun ;26399;10;10;49;Positive
10:37 bro what was Lazar doing ;16;7;7;31;Very Positive
"Speed: instant regret after taking his hand off
Also Speed when evidence is shown: *Where's the date* ";7365;18;17;102;Very Negative
Seeing harry being genuine, makes me happy..cal Is a legend.;1740;11;11;60;Very Positive
Harry was genuinely asking for Jimmy to check and still won he’s really the ;3783;15;15;76;Very Positive
Congrats to the winter  congratulations;6;5;5;39;Very Positive
This group had some of the most honest competitors so far.  Was impressed by how they said they removed their hand/finger;2022;22;21;121;Very Positive
Seeing Harry happy is the best feeling ever. What a lad. Dude derserves everything;3023;14;14;82;Very Positive
Dude harry is an absolute legend for his hilarious humor and just great personality;2518;14;14;83;Very Positive
j'ai beaucoup rigolé en regardant cette vidéo. franchement mrBeast tu es le meilleur.;7;14;14;85;Very Positive
A round of applause for Gib for his honesty.;5041;9;8;44;Positive
i havent seen harry this passionate about anything in this year;2323;11;10;63;Very Positive
Respect for Gib for being honest about losing. Real show of his character.;1514;13;12;74;Very Positive
It’s so funny seeing people SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO9OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO British lol;4;9;9;159;Very Positive
Vik saying “ we both logical people” then removing his hand straight after sums up this man ahh I love him;4258;20;20;106;Very Positive
Speed -HAHAHAAHa el Mejor ;571;4;4;26;Very Positive
8:56 the laugh got me rolling over the floor;15;10;9;44;Very Negative
That instant regret moment was pure gold. And can we talk about Harry's commitment to honesty? Asking Jimmy to check even when they didn't notice, and still pulling off the win!  Respect. Also, Chunkz tricking Speed for that 10K had me in stitches! The Sidemen never fail to bring the entertainment. ;747;53;47;300;Very Negative
I can't believe Speed got out that quickly. His barking would've made it unbearable for the others lol;7096;20;20;102;Negative
I love that Speed tried so hard to stay in even though the cameras catch everything.;8843;16;16;84;Very Positive
GET OF THE JET!!!!!!! Love you Lazerbeam;4;7;7;40;Very Positive
i have never seen harry genuinely this happy before;713;9;9;51;Very Positive
Harry winning is one of the most pure and wholesome moments I’ve ever seen. This is amazing;892;18;17;91;Very Positive
