text;likes;words_amount;unique_word_count;char_count;sentiment
Subscribe and I’ll love you;45855;6;6;27;Very Positive
This challenge truly strengthened the parent-child bonds for some of the people, good job MrBeast.;13459;16;15;98;Very Positive
Mad respect to the families that completed the challenge together without even knowing the whole time;21412;16;14;101;Very Positive
"MB: “ Can I have seventy five coffee :D “
SBW: “ …Seventy…five..what.? “";207;12;10;72;Very Negative
4:54 - Respect to that kid for being truthful to them. He deserves a medal.;2915;15;14;75;Very Positive
These are those kinds of memories the families and their future generations will remember forever. Respect Jimmy!;1252;17;17;113;Very Positive
3:21 ‘it didn’t have sugar :(‘ that is just relatable sometimes;17;12;12;63;Neutral
Man the ending for this one was right in the feels. Especially being a first time dad I know the anguish of being away from your child when you have to be gone for work. If I could quit my job and spend every second with my daughter I would. This was a wholesome episode.;3603;55;45;271;Very Positive
"The celebration when the adults saw their children and vice versa at the very end was heartwarming. ""I knew you could do it!"" speaks both to the quality of parenting, and the strength of those children.";3104;36;29;202;Very Positive
the father who encouraged his daughter and then congratulated her at the end hit me right in the feels;13278;19;17;102;Very Positive
I love mrbeast ;23;3;3;15;Very Positive
The reunion of parent and children was so beautiful.. congratulations to all the winners.;965;14;13;89;Very Positive
As a father, when that daughter was more excited to see her dad than the $1,000, yeah that choked me up a bit, wholesome x1000;5367;26;24;126;Positive
2:58 , i want your cooking lisence revoked is actually so crazy;35;12;12;63;Very Negative
Mad respect to MrBeast for maintaining this quality videos!!! Keep up the good work!!!;1409;14;14;86;Very Positive
I know this is said a lot but I think it’s just crazy how Jimmy just basically gives people chances to change their whole lives.;17996;26;24;128;Neutral
8:48 OMG THIS IS SO FUNNY ;8;7;7;26;Very Positive
3:45 i love this interaction  so much;380;8;8;37;Very Positive
I was so happy when Jimmy gave all that money away to that math teacher. I love it when teachers, who really care, get rewards that they never see coming. Her positive influence on them really worked out for her in the end!;2832;43;37;223;Very Positive
8:03 why did this get me rolling ;4;8;8;33;Very Negative
07:07 Karl literally cutting the pipe to interrupt that sweet moment was pure evil;333;15;14;82;Very Negative
*I madly respect all the families that competed in this. Good for them.*;268;13;13;72;Very Positive
I’ve watched majority of this man videos , and to see the happiness these people express in there emotions is a wonderful thing to see. He’s blessing many people and I love to be apart of the family;2474;39;31;198;Very Positive
Desearía jugar haci un día pero no puedo porque nadie me invita en estos videos pero lo mejor es ver que MrBeast que ayuda a los demás ;11;27;25;135;Neutral
Я безумно рада, что появилась возможность смотреть ролики Джимми с переводом, это просто замечательно, спасибо большое, от всей русскоязычной аудитории);342;20;20;152;Very Positive
It’s the dad and daughter relationship for me “you did it buddy” brought tears to my eyes. I wish them happiness forever! ;99;23;22;122;Very Positive
This man is literally born to make History. Hats off to Jimmy and the crew;6927;15;14;74;Very Positive
The 75 what ..?? Made me laugh so hard ;5;8;8;39;Very Negative
This is by far the best videos, Jimmy;694;8;8;37;Very Positive
4:56 give that kid money, he was much more honest than most of the adults.;176;16;16;74;Very Positive
This challenge truly strengthened the parent-child bonds for some of the people, good job Mrbeast.;898;16;15;98;Very Positive
You are the best thank you for getting money to people and giving it to people in need;0;18;15;86;Very Positive
Thank you for the wholesome content. I lost my dad almost 20 years ago and the parents reuniting almost made me cry.;214;22;20;116;Very Positive
Signing the sheet that the children can spend the money is so pure. That's really  cool of them to make that a rule;4846;24;20;115;Very Positive
3:45 it's always funny hearing Scottish people in an American video;2;13;13;67;Very Positive
To the adults that stepped out for the rest to have coffee, respect. :);4357;13;11;71;Very Positive
their reaction when they got the money melted my heart!!. The reuniting between the parents and the children was so pure..;858;21;18;122;Very Negative
What a great challenge. It is so moving to see the youngs missing their parents and they were only apart a bit over 4 days. :) Made me smile, thanks Mr. Beast :);2308;31;30;161;Very Positive
The adults know how hard it is to earn that much money. I knew they'd pull it out. ;2476;19;18;83;Negative
seeing the parents reconnect with their children was heart warming oml;3682;11;11;70;Positive
3:23 it dint have no SUGARRR;13;7;7;28;Very Negative
Jokes aside , how all this intensified the parents children relationship in the end is worth praising ;669;16;15;102;Positive
Господи спасибо тебе Мистер Бист, я так рад, что такой замечательный человек в такое сложное время заботится о радости абсолютно всех людей. Ты делаешь гораздо больше чем многие псевдо блогерам.;367;30;30;194;Very Positive
This was surprisingly wholesome, definitely thought it'd get more heated;583;11;11;72;Positive
The ball of oatmeal 6:36;6;6;6;24;Positive
