text;likes;words_amount;unique_word_count;char_count;sentiment
Subscribe for a free car!;57067;5;5;25;Very Positive
after watching this, I’ve learned that jimmy doesn’t participate in challenges because he is too good;111951;18;18;101;Negative
He has more social interaction in there in 50 hours than I've had in 2 months.;28749;17;15;78;Neutral
"Tareq: **gives him a cake, lasagna, ladder, helped him record**

**gets slimed anyways**";10109;13;12;88;Positive
Og content was SOOOO goated;117;5;5;27;Neutral
"Chris: *GAGS*
Jimmy: *sigh* these are my *friends*";405;8;8;50;Very Positive
"“Mr.Beast what’s your time schedule”

Mr.Beast: “it’s complicated";368;12;9;65;Neutral
Put everybody in a different room and last to leave the room wins. That way they won't know when others have left and how long they need to stay,;14417;30;26;145;Positive
While this isn’t technically solitary confinement, this video is in my opinion more entertaining than 7 days in solitary;226;20;17;120;Neutral
For solitary confinement, he wasn’t alone that much;4211;9;9;51;Neutral
"Jimmy: I miss my bed!

Also jimmy: *has been sleeping half of the 50 hours*";346;15;14;75;Very Negative
"last to leave wins $ but they can’t hear anything / know if anyone leaves 

woah! this blew up! hopefully Mr. Beast sees this!";6794;23;22;126;Very Negative
4:26 “This is A Load of Barnacles”   Had Me For Some Reason;7;13;13;59;Positive
10:05 damn that's some accurate aim right there.;228;10;10;48;Neutral
"Mrbeast: 50 hours ALONE

Also Mrbeast: talks and contacts everyone";509;10;9;66;Very Positive
"Well I think we all learned a lesson today 
Mr beast isn’t no simp";719;15;15;66;Very Positive
Jimmy has such great friends;22;5;5;28;Very Positive
Let's be honest here, Jimmy's actually really good at throwing objects;14041;13;12;70;Very Positive
Man Tareq was so kind to Jimmy he didn’t deserve to get slimed ;3119;14;13;63;Negative
Poor Tareq, he helped Jimmy the whole time and he still gets punished ;1246;13;12;70;Very Negative
Don’t care if this wasn’t proper solitary confinement but this video is a hilarious classic;11;17;15;91;Very Positive
Petition to hear Karls, Chandlers, and Chris's Rap.;1999;9;9;51;Very Positive
Let's just appreciate how good Jimmy's aim is ;776;10;9;46;Neutral
"Everyone: Yay quarantine is almost over
Jimmy: NO";709;8;8;49;Very Negative
1:03 Mr.beast is playing with the chair;46;9;9;39;Very Negative
MrBeast is the only guy i trust to actually do a 24 hour challenge;507;14;14;66;Very Positive
"Chris: plays iPhone alarm for ten hours 
Mrbeast: takes off speaker’s
mrbeast : I though I was gonna die
Me: same";440;21;19;113;Very Negative
"Tariq getting slimed: runs away yelling

Chris getting slimed:HUGGIES!!!";121;10;8;72;Very Negative
7:31 We getting kicked out the suburbs with this one;13;11;11;52;Very Positive
Nobody’s going to talk about how he yeeted that siren perfectly through that window;3022;15;14;83;Very Positive
“What a rare moment seeing him do this while we do this everyday”;523;13;11;65;Very Positive
The guy who sang your legendary outro, surprise him with something.;960;11;11;67;Very Positive
duuude jimmy’s videos have improved LEAGUES since these days ;1;10;10;61;Very Positive
Imagine how many stories this guy will be able to tell to his grandchildren.;322;14;13;76;Very Positive
"Honorable Mention
Chris: HUGGIES!
Cameraman: NO CHRIS NO!";930;8;6;57;Very Negative
"The reason why Jimmy doesn't participate in challenges is that he a freaking savage

Edit: Thx for likes hope we reach 1k";236;23;23;121;Very Negative
this has got to be one of the best MrBeast videos of all time.;3;14;13;62;Very Positive
“Im doing this for drake bell” hits hard;2338;8;8;40;Very Positive
This is Jimmy we're talking about tho, the OG of challenges. Remember he used to just do these ridiculous challenges for the hell of it;124;26;23;135;Very Positive
"I’m proud.

*He’s staying quarantined.*";357;7;7;39;Very Positive
Its incredible how the 7 day version without any of the distractions from this video was so much harder;10;19;18;103;Very Positive
"“We’re just gonna leave him alone now, total confinement” 

*doesn’t leave him alone*";774;15;12;85;Very Negative
">Solitary Confinement
>spends 50 hours playing with his friends";675;9;9;63;Very Positive
50+ hours of different camera angles to edit, that’s impressive. Love your videos man;2878;15;15;85;Very Positive
One of the best MrBeast vids  ;5;6;6;30;Very Positive
