text;likes;words_amount;unique_word_count;char_count;sentiment
MARK DECEMBER 19TH ON YOUR CALENDAR BEAST GAMES WILL BLOW YOUR MIND;183206;12;11;67;Very Positive
I love how all of the pros were so kind to their opponents. True sportsmanship;206339;15;15;78;Very Positive
Ronaldo was so humble and supportive!;32165;6;6;37;Very Positive
DUDE SPEED DID INSANE;131777;4;4;21;Very Negative
Imagine Ronaldo cheering you up just by your side, that's just priceless.;105067;13;12;73;Very Negative
hitting a siu in front of ronaldo is crazy;296237;9;9;42;Very Negative
MrBeast and Ronaldo ;68214;3;3;20;Very Positive
La humildad de cristiano ronaldo, dandole una mejor vida a alguien, increible ! ;43;12;12;80;Very Positive
Incredible to see how humble and down to earth all these elites athletes are;32024;14;13;76;Very Positive
9:26 I love how he isn’t competitive and wants the kid to win. ;14175;15;15;63;Very Positive
Speed punching the air right now ;124016;6;6;33;Very Positive
I love how supportive the athletes are. Not in a “I’m better than you” way, in a “I actually want you to beat me” way;7954;26;20;117;Very Positive
I just love how genuine sincere and humble Ronaldo is... such a superb person.;864;14;14;78;Very Positive
Ronaldo was so supportive love him;20105;6;6;34;Very Positive
Man, Bryce Harper was such a gem to this kid. Same with Tom and the highschool kid. Actually, all of the athletes were so nice. Even Bryson was just matching the dudes energy;10029;33;29;174;Very Positive
Tom Brady and Cristiano Ronaldo were the most kindest and supportive to their opponents tbh;11057;15;14;91;Very Positive
Ronaldo is so kind;22;4;4;18;Very Positive
I love how Every professional Athlete featured in this video was so kind and supportive even though they lost.;8282;19;19;110;Very Positive
Tom and Criro were amazing! They’re not just GOATs… they’re truly humble, kind men.;215;16;14;83;Very Positive
Tom Brady and Cristiano were amazing! They’re not just GOATs… they’re truly humble, kind men.;3163;17;15;93;Very Positive
LA HUMILDAD DE CRISTIANO ;13;4;4;25;Very Positive
Cristiano is literally the sweetest person, he obviously was having fun losing for the guy. Such a legend;5943;18;17;105;Very Positive
Mrbeast and Ronaldo ;29502;3;3;20;Very Positive
The supportive gesture of Ronaldo was priceless ;601;7;7;48;Neutral
Роналду даже пьяный в стельку выбьет три из трех ). Классный поступок , настоящий человек , лучший .;6;14;14;100;Very Positive
Ronaldo being so humble and supportive, along with Tom is so amazing, love the support ;360;15;14;87;Very Positive
Ronaldo is so supportive and wholesome. A true legend he is;683;11;10;59;Very Positive
big justice wanting harper to win for charity is just pure gold. god bless that kid;1025;16;16;83;Very Positive
Ronaldo , Tom Brady and Brice Harper are truly great humans;5;10;10;59;Very Positive
6:40 big justice wanting Harper to win is so wholesome;1044;11;11;54;Very Positive
The core of this video is the mindset of these top athletes. Everyone was motivating their rivals and truly happy for their achievements and participation, whether they won or not. I felt so happy for them!;271;36;30;206;Very Positive
It's Kinda obvious that the athletes aren't trying as hard as they can but this is still cool to see;14265;22;21;100;Neutral
"6:47 ""yeah pokemon cards""got me";2;7;7;31;Very Positive
I'm not fan of soccer but seeing Ronaldo did this to someone is greatly incredible. It's not only about the prize, but the confidence he's giving to Khalid;1410;31;26;155;Very Positive
You can tell cr7 wanted him to win. Wholesome guy man;555;11;11;53;Very Positive
Having Speed and Ronaldo in the same video, and not linking them up is absolutely diabolical!;1017;16;15;93;Very Positive
These guys demonstrate the ultimate level of sportsmanship;43;8;8;58;Very Positive
I love how humble all of these celebrities are, cheering on their opponents.;3045;13;13;76;Very Positive
I love how all the professionals aren’t trying that hard to win. It’s so adorable and heartwarming.;878;19;19;99;Very Positive
Ronaldo losing and still supporting the fan was so wholesome.;9128;10;10;61;Very Negative
Being a celebrity can be very stressful but I still manage to help as much as I can;1;18;15;83;Positive
I love how all of the pros were so kind to their opponents. True sportsmanship I love how Ronaldo was being supportive;792;22;19;118;Very Positive
Absolutely! Ronaldo's support shows what true greatness is all about. He's always lifting others up, which is inspiring to see!;330;22;20;127;Very Positive
I love how Ronaldo being so humble and supportive ;1993;9;9;50;Very Positive
Cristiano Ronaldo the best football player in the world, he made history, I love him;12;15;14;84;Very Positive
6.40 the way big justice said I want Brice harper to win was so wholesome;252;16;16;73;Very Positive
