text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
Some of them learned from their past mistakes.. others didn’t lol;67462;12;12;65;Neutral;2024
37:56 Noah just wanted to handshake Gio. Pure kindness;90930;10;10;54;Very Negative;2024
Noah I Gotchu   37:57;74660;5;5;21;Very Positive;2024
Ronnie vs Akira was pure cinema ;81801;6;6;32;Very Positive;2024
İşte geldik burdayız, biz bu işte ustayız ;70;7;8;42;Very Positive;2024
The way Noah handshakes himself 37:57;54322;7;7;37;Very Positive;2024
37:57 I got you Noah, won’t leave you hanging ;44015;11;10;46;Very Negative;2024
Akira and Ronnie was absolute cinema. Akira is a true poet.;18350;11;10;59;Very Positive;2024
Türküler burada mı (Kayzer abi her zaman yanındayız) ;48;8;8;53;Very Positive;2024
Türkler burdami kayzer abi seni çok seviyoruzzz;211;7;7;47;Very Negative;2024
The ending was INSANE! ;22201;4;4;23;Very Negative;2024
Kayzer abinin yanındayız;1837;3;3;24;Very Positive;2024
Kayzer abi burdayız laaaaaaaaan;24;4;4;31;Very Negative;2024
Kayser  abi her zaman yanındayız Türkler gücünüzü gösterin haydi;241;9;9;64;Very Positive;2024
Kayzer abiiiiiiii seninleyizzzz, burdayyyyyyıızzzzz türkler gücünüzü gösterin. ;1211;7;7;79;Very Positive;2024
Kayzer abi senin icin burdayizzz;1897;5;5;32;Very Negative;2024
Burdayız aslan abim ;17;3;3;20;Very Negative;2024
Kayzer abim burdayız;985;3;3;20;Very Negative;2024
Sonuna kadar kayzer abi ;523;4;4;24;Very Negative;2024
kayzer abi burdayiz aklin kalmasin;872;5;5;34;Very Negative;2024
İste türkün gücü yanindayiz kayzer abii bize attigim video için sağ ol ;12;12;13;71;Very Negative;2024
Kayzer abi burdayızzz ilk defa bu kadar beyen aldım;1285;9;9;51;Very Negative;2024
Kayzer abi burdayız ;463;3;3;20;Very Negative;2024
Kayzer abi senin için burdayız;349;5;5;30;Very Negative;2024
Kayzer abi hepimiz senin için buradayız ;2;6;6;40;Very Negative;2024
Kayzerr abi burdayızzz;170;3;3;22;Very Negative;2024
Kayser Abi senin için buradayız;629;5;5;31;Very Positive;2024
the way noah had to handshake himself ;17856;7;7;38;Very Positive;2024
Kayzer abi senin için burdayız!!;160;5;5;32;Very Negative;2024
Kayzer abi yanındayız;1677;3;3;21;Very Negative;2024
Kayzer abi buradayız ;640;3;3;21;Very Positive;2024
Kayzer abi burdayız seninleyiz;2;4;4;30;Very Negative;2024
Kayzer abi hepimiz buradayız!!!;636;4;4;31;Very Negative;2024
Kayzer abim  burdayız  ;17862;3;3;23;Very Negative;2024
Kayzer abi senin için buradayız. ;148;5;5;33;Very Negative;2024
Kayzer abi burdayiz TÜRKLER BEĞEN BUTONUNU KIRIN;4;7;7;48;Very Negative;2024
Kayzer abi her zaman buradayız ;957;5;5;31;Very Positive;2024
"Kayzer ve Erownie abinin intikamı 
Türkler burdamııı
";580;7;7;53;Very Negative;2024
Hey!Türk gençliği ve Türk milleti burada mısınız ? ;646;8;7;51;Very Negative;2024
I m proud of you GIO;1;6;6;20;Very Positive;2024
Kayser abii burdayızz;318;3;3;21;Very Negative;2024
burdayız kayzer abiii <3;1014;4;4;24;Very Negative;2024
Kayzer abi burdayız;981;3;3;19;Very Negative;2024
37:57  the way noah handhakes himself sad moment but happy for gio;2;13;13;66;Positive;2024
Kayzerin videosundan  gelen Türk gardaşları arıyorum ;1082;6;6;53;Very Negative;2024
"Akira is a legend, bro.  
He was still smiling after losing";7384;11;11;59;Very Positive;2024
Kayzer abi seviliyosun burdayız;1019;4;4;31;Very Negative;2024
“This is a big BOOM!” ;1;5;5;22;Very Positive;2024
Kayzer abi tabikide burdayız;648;4;4;28;Very Negative;2024
Kayzer abii senin için burdayızzzzz ;220;5;5;36;Very Negative;2024
Akira vs Ronnie was wilddddd, and the way Akira was smiling after the loss was very admirable;3823;17;13;93;Very Positive;2024
Gio and her dad were so wholesome ;2;7;7;34;Very Positive;2024
Biz her zaman burdayız kayzer abi ;1114;6;6;34;Very Negative;2024
Kayzer abi senin için burdayız;270;5;5;30;Very Negative;2024
Buradayız kayzer abii ;728;3;3;22;Very Positive;2024
Kayzer abi her zaman yanınızdayız;4;5;5;33;Neutral;2024
