text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
This is our final “Protect” video! Got some new original concepts coming up soon that will blow your minds  :D;136885;20;20;110;Very Positive;2024
The zombie survival idea would be good;31952;7;7;38;Neutral;2024
A2D soldier , Supporting Mrbeast ;435;4;4;33;Positive;2024
this is definitely one of the most interesting videos you have ever made;51;13;13;72;Very Positive;2024
If you're wondering why the naval mines didn't do any damage - it'd be because naval mines are meant to *run into the boat*, not to be blown up around it. That is the purpose of the huge spikes around it - they're pressure points that will detonate the mines if *any pressure is applied at all*, which is why they were so devastating & why the blasts were directed upwards as said mines would usually be underwater rather than on the surface.;2003;84;57;442;Negative;2024
A2D SOLDIERS LET'S SHOW SOME POWER;2595;7;7;34;Positive;2024
“i think i lost a piece of my soul” jimmy: “and a piece of your yacht” way to lighten the mood bud;684;22;18;98;Very Positive;2024
"""The effort and passion you put into your videos are unmatched. Love it!""";6;13;13;73;Very Positive;2024
A2D Soldiers EXTEND the power ;520;5;5;30;Very Positive;2024
Ayy nice to see Bloons TD 6 getting some love! It's already a relatively popular game, but by far one of the most addicting and worthwhile to sink time into.;218;31;30;157;Positive;2024
A2d Soldiers  support MRBEAST, individual over corporate forever ;518;8;8;65;Very Positive;2024
I loved chandlers shirt;14;4;4;23;Very Positive;2024
"Proud soliders of A2D 

Lets support Mr Beast.";1078;8;8;46;Very Positive;2024
FFIE TO THE MOON;1083;4;4;16;Very Positive;2024
0:07 Jimmy literally has the ability to get the fire power of a professional private army;331;17;16;89;Very Negative;2024
The cannons firing had to be one of the coolest things iv seen in a bit;4;16;15;71;Positive;2024
A2d supporting Mr beast ;566;4;4;24;Positive;2024
Sean is the calmest person i have ever seen;326;9;9;43;Very Positive;2024
Support for you @a2d soldiers;275;5;5;29;Very Positive;2024
That canonball couldn’t be any closer!;4;7;7;38;Very Negative;2024
A2d soldiers helping to prove individualism;829;6;6;43;Very Positive;2024
Happy Mother's Day to Chandler's mom.;302;8;7;37;Very Positive;2024
12:10 that shooter definitely knew where they were aiming ;232;10;10;58;Very Negative;2024
"9:50 I love the genuine astonishment ""You have *a hundred* more canonballs??""";77;13;13;77;Very Positive;2024
that yatch is surviving medieval war, ww1, ww2, and cold war. Truly a king;134;14;13;74;Very Positive;2024
"“Any last words?”
“Goodluck”

Was cold ";789;6;6;39;Very Negative;2024
Bro was giving complete Dexter vibes and expressions;1;8;8;52;Very Positive;2024
Shawn is the chillest man alive;326;6;6;31;Very Positive;2024
Молодцы! Вы не только устроили честное и интересное испытание для человека и нас, но и позаботились о экологии и очистили озеро. Большое уважение вам Джимми;94;25;22;156;Very Positive;2024
A2D soldiers helping to prove individuality;166;6;6;43;Positive;2024
"Проплыть через щель и взорвать яхту 
Поплыть в другую сторону и взорвать контейнер";4;13;11;82;Very Negative;2024
A2D army finally assembled Supporting individual creators ;132;7;7;58;Very Positive;2024
For my boy A2d;737;4;4;14;Very Positive;2024
A2d soldiers lets help mr beast to reach his goals support here;84;12;12;63;Very Positive;2024
WHAT ARE THOSE MERCHANT SHIPS DOING WITH THAT MUCH FIREPOWER?;24;10;10;61;Very Positive;2024
A2D soldier supporting Mr beast;166;5;5;31;Positive;2024
Shoutout to the construction team for staying up all night;284;10;10;58;Very Negative;2024
"Jimmy - ""Any last words?""
Sean - ""Can I have the hat? """;2023;10;10;55;Very Negative;2024
Deadliest catch captain;1;3;3;23;Very Negative;2024
I am a A2D soldier . Supporting mrbeast..;1579;7;7;41;Very Positive;2024
Finally a Mr.Beast  video!!! Was getting anxious!! ;14881;8;8;51;Very Positive;2024
The mattress in water container idea was actually really well calculated accidentally. The mattress is absorbed the shockwave. Then the extra water containers created almost a pressure canceling wave next to the yacht for the pressure wave underwater;293;38;29;250;Very Negative;2024
Bro the guns look so cool and straight out of a movie;0;12;12;53;Very Positive;2024
4:00 - That's why sea mines would blow up deep underwater in WW2.  It was the movement of the water that would crush the underside of a boat;135;29;24;140;Very Negative;2024
Shoutout to the camera man for going in creative mode and getting those incredible shots;470;15;15;88;Very Positive;2024
I love Chandlers shirt 6:27;134;6;6;27;Very Positive;2024
There was so much going on, how exciting;1;8;8;40;Very Positive;2024
A2D Soliders we support MR.Beast;297;6;6;32;Very Positive;2024
(A2d soldiers) we support MRBEAST ;123;5;5;34;Very Positive;2024
Glad to see you soldiers. We should support him at our best. From A2D ;58;14;14;70;Very Positive;2024
Mrbeast estás demente no puedo creerlo te tratan de las cosas más locas que he visto en mi vida;0;19;19;95;Very Positive;2024
A2D soldiers we support Mr Beast;218;6;6;32;Very Positive;2024
WE ARE A2D SOLDIERS WE ARE ALWAYS SUPPORT TO CREATORS NOT CORPORATE ;135;12;10;68;Very Negative;2024
A2d soldiers  are here to support you mr .beast .;203;9;9;49;Very Positive;2024
7:49         ..;2;2;2;15;Very Negative;2024
"A2d soldiers 
We support MrBeast";712;5;5;32;Very Positive;2024
"The last few lines ""cleaned the lake"" touched the heart man.";814;11;9;60;Negative;2024
Never thought we’d get a MrBeast  and BTD6 collab!;179;10;10;50;Very Positive;2024
the calm before the storm;2;5;4;25;Very Positive;2024
Proud to be an A2D soldier pls support mr beast;55;10;10;47;Very Positive;2024
mr beast is the type of guy that forgets his video budgets;334;12;12;58;Very Negative;2024
A2D soldiers we support MR .BEAST ;67;6;6;34;Very Positive;2024
Bizzarre     destruction    ;1;2;2;28;Very Negative;2024
Happy mother's day to all the mothers around the globe;160;11;10;54;Very Positive;2024
2:40 finding Nemo ahh bomb;8;6;6;26;Very Negative;2024
A2D soldiers assemble to fight with corporate;403;7;7;45;Very Positive;2024
"A2d soldiers 
We support mrbeast";164;5;5;32;Very Positive;2024
video của bạn làm ra hay nhất tất cả những video tôi từng xem trên youtobe;1;16;15;74;Very Positive;2024
A2d soldiers we are supporting always;128;6;6;37;Very Positive;2024
Shawn is the chillest man alive ;300;6;6;32;Very Positive;2024
You can have 2 contestants, one tries to destroy something, the other has to protect it;2587;16;15;87;Neutral;2024
Take the beat on your holiday;0;6;6;29;Very Positive;2024
"5:54 Brings a whole new meaning to ""wetting the bed.""";162;11;11;53;Very Positive;2024
A2D soldiers are now supporting Mr.Beast;145;7;7;40;Positive;2024
A2D Soldiers Assembly Supports Mr.Beast;155;6;6;39;Positive;2024
"While I was watching it, I was extremely anxious and excited!
I want more such content! This is very convincing and epic!
Thanks";3;23;19;128;Very Positive;2024
"A2d soldiers 
We support you jimmy aka Mr Beast";61;9;9;47;Very Positive;2024
Mr Beast getting his hands on more dangerous stuff for our entertainment is gold;210;14;14;80;Very Positive;2024
That just shows how powerful cannons were during the medieval period and anytime they were used;246;16;15;95;Very Positive;2024
That’s really crazy ;1;4;4;20;Very Negative;2024
Thank you for showing the cleaned up lake at the end for proof that you actually did it. Jimmy is a class act!;108;23;20;110;Very Positive;2024
At this point mrbeast can create his own army;119;9;9;45;Very Positive;2024
A2D  soldier keep rocking brother...! Wakanda forever ;114;7;7;54;Very Positive;2024
Er hat einfach sein eigenes Militär ;2;6;6;36;Very Positive;2024
A2D support is always there for you;129;7;7;35;Very Positive;2024
This was a wild video! Shoutout to Bloons Tower Defense haha;123;11;11;60;Very Negative;2024
"A2D soldier assemble to fight with corporate
I support mrbeast";246;10;10;62;Very Positive;2024
You are #1 on the best channels in the world and I love you so much MrBeast;3;17;15;75;Very Positive;2024
"Mr. Beast: ""Any last questions?""
Shaun: ""Can I have the hat?""";864;11;11;61;Very Negative;2024
"""im hard..."" *Kyle smiles and nods *  ""hard confidence now..""";223;9;8;61;Very Negative;2024
Love from Tamilnadu A2D soldiers ;294;5;5;33;Very Positive;2024
