text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
MrBeast for President;400121;3;3;21;Very Positive;2024
Mrbeast should get a Nobel prize for helping people;192162;9;9;51;Very Positive;2024
Most wholesome person to exist! Making a huge difference to so many communities!;9;13;12;80;Very Positive;2024
"He was one of the guys who said ""if I become I millionaire I'll help people""... But actually did it.
Thank you.";6975;23;21;111;Very Positive;2024
I love that Mr. Beast doesn't use his money to buy nice cars, private jets, designer jewelry, and flaunt it. Instead he decides to share it with the people who need it the most. Beautiful, it brings tears to my eyes. I hope that other wealthy creators will follow in these footsteps.;4770;53;45;283;Very Positive;2024
Imagine he was just a teenager making Minecraft videos, and now he’s literally saving peoples lives across the world. Truly one of a kind human being. Unbelievable.;7957;28;26;164;Very Positive;2024
When you help someone in need. Nothing can compare with that;20;11;11;60;Very Positive;2024
"7:04
The family that made me the happiest was this one. Seeing the little girl crying genuinely made me feel glad that I support MrBeast ";378;26;21;137;Very Positive;2024
Respect to you, beast!! ;20585;4;4;24;Very Positive;2024
This video got me teary. The pure joy on their faces knowing that they now own their own homes with better living conditions. That's beautiful.;2645;26;23;143;Very Positive;2024
We made the right person famous ;97;6;6;32;Very Positive;2024
This man might not know but Jimmy will forever be prayed for, and people will ask whichever deighty they believe in to give him eternal blessings to keep doing what he's doing. Changing lives isn't easy but it's his hobby and passion. Go, go Mr.Beast;482;49;42;250;Very Positive;2024
"Not even kidding, this pulled my heart strings... what a man you are Jimmy (and the rest of the crew), keep making a difference in millions of people's lives.
I'm actually crying  tears of happiness seeing how happy all of these poor and unfortunate families are";729;48;41;262;Very Positive;2024
we made the right person famous;18232;6;6;31;Very Positive;2024
İnsanları mutlu etmek kadar başka bir mutluluk yok bence;9;9;10;56;Very Negative;2024
MRBEAST NEEDS TO BE GIVEN AN AWARD;25225;7;7;34;Very Negative;2024
Jimmy, you first restored sight and hearing to hundreds, then you dug wells and gave water to the thirsty, now you're providing homes for those who were getting wet... and you're sure to do much more. I admire you tremendously;132;42;33;226;Very Positive;2024
As a 32 year old man I had tears in my eyes watching this. I grew up in a hut house in the woodlands of Cuba, slept on dirt. This brought back so many memories.;463;35;30;160;Very Positive;2024
This makes me want to cry of joy.;7;8;8;33;Very Positive;2024
There is no man on earth that’s more deserving of the popularity Jimmy has more than he does. It’s never been about the money to Mr. Beast and when he did get all the money and fame he never changed. You sir are one of the purest souls to ever exist;517;53;41;249;Very Positive;2024
Hes a true hero! Thanks Beats;452;6;6;29;Very Positive;2024
It takes guts to make a grown man cry. It shows they really mean it. We really made the right guy famous;371;22;19;104;Very Positive;2024
