text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
That was way too close at the end, i hope you all enjoyed!;193486;13;13;58;Neutral;2021
MrBeast just casually makes the best action movie ever made;52498;10;10;59;Very Positive;2021
mr beast is the definition of pay to win;28402;9;9;40;Very Positive;2021
The lightning McQueen bag was adorable ;423;6;6;39;Very Positive;2021
MrBeast really just made the best action movie ever..;11106;9;9;53;Very Positive;2021
MrBeast single-handedly boosting the economy with his spending habits.;12842;10;10;70;Very Positive;2021
Bro.... Jimmy is an evil genius... ;4758;6;6;35;Very Negative;2021
MonkeeDo is back ;39;3;3;17;Very Negative;2021
Can't lie, this has to be one of the funniest things to do in a city;9435;17;16;68;Very Positive;2021
This reminds me of that episode of Phineas and Ferb where Doofensmerts hired a Bounty Hunter to capture Perry but it ends up hunting Doofensmerts as well;11307;27;25;153;Positive;2021
Without Chris, Mrbeast would've got away, he's the real mvp here;4209;13;13;64;Very Positive;2021
"“They just checked this room. Since I wasent in this room.They now think I’m on the roof.But what they think instead of being above it we’re below it.” 
-MrBeast";124;33;26;161;Very Negative;2021
Jimmy’s videos are elite.;964;5;5;25;Very Positive;2021
Broo, MrBeast videos are at a different level!;2081;8;8;46;Neutral;2021
Plot twist: Mr Beast secretly hired bounty hunters to hunt the bounty hunter.;36184;13;12;77;Neutral;2021
When I'm sad I just watch Jimmy's videos.;129;10;9;41;Neutral;2021
These fast pace videos are soo good! Great content, no BS ;1537;11;11;58;Very Positive;2021
This was epic.;1248;3;3;14;Very Positive;2021
"Bounty hunter: Leading the hunters
Chris: Tackler
Karl: Seeking vengeance
Chandler: Chandler";4435;12;11;92;Positive;2021
Tariq: I'm camera man, driver, Butler and sacrificial Pawn;29;10;10;58;Positive;2021
This man's production quality is immense;632;7;7;40;Very Positive;2021
Ngl this is one of the coolest videos he’s ever done;441;12;12;52;Very Positive;2021
Can’t we all appreciate that Jimmy lost because he didn’t wanna hurt Chris hugging him. ;744;17;16;88;Very Negative;2021
4:08 honestly you were pretty chill there;7;8;8;41;Positive;2021
Tareq came in clutch!;763;4;4;21;Very Negative;2021
