text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
HELP US SAVE THE OCEAN! GO DONATE https://teamseas.org/;185664;10;10;55;Very Positive;2021
Planted millions of trees, Saving the ocean... He's a true hero!;121947;12;12;64;Very Positive;2021
Appreciate using your brand for good. So many people don't understand the power the internet can be for good, and we have to thank you for that.;47575;28;24;144;Neutral;2021
"MrBeast has literally changed the world
True hero";31894;8;8;49;Very Positive;2021
" 
  ";20;0;0;4;Positive;2021
"What a great cause; we all appreciate your efforts in making our planet a better place ! ";19556;16;15;89;Very Positive;2021
Jimmy is honestly making the world a better place;42273;9;9;49;Very Positive;2021
Please never stop doing what you do! The world needs you ;11700;11;10;57;Very Positive;2021
Our World needs more & more Mrbeast personalities;269;7;6;49;Very Positive;2021
bruh I can't believe there is people that doesn't support this man;3114;14;13;66;Very Negative;2021
Well done Team Mr.Beast!  You really are an inspiration to so many.;1736;13;13;67;Very Positive;2021
You are wonderful, Jimmy. You are truly a kind and compassionate person. You feel the misery of others. You are truly brave and a hero. I congratulate you.;194;28;19;155;Very Positive;2021
I literally could cry at how good of a person jimmy is.....;517;12;12;59;Very Negative;2021
good job .. thank you;5415;4;4;21;Positive;2021
Great initiative, what a way to use your platform. Props.;4289;10;10;57;Very Positive;2021
"I am very pround when all of you do that 
Thank you mr.Beast";21;14;13;60;Very Positive;2021
I’ll try. I’m happy you guys are trying to;1682;11;10;42;Very Positive;2021
He deserves every bit of success he’s got. Period!;1382;10;9;50;Very Positive;2021
LET'S DO THIS Y'ALL!!!;2385;6;6;22;Very Positive;2021
Imagine if other celebrities did this for their channels all at the same time! ;9;14;14;79;Very Positive;2021
Can we take a moment to appreciate everything that Jimmy has for us? He gives away millions of dollars, plants millions of trees, and now he’s saving the ocean! A true hero!;357;33;29;173;Very Positive;2021
Let's go Jimmy proud of you;13112;7;7;27;Very Positive;2021
You're a true hero. You actually use your influence and fame towards making the world a better place. I never saw this coming. First,team trees, which was amazing by itself and now you're cleaning up the oceans. I hope that more people carry on your legacy for years to come...;1050;53;45;277;Very Positive;2021
This has become one of the greatest fundraisers in internet history. Thankyou for changing the world.;2;16;15;101;Very Positive;2021
Thank you for doing this! There's one thing the world needs right - and it's people that CARE! Thank you thank you thank you!;1591;25;18;125;Very Positive;2021
Jimmy deserves everything he has and more. He’s an inspiration for us all, first planting trees and now cleaning oceans. Thank you.;220;23;21;131;Very Positive;2021
Jimmy is literally doing what world leaders should be doing. What a inspiration!;703;13;11;80;Very Positive;2021
Thank you for all you do, what a amazing soul;6;10;9;45;Very Positive;2021
Jimmy, this is simply amazing. You are changing the world. The world is a better place because of how you are choosing to use your money, influence and time. Much love!;564;31;26;168;Very Positive;2021
This is amazing we are definitely donating $1K ;524;8;8;47;Very Positive;2021
This man can't get any better. HE is just too good to be true.;616;15;15;62;Negative;2021
