text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
"*One man outeating 5-6 people*

34 Million People: YEAH";301;10;9;55;Very Negative;2020
*To be honest Chandler and Chris have the luckiest job in the world.*;2505;13;12;69;Very Positive;2020
"jimmys friends: *sit in a pool of slime and get loads of money*

joey: *eats a whole 9 pound pizza and gets a little handmade trophy*";733;26;22;133;Positive;2020
2:13 boom boom;18;4;3;14;Negative;2020
"Chandler: I gotta poop
Chris: I gotta vomit
Joey: *CHOMP CHOMP CHOMP* I'm through";402;15;10;81;Very Negative;2020
"Noone:

Mrbeast: ""Who would've thought the world's best eater is really good at eating""



got me B A M B O O Z E L E D...";368;29;26;122;Very Negative;2020
4:42 that roast ;13;4;4;16;Very Negative;2020
"*Chris, with a team of 7 people: ""pLeAsE SlOW doWn... wE ArE gOnNa DIE*


*Joey: **_come on guyyyys.... finish it!_*";505;21;21;116;Very Negative;2020
"""For our safety Slow it down we are gonna die over here""
""Come on guys finish it""
i laughed so hard that i cant even breathe";215;26;24;124;Very Negative;2020
"*9 pounds slice of pizza exist*
Joey: So anyway, I started eating";415;12;12;65;Very Negative;2020
Anyone else watch fast eating videos when youre hungry;38;9;9;54;Very Positive;2020
"I just feel sad for joey's toilet
The pain that poor thing goes through";2884;15;15;71;Negative;2020
"Me: what is your job?
Chandler And Chris: It's complicated";269;11;11;58;Neutral;2020
"Parents: Joey have good table manners
Joey 30yrs later: .............";963;9;8;69;Neutral;2020
We love you, MrBeast;9;4;4;20;Very Positive;2020
"People: *are poor*

Mr. Beast: I'm about to mend this man's whole career";231;15;15;72;Very Negative;2020
"""He is literally the best eater in the entire world""

Matt stonie: Are you challenging me?

Edit: I fix my comment, are you happy?";1387;24;21;130;Very Positive;2020
"Me: *wants a one slice of pizza for a snack*
Also me:";131;12;10;53;Neutral;2020
"Mr. Beast in a happy tone: ""I'm crying in pain right now.""";1052;13;12;58;Very Positive;2020
