text;likes;words_amount;unique_word_count;char_count;sentiment;video_date
I REMEMBER FILMING THIS VIDEO 5 YEARS AGO THIS IS INSANE! OMG;1299698;12;11;61;Very Negative;2020
Little did he know he’d be burying himself alive and putting millions of orbies in his friends backyard;3088;19;18;103;Neutral;2020
Past him was unsure of his future, now he's youtube's biggest philanthropist;5476;14;13;76;Negative;2020
Me watching this 10 years later...;3570;6;6;34;Very Positive;2020
"Jimmy worrying about his history test

Him now: Hmmm give away a rocket or an airplane.";6986;16;16;87;Neutral;2020
Imagine worrying about your history test and end up making your own history. A legend indeed.;17282;16;14;93;Very Positive;2020
His history test grade was an A+ for changing history;6637;10;9;53;Positive;2020
8 thousand to 367 million, Jesus.;287;6;6;33;Very Negative;2020
"""I better have a million subs"" 

Life: yea, about that...";3890;10;10;57;Very Negative;2020
"“I better have a million subscribers in 5 years.”


Task failed successfully.";1115;12;12;77;Very Negative;2020
"Mr Beast :  *""Worried about the history test""*
History : *""Dude, you made me""*";9521;12;11;78;Very Negative;2020
one of the most inspirational videos ever.;5;7;7;42;Very Positive;2020
"“I Better Have A Million Subs”
44 Million Subs: Hello There";1259;11;9;59;Very Negative;2020
"“I better have a million subscribers”
Little did he know he will join the prestigious 50 million club";3517;18;16;101;Very Negative;2020
Somebody tell this person that he is gonna be giving away a frickin island in the future.;2317;17;17;89;Very Negative;2020
364 million when i am seeing it ! Bro you also own a brand 1:32;49;15;15;63;Very Negative;2020
His humble beginnings and hes still humble;2758;7;6;42;Neutral;2020
"“I hope I have one million”

Well uh...
May have overshot that a little :> our bad";2907;16;14;82;Very Negative;2020
He’s worried about being Successful and here now he’s making people success bruh;2045;15;13;80;Very Positive;2020
Yeah that’s crazy;36;4;4;17;Very Positive;2020
I couldn't even imagine sitting in his chair watching this as him. Congrats brotha you deserve it;1603;18;18;97;Very Positive;2020
"“I better have a million”
*Yesn’t*";4379;7;7;34;Very Negative;2020
"""I better have 1M""

*Mission failed successfully*";3478;7;7;49;Very Negative;2020
It’s 369M when I am watching this.;51;8;8;34;Very Negative;2020
"“I better have million subs..”

*If Only He Knew...*";5135;9;9;52;Neutral;2020
"“Hopefully doing YouTube as a job”
Mate, it’s beyond that";1853;11;11;57;Neutral;2020
"“I better have a million subscribers”

Us: let’s multiply that by 44";3250;13;13;68;Very Negative;2020
Crazy watching this video 10 years later;5;7;7;40;Very Positive;2020
This is insane to see how far you’ve come. Truly inspiring.;2128;12;12;59;Very Positive;2020
